报告日期,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.2,0.46,0.42,0.53,0.26,0.53,0.58,0.47,
每股净资产(元),3.56,3.45,3.08,2.81,2.54,2.28,1.67,6.41,
每股经营活动产生的现金流量净额(元),0.01,0.56,0.24,0.53,0.17,0.43,0.33,1.38,
主营业务收入(万元),36031,74273,65477,69331,33174,63758,54411,35462,
主营业务利润(万元),7204,15743,13843,14950,7447,14183,13298,8929,
营业利润(万元),3434,7439,5876,7760,3765,7220,7162,5402,
投资收益(万元),--,--,-12,--,--,--,-67,166,
营业外收支净额(万元),104,176,292,214,124,458,71,-13,
利润总额(万元),3538,7614,6168,7974,3888,7678,7232,5389,
净利润(万元),2511,5855,5307,6745,3345,6717,6358,4833,
净利润(扣除非经常性损益后)(万元),2421,5706,5068,6570,3245,6285,6175,4700,
经营活动产生的现金流量净额(万元),87,7192,3005,6790,2204,5486,3930,2799,
现金及现金等价物净增加额(万元),-2838,-854,-4781,877,1073,2994,4475,2228,
总资产(万元),63067,66318,56559,48690,46724,40996,32305,25839,
流动资产(万元),33619,36835,32764,37285,37225,32241,26567,18196,
总负债(万元),17578,22193,17195,12839,14272,11889,12256,12795,
流动负债(万元),17014,21605,16867,12839,14272,11889,12256,12795,
股东权益不含少数股东权益(万元),45490,44125,39364,35852,32452,29107,20049,13045,
净资产收益率加权(%),5.58,14.06,14.23,20.77,10.87,26.49,38.55,45.47,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
