报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.47,0.33,0.13,0.61,0.44,0.31,0.16,0.72,0.52,0.38,0.17,0.65,0.45,0.33,0.24,0.97,0.74,0.59,0.22,0.89,0.32,0.6,0.26,
每股净资产(元),3.25,3.12,3.59,3.33,3.13,3.17,4.98,4.82,4.69,4.54,5.69,5.54,5.33,5.21,9.32,9.09,8.85,4.55,4.42,4.15,--,3.66,0.96,
每股经营活动产生的现金流量净额(元),0.29,0.29,-0.24,0.57,0.29,0.18,-0.14,0.63,0.1,-0.06,-0.42,0.28,-0.3,-0.55,-1.37,0.4,0.18,-0.15,-0.29,1.12,-0.59,0.22,-0.28,
主营业务收入(万元),130789,81323,32892,133510,99753,62523,25277,101547,73810,46239,18657,70642,50835,31605,12595,48247,34331,21608,8663,34327,6207,26325,17829,
主营业务利润(万元),45628,29478,11139,48484,36289,23369,8983,37475,27351,17541,6588,25040,17348,11246,4365,16599,11436,7679,3006,12157,2280,9061,4795,
营业利润(万元),14595,9859,2766,15022,11686,8117,2331,10823,7827,5566,1623,7160,4810,3564,1238,4642,3183,2428,952,3386,803,1927,697,
投资收益(万元),1713,916,469,259,-152,-94,-47,-117,-46,-20,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),493,433,248,209,-14,103,96,342,159,149,97,166,178,143,134,256,283,177,93,400,1,69,-50,
利润总额(万元),15088,10291,3014,15231,11672,8221,2427,11165,7986,5715,1721,7326,4988,3707,1372,4899,3466,2605,1045,3786,804,1996,647,
净利润(万元),12496,8895,2668,12458,8888,6259,1894,8609,6179,4535,1536,6019,4175,3070,1211,4221,3044,2262,943,3241,698,1717,659,
净利润(扣除非经常性损益后)(万元),--,8495,--,11724,--,6114,--,8297,--,4379,--,5833,--,2959,--,4040,--,2154,850,3016,697,1661,700,
经营活动产生的现金流量净额(万元),7861,7903,-4943,11795,5944,3744,-1681,7544,1180,-776,-3818,2566,-2735,-5085,-6987,2020,911,-583,-1123,4123,-1096,406,-367,
现金及现金等价物净增加额(万元),-10025,-6906,-16728,3547,-11237,-4841,-8067,-562,-976,-1191,219,12488,215,12933,-3106,6899,25595,-425,-1395,2588,-289,4528,17,
总资产(万元),209978,162710,133977,110871,90190,90363,77518,81149,81720,79699,73162,70615,67045,67241,60645,60069,56175,29031,24204,23425,--,17869,11082,
流动资产(万元),111310,88268,68101,80099,64111,68332,57740,63132,65100,65185,59114,57358,56760,60778,55280,54802,51158,24308,20006,19245,--,14661,8400,
总负债(万元),110280,75402,57254,40686,25161,22755,16657,22168,23597,23228,19033,17883,16241,17917,11806,12366,9701,10339,7291,7433,--,6837,8296,
流动负债(万元),100736,74240,56379,39976,24505,22250,16149,21624,23109,22777,18624,17441,15802,17435,11308,11858,9592,10068,7052,7207,--,6521,8184,
股东权益不含少数股东权益(万元),87760,84247,73897,68389,64251,65210,59569,57666,56100,54331,52339,50913,49069,47964,47638,46427,45248,17439,16226,15169,--,10541,2427,
净资产收益率加权(%),15.86,12.05,3.77,19.57,14.16,10.24,3.46,15.74,11.55,8.57,2.97,12.4,8.61,6.4,2.58,14.79,13.41,13.88,--,25.91,--,24.48,31.85,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
