报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.08,0.08,--,0.21,--,0.09,--,0.2,--,0.09,--,0.17,--,0.09,0.22,0.14,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),263056,170422,75436,346407,264774,169476,78984,291289,216735,132276,65552,258335,199040,129552,233127,200845,136092,
主营业务利润(万元),44155,27377,13727,63718,47677,28713,11531,54483,40326,23442,10776,47767,35551,22193,40945,32861,16813,
营业利润(万元),6618,4832,1507,13671,10862,6838,2166,15041,11510,6811,3215,13204,12137,7970,12990,9395,3114,
投资收益(万元),20,--,--,--,--,--,--,--,--,--,--,--,19,--,--,--,--,
营业外收支净额(万元),2236,2102,1539,2115,793,369,118,1226,601,453,249,1291,553,283,1155,662,747,
利润总额(万元),8854,6935,3046,15787,11655,7207,2284,16267,12111,7264,3464,14495,12690,8252,14145,10057,3861,
净利润(万元),6317,5151,2251,12862,9359,5748,1652,12761,9487,5886,2807,10730,8769,5601,11156,7075,1766,
净利润(扣除非经常性损益后)(万元),4629,3574,--,11194,--,5440,--,12000,--,5786,--,10558,--,5109,10349,4943,596,
经营活动产生的现金流量净额(万元),39096,17695,6681,32116,23385,13587,1953,60611,48841,42549,20422,5680,-4952,-23731,1295,9969,23443,
现金及现金等价物净增加额(万元),8097,61731,-4105,12001,21108,7956,51387,-838,-6716,4578,-1438,18701,21996,15743,-1731,1015,-2236,
总资产(万元),518436,556319,485553,483119,491783,456303,476444,399214,413191,410688,368953,390855,367301,357857,301903,224820,195332,
流动资产(万元),241427,281716,211571,205949,222909,196215,228509,165402,177611,173375,170612,170782,180056,173717,150633,112783,90581,
总负债(万元),306975,345540,336407,331827,340187,308179,327858,258330,272246,273605,241433,244801,218831,213227,186038,126017,112298,
流动负债(万元),280134,320056,308853,304501,322612,290187,303474,233853,239884,240781,218753,219070,205277,199280,180448,122483,108811,
股东权益不含少数股东权益(万元),197687,196526,134980,136666,132959,129279,130205,127359,127316,123699,120401,132671,126763,123273,95401,80810,70864,
净资产收益率加权(%),4.04,3.76,--,9.82,--,--,--,9.18,--,4.34,--,8.48,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
