报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.1,0.09,0.04,0.13,0.09,-0.01,-0.08,--,0.12,0.07,0.02,0.07,0.05,0.05,0.03,0.19,0.14,0.08,0.03,0.29,0.2,0.14,0.09,0.29,0.19,0.12,0.05,0.36,0.24,0.15,0.08,0.81,0.61,0.53,0.43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3,3,3.1,3.08,3.04,3.03,3.18,3.17,2.91,2.85,4.21,4.13,4.03,3.96,3.98,3.94,3.81,3.72,4.05,3.96,3.91,3.77,4.07,3.53,3.42,3.33,4.03,3.91,3.79,3.69,3.73,3.63,3.51,3.43,3.49,3.42,3.29,3.22,3.19,3.12,3.17,3.13,3.11,3.1,3.24,3.18,3.1,3.02,2.95,3.42,2.31,1.97,1.8,2.98,2.77,2.52,2.48,2.3,2.2,2.57,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.01,0.05,0.02,0.13,0.03,0.06,0.01,0.09,0.25,0.15,0.21,0.56,0.28,0.23,0.04,0.38,0.25,0.11,0.02,-0.08,0.08,0.01,-0.04,0.81,0,--,0,0.24,0,0,0,0.78,0,0,0,1.16,0,0,0,0.35,0,-0.04,--,0.28,0.54,-0.6,0.2,0.68,--,0.59,-0.12,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),1121305,719911,407420,1644416,1199884,768998,412797,1503953,1106112,742941,370111,1639952,1238028,842309,403869,1863038,1425679,946255,498418,2077154,1614504,1026455,526088,1340531,869053,474757,197440,1394728,1094602,721840,394039,1309324,908828,601286,325873,1029672,726581,448977,222144,805922,609390,407504,193585,692129,485618,317428,180576,785976,563065,377316,193468,617891,372925,238980,115302,391869,150266,386411,159789,325455,170819,282163,105000,176981,91811,161938,104329,159877,57848,70134,31871,64334,60864,830,924,
主营业务利润(万元),43388,26966,16319,50769,34206,24301,7947,33754,22767,11718,5499,40271,23278,19831,9030,49758,37521,23155,10376,49900,38328,25606,12828,48478,31714,18226,7210,41433,28608,19186,10191,27526,18940,12203,--,38401,30423,21157,10489,43485,33722,20626,10020,41776,30468,19021,10601,62578,37601,24613,15083,43748,24771,15856,6809,23869,12872,42915,17331,59805,35964,63847,24756,30015,17844,31984,20118,12851,4131,5420,2767,4426,6360,73,53,
营业利润(万元),17179,16246,6340,25975,17472,-408,-12174,24442,16124,7214,3316,5329,3110,5673,3651,25246,20067,11788,4546,41752,29905,20785,8764,30554,18872,10788,4638,29601,23228,14517,7519,81880,60515,52928,43994,28079,22498,15985,7687,30613,21903,14384,7102,28211,17291,8109,4832,35766,19492,12975,8865,19677,4108,1041,847,-2496,2651,16553,6280,34646,24154,49098,19854,31553,0,32839,0,13494,0,5943,0,5021,6360,0,0,
投资收益(万元),686,871,3,9003,4917,-623,-37,4840,1551,1307,1380,1901,1416,1197,793,5479,2474,1862,839,21234,8667,5842,1957,1509,2578,2040,218,6702,6636,4821,2195,71346,51147,47717,42245,10153,6616,4050,1629,5537,4010,2452,1124,-261,-572,1592,1164,2785,-1369,-1883,-410,-9334,1357,1297,230,1077,3015,243,86,-687,674,-3042,-1235,693,-186,238,0,160,0,0,0,0,0,0,0,
营业外收支净额(万元),1059,575,452,1183,1147,981,470,568,332,249,289,516,1485,-5,-20,1010,715,137,130,-1780,639,436,317,485,70,79,54,1419,--,--,--,210,--,--,--,-2037,0,--,0,-801,0,0,0,-2453,-210,0,0,-10259,-3283,0,-2163,-1463,109,147,0,-37,0,83,0,-66,0,0,0,0,-104,0,-1990,-488,0,0,0,0,0,--,--,
利润总额(万元),18239,16822,6792,27158,18619,573,-11704,25009,16456,7463,3605,5845,4595,5668,3631,26256,20782,11926,4676,39972,30543,21220,9080,31039,18942,10867,4692,31020,23232,14441,7524,82090,60571,52983,44058,36274,27599,18533,9267,35366,25323,16570,7957,25507,16516,9471,5914,28465,14845,8791,6292,8880,5574,2485,1051,-1456,5722,16879,6375,33893,25499,45232,18057,32270,18109,30652,18496,13152,4016,5774,2764,4952,6309,93,23,
净利润(万元),14033,13861,5184,17568,13716,-867,-11567,22993,15167,8750,3253,9356,7117,6616,4566,25151,18453,10689,4324,38426,26315,18008,7547,25862,16593,10240,4034,31648,20982,13312,7058,70920,53428,46475,37809,34119,25483,16975,8449,31535,22852,15039,7002,22765,13899,7985,5191,22278,12298,7147,5224,6073,5676,2665,1182,-914,4425,15087,5938,31312,23543,45233,18057,31891,16298,27537,16611,11835,3413,5340,2557,4580,5766,13,33,
