报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
净利润(扣除非经常性损益后)(万元),-3841,-2964,-1491,188,110,436,-822,598,505,655,-872,3525,--,2185,--,4953,--,2117,--,3845,--,1918,--,3045,--,1873,0,3368,0,1750,0,3325,0,1776,--,3083,0,1450,0,2620,0,1336,0,0,0,
经营活动产生的现金流量净额(万元),3795,-2190,-3231,-2582,-279,-2101,-1719,-2925,-6799,-8843,-6248,2468,-1737,-2524,-3850,5503,-1889,-324,-4515,4080,-32,-343,-2573,1976,-37,-2212,-2892,1992,-2811,-2399,-2878,1006,-963,-1448,-2146,2712,574,-662,-769,2321,1207,473,1894,0,0,
现金及现金等价物净增加额(万元),-6818,-8563,-3046,292,8303,315,2356,-11646,-11438,-12087,-7473,18369,17814,22167,32956,1323,-1902,235,-4373,1389,-1591,-767,-2381,-7955,-620,-2497,-3051,-758,-4397,-3710,-3300,-1084,-2179,-2251,-1982,-125,-1899,-2491,-1097,12692,12309,12237,23,0,0,
总资产(万元),231366,228569,227669,229020,231992,218295,213123,204932,204325,199439,198473,188844,157865,158265,161468,118603,110086,99778,92427,86365,84679,81288,74122,71461,77709,47408,43423,44817,42121,40663,38687,39280,37876,36998,34956,35506,35354,33082,33099,32963,33185,31521,16977,13480,12943,
流动资产(万元),100165,99296,102316,104987,130473,120489,117387,108839,119794,119456,121481,114674,98640,99388,105952,62763,65622,55294,53773,47325,47465,44923,38795,36510,44344,34324,30314,31103,28729,27297,25475,26431,25805,25768,24042,24844,24616,23012,23413,23621,25797,24145,9935,9521,10341,
总负债(万元),94385,93267,91046,91218,94661,104126,106542,97949,100743,96599,96298,86866,57945,59775,63073,58305,52879,43845,36949,31737,31581,29262,22498,20594,27304,9627,6875,8903,6970,6381,4693,5987,5261,5451,3808,5775,6295,5017,5048,5564,6287,5307,6866,5487,6791,
流动负债(万元),73504,65758,61698,63964,58044,74309,73788,65101,63887,50612,56949,55051,35106,35849,40894,38725,28746,25800,21977,17775,18302,18116,13530,12139,18692,8940,6228,8276,6395,5866,4178,5459,4717,4859,3358,5325,5834,4556,4587,5103,5856,4916,4475,4938,4310,
股东权益不含少数股东权益(万元),136187,134494,135812,136968,136318,113126,105541,105939,102581,101853,101198,100993,98942,97533,97452,59359,56272,55043,54609,53743,52282,51207,50815,50040,49599,36965,35731,35089,34332,33462,33410,32691,32020,30950,30647,29731,29059,28066,28051,27400,26898,26214,10111,7994,6152,
净资产收益率加权(%),-2.39,-1.83,-0.88,1.5,1,1.35,-0.42,3.73,2.88,2.18,0.16,7.25,5.03,3.83,2.59,11.31,7.12,4.97,1.6,9.22,6.43,4.39,1.54,8.13,--,5.09,0,9.8,0,5.13,0,11.33,0,5.86,--,10.95,0,5.2,0,13,0,9.96,23,26,29,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
