报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),-0.1,-0.07,-0.04,0.06,0.04,0.05,-0.02,0.14,0.11,0.08,0.01,0.24,0.16,0.12,0.13,0.59,0.37,0.25,0.08,0.44,0.31,0.21,0.07,0.37,0.29,0.19,0.07,0.35,0.27,0.18,0.07,0.36,0.29,0.18,0.09,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.55,3.5,7,5.49,5.21,5.09,5.05,4.97,4.84,4.74,4.7,4.63,4.59,3.79,3.66,3.6,3.52,3.43,3.43,3.35,3.28,3.17,3.93,3.81,3.73,3.6,4.32,4.22,4.14,4.03,2.53,2,1.54,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.06,-0.09,-0.28,0.51,-0.17,-0.03,-0.42,0.38,-0,-0.03,-0.24,0.18,-0,-0.23,-0.3,0.2,-0.29,-0.25,-0.3,0.1,-0.1,-0.15,-0.28,0.35,0,0,0,0.36,0,0,0.47,0.4,0.24,
主营业务收入(万元),31391,18899,7062,51263,36725,26797,10082,65111,46675,31733,13266,66086,44500,30878,15382,61616,42817,29330,13784,52171,36354,23164,8768,36233,27041,16548,6812,28117,21985,14114,5154,22469,16753,10246,4330,19216,13857,8771,4330,16623,11918,7843,12767,10589,8446,
主营业务利润(万元),5420,2897,1134,13251,8735,7152,2325,14359,10563,7174,2143,15232,11076,7544,3836,14065,9579,6348,3065,11682,8332,5537,2026,9690,7422,4177,1848,8256,6330,3976,1752,7148,5379,3394,--,6697,4704,3020,1255,5519,3888,2596,3937,3348,2923,
营业利润(万元),-3867,-3105,-1517,592,324,677,-877,478,610,608,-1198,4322,3168,2258,992,5960,3668,2409,978,4652,3607,2353,558,4088,3388,2210,757,3845,3277,2113,731,3461,2811,1755,715,3090,2441,1451,655,2623,2020,1339,2108,1845,1534,
投资收益(万元),-108,-115,-93,86,-6,-66,-84,87,3,-1,-71,98,29,7,-42,103,54,50,8,133,78,48,42,95,48,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,17,
营业外收支净额(万元),705,580,293,1633,1219,1010,446,4169,2979,2037,1352,3687,1779,1066,758,1649,946,763,84,1143,443,388,364,805,233,4,-0,7,--,-6,-1,--,--,--,--,32,0,0,0,-19,0,0,9,-3,0,
利润总额(万元),-3162,-2524,-1224,2225,1543,1687,-431,4647,3588,2645,154,8009,4947,3323,1750,7608,4613,3171,1062,5795,4051,2741,922,4892,3620,2214,756,3853,3271,2107,730,3485,2845,1776,715,3122,2449,1456,661,2605,2003,1320,2117,1842,1553,
净利润(万元),-3253,-2483,-1198,1757,1112,1434,-443,3809,2940,2226,167,6478,4297,3032,1558,6354,3967,2738,866,4784,3323,2248,775,3990,3123,1876,642,3373,2616,1746,715,3539,2868,1798,715,3122,2449,1456,661,2605,2003,1320,2117,1842,1553,
