报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.06,0.04,0.02,-1.04,-1.08,0.03,0.03,0.11,0.1,0.05,0.06,0.33,0.26,0.17,0.09,0.32,0.24,0.16,0.16,0.05,-0.03,-0,0,0.01,0.01,0.02,0.01,0.09,0.08,0.06,0.05,0.16,0.12,0.09,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,2,--,--,--,3.84,--,3.76,3.71,2.81,2.72,2.65,2.57,4.96,4.8,1.46,1.49,1.49,1.49,1.5,1.5,1.55,1.54,1.52,1.5,0,2.89,2.85,2.86,4.27,4.17,4.09,4.04,4.15,4.07,4.01,3.93,4.23,4.13,4.06,3.98,3.99,3.92,3.88,3.81,3.73,1.84,0,1.63,1.43,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.11,--,--,--,-0.9,--,-1.2,-1.64,-0.48,1.56,1.58,1.28,0.53,0.05,-0.06,--,--,0.02,--,--,-0,0.1,0.04,0.03,0,0.25,0.17,0.11,0.03,0.22,0,--,0,0.6,0,0,0,0.56,0,0,0,0.24,0,0,0,0.74,0,0,0,
主营业务收入(万元),311832,217461,113708,2154079,2103515,1403866,715564,3414515,2288799,1479215,573308,3239071,2326430,1545608,679043,3005541,2049322,1327442,543644,404956,10242,7153,3546,12589,9406,6627,3519,17899,13850,9334,4248,15923,12065,8020,4083,15559,11678,7919,3802,16663,12433,8459,4346,14932,11235,7220,3355,11969,8970,5823,2698,10439,5072,8059,7520,
主营业务利润(万元),33868,21693,9375,87228,74711,57571,26035,129511,99337,62104,29048,138007,95615,59884,28866,124521,88320,58351,26192,16843,2383,2102,1109,3866,3113,2383,1513,7659,6267,4461,1976,7376,5546,3843,--,8251,6206,4347,2048,9367,7167,4917,2552,8119,6294,4020,1813,6142,4685,3070,1400,5411,2761,3822,3628,
营业利润(万元),16589,10492,4561,-229706,-237093,9845,8504,34604,30221,18627,9300,49169,42392,26207,12893,46018,35229,23990,11820,2387,-908,-76,86,388,653,823,743,4414,3782,2614,1152,4160,3037,2359,1322,6016,4070,3028,1369,6425,5030,3583,1851,5252,4120,2579,1237,4156,3269,2041,867,3596,1909,2567,2294,
投资收益(万元),1240,1207,752,871226,671440,591,388,-110,74,18,-144,242,209,196,6,560,454,242,108,440,325,236,106,384,276,121,72,360,235,17,7,75,21,11,7,-45,24,15,-2,-3,9,-20,-14,-77,-42,-37,0,-32,0,0,0,0,0,0,0,
营业外收支净额(万元),7871,5149,2011,-32754,-34980,2747,928,1590,1384,292,49,639,422,65,148,876,515,115,42,989,54,114,134,-22,0,-22,-0,-165,--,-102,--,--,--,27,--,-21,0,--,0,-70,0,0,0,-121,0,0,0,-63,0,0,0,0,0,0,0,
利润总额(万元),24461,15641,6572,-262459,-272074,12592,9432,36194,31605,18919,9348,49808,42814,26273,13041,46895,35744,24105,11862,3376,-854,39,220,366,654,800,743,4249,3652,2512,1178,4134,3064,2386,1322,5950,4093,3043,1368,6352,4948,3509,1837,5053,3994,2538,1238,4061,3261,2035,867,3312,1908,2568,2294,
净利润(万元),18377,11701,4935,-273845,-274978,8479,7055,26528,24191,12971,7005,38492,30658,18758,9366,33114,25389,17225,8437,1912,-976,-62,71,354,530,536,467,3334,2962,1982,915,2813,2170,1689,951,3685,2744,2039,913,3981,3313,2339,1222,4317,3424,2451,829,2811,2288,1466,581,2608,1534,2568,1530,
净利润(扣除非经常性损益后)(万元),11987,7586,3087,-238901,-241493,6426,6359,25292,22674,12752,--,40470,--,18708,--,32275,--,17020,--,973,--,-147,--,370,--,553,0,3462,0,2058,0,2790,0,1662,--,3679,0,2037,0,4027,0,2369,0,4399,0,2450,0,2835,0,1472,0,0,1161,0,0,
经营活动产生的现金流量净额(万元),27236,30283,34672,-54432,-46195,-72800,25842,71276,142706,51900,-110132,-312090,-146601,-199830,-50333,163326,165119,134197,27769,2545,-1973,-1190,-1352,769,295,163,-129,3696,1545,989,-66,4433,2972,1878,506,2643,126,418,-688,7062,3749,2252,473,6679,4737,3340,714,2827,1340,875,1417,5418,2728,0,0,
现金及现金等价物净增加额(万元),15822,16660,22907,-437902,-380981,-37922,36146,84894,83985,25981,-1057,75231,97585,69416,8853,180615,163329,140342,54519,132203,-1456,-5885,-2540,2140,-1443,-125,2170,5795,6125,1337,3637,-4264,-4979,-651,-1025,-8277,-7698,-5939,-1529,-2222,-3622,-3551,-174,-2193,-467,1030,417,22912,22012,22425,30177,496,0,0,0,
总资产(万元),668949,708214,713977,732163,743634,2701878,2700677,2467099,2563937,2421115,2294902,2193822,2014566,1932902,1718185,1652798,1521089,1425124,1249465,973553,92320,84242,84759,84475,80203,76606,78090,75235,70531,60674,58985,54442,54699,55150,54103,53171,52102,51564,53592,53432,51542,50334,53667,52675,54085,49489,49143,48402,47742,47077,53151,23272,0,21240,16181,
流动资产(万元),276077,313612,285271,304321,316855,2290084,2286763,2048129,2155222,2009806,1886579,1786325,1743744,1666400,1453486,1396547,1262487,1178179,1002644,723961,22317,15328,17525,17944,14385,15914,18485,16449,18330,12993,14385,9904,9618,14566,14517,15692,17364,17911,23472,23948,22829,22934,26357,25495,27600,28489,28133,27567,26828,26664,--,--,0,0,0,
总负债(万元),296320,342097,354629,377883,390265,2205587,2205658,1979200,2080209,1947679,1822397,1728463,1556861,1480844,1424193,1368437,1243827,1156266,989628,722404,40218,31245,31648,31464,26955,23351,22994,20417,16371,7293,6691,3043,3944,4275,3384,3718,3531,3582,4314,5067,3902,3666,3372,3603,5906,2283,1781,1919,1782,1938,8898,9760,0,9233,5647,
流动负债(万元),138362,184089,196573,219779,192080,2043222,2042135,1814566,1909013,1765716,1634195,1681951,1530381,1449603,1391461,1333293,1214487,1122476,971906,704304,14723,14365,14668,13847,15955,14351,13994,12417,8371,3293,2691,3043,3944,4275,3384,3718,3531,3582,4314,5067,3902,3666,3372,3603,5906,2283,1781,1919,1782,1938,--,--,0,0,0,
股东权益不含少数股东权益(万元),360190,353495,346706,341599,340847,489387,487791,480494,478017,467469,467334,460063,457706,452058,293992,284361,277262,268858,259837,251149,52102,52997,53111,53011,53197,53204,55046,54767,54110,53331,52244,51349,50705,50825,50669,49403,48520,47933,49179,48265,47591,46617,50244,49022,48129,47156,47312,46483,45960,45139,44253,13512,0,12007,10534,
净资产收益率加权(%),5.24,3.37,1.43,-63,-64.52,1.75,1.31,5.65,6.29,2.79,1.51,9.55,8.02,5.6,3.24,12.38,9.6,6.4,3.28,2.73,-1.89,-0.15,0.13,0.66,--,0.99,0,6.28,0,--,0,5.57,0,--,--,7.56,0,4.25,0,8.25,0,5.02,0,8.81,0,5.2,0,0,0,0,0,19.59,0,21.73,20.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
