报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.1,0.07,0.04,0.16,0.12,0.08,0.04,0.17,0.12,0.08,0.04,0.13,0.1,0.07,0.14,0.08,0.2,0.19,0.09,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.14,--,2.07,2.07,1.61,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.09,--,0.28,0.13,-0.11,0.06,0.2,0.57,0.39,
主营业务收入(万元),71412,48593,25508,121626,91614,58336,27190,120739,90702,59226,28551,123049,93638,60618,141892,69327,125137,86848,113059,
主营业务利润(万元),7997,5834,3124,11116,8868,5608,2763,11937,9026,5861,2882,10651,8020,5210,9567,5428,11675,10020,9138,
营业利润(万元),4538,3447,1993,6815,5551,3606,1863,7486,5665,3677,1881,5086,3970,2520,4505,2702,6318,5776,2988,
投资收益(万元),680,544,313,2378,1800,1234,624,1390,0,0,0,0,0,0,--,--,--,--,--,
营业外收支净额(万元),52,-22,1,305,274,170,-0,290,57,51,7,308,219,55,265,120,553,438,-44,
利润总额(万元),4590,3425,1994,7121,5826,3776,1863,7776,5721,3728,1888,5394,4189,2575,4769,2822,6871,6214,2944,
净利润(万元),4054,2882,1679,6272,4910,3174,1568,6731,4810,3129,1565,4774,3609,2278,4226,2416,6130,5722,2587,
净利润(扣除非经常性损益后)(万元),3432,2435,1412,4073,3147,1981,1038,5303,4761,3086,--,4513,--,2232,4001,2325,5660,5329,2588,
经营活动产生的现金流量净额(万元),-5572,-5898,-3742,5932,-2534,-5478,743,4551,-6853,-4852,-3700,13852,11008,5273,-3164,1777,6146,16992,11714,
现金及现金等价物净增加额(万元),25640,23511,-4634,-4607,-11474,-2173,528,-41927,-10189,-5329,-3651,39381,36905,30849,-673,3213,10974,6568,2668,
总资产(万元),129313,131109,137391,145017,144527,136588,135339,134347,132809,137664,134723,137894,136614,136810,114864,102457,88865,74556,58330,
流动资产(万元),116041,118039,125335,132889,132581,124794,123459,122459,120991,125866,122846,125908,124614,124873,102105,88872,77182,60830,42088,
总负债(万元),33652,36634,42219,51524,52396,46193,44470,45048,45430,51965,49147,53883,53770,54103,66415,55821,43072,32690,20707,
流动负债(万元),33650,36631,42215,51520,52391,46187,44464,45041,45422,51957,49137,53873,53760,54093,66404,55821,40688,30232,15315,
股东权益不含少数股东权益(万元),95661,94475,95172,93492,92131,90395,90869,89299,87379,85698,85576,84011,82844,82707,48449,46636,45793,41866,37623,
净资产收益率加权(%),4.27,3.04,1.75,6.85,5.39,3.49,1.74,7.77,5.61,3.67,1.85,6.9,5.6,4.15,8.82,5.14,13.64,14.44,7.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
