报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.68,0.49,0,1.4,1.03,0.74,0.43,2.26,1.7,1.22,0.66,1.7,1.34,1.28,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,5.31,--,5.15,4.34,4.92,4.61,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,-0.49,--,3.05,1.65,2.04,2.19,
主营业务收入(万元),812239,564590,319373,981719,727747,502680,279728,840159,628655,440266,247370,706959,609056,551551,448289,
主营业务利润(万元),343339,242536,138015,389349,289720,202919,112238,323425,241099,169974,96333,258623,214820,181707,172315,
营业利润(万元),221130,159748,86905,240512,180957,127596,72147,189615,141427,99661,57789,148307,117312,95392,104738,
投资收益(万元),5027,3612,--,--,--,--,--,--,--,--,--,--,77,599,1117,
营业外收支净额(万元),737,359,333,8711,8074,7848,6113,7947,6572,6784,139,657,247,1868,926,
利润总额(万元),221867,160107,87238,249223,189031,135444,78260,197562,147999,106445,57928,148964,117559,97260,105664,
净利润(万元),184117,133521,73360,209028,153280,109545,63425,160642,120528,86389,46897,120757,95568,66027,70668,
净利润(扣除非经常性损益后)(万元),180743,130584,73079,200795,146588,103026,58230,154620,115571,81275,46779,120256,95311,64077,68210,
经营活动产生的现金流量净额(万元),64730,13426,-58148,273933,63253,10775,-40358,193019,18312,-34670,-50948,217114,117198,105180,113466,
现金及现金等价物净增加额(万元),-77465,-82980,45103,167136,-34902,-30619,134284,-9105,-159176,-118829,-145697,91922,25190,7149,-37206,
总资产(万元),982217,930606,993760,1100059,840855,789633,783197,672212,475347,489760,--,611020,465163,394642,400591,
流动资产(万元),562262,517275,591731,703261,462652,427275,445501,341101,169734,204769,--,346475,227531,194351,281526,
总负债(万元),175007,175242,297803,351268,148812,142179,144536,280768,124030,112200,--,245128,156606,141717,142797,
流动负债(万元),159137,158887,280961,334873,143469,137849,141216,279154,122102,111191,--,244064,156387,141552,142797,
股东权益不含少数股东权益(万元),807210,755364,695956,748791,691969,647357,638661,391444,351317,377559,--,365893,308557,252926,238475,
净资产收益率加权(%),24,17.68,9.26,33,25,19,11.62,45,--,24,12.87,38,35,29,33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
