报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.13,0.23,0.07,0.36,0.29,0.19,0.08,0.64,0.41,0.17,0.05,0.27,0.17,0.06,0.03,0.19,0.14,0.09,0.05,0.29,0.13,0.12,0.09,0.53,0.44,0.23,0.01,0.16,0.17,0.15,0.01,0.21,0.17,0.15,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,2.72,--,--,--,--,--,2.73,--,2.59,2.49,2.6,2.57,2.53,2.63,2.89,2.84,2.66,2.65,3.21,3.12,3.03,2.82,2.83,2.82,2.83,2.81,2.77,1.63,1.59,3.26,3.12,3.07,2.9,2.86,2.89,2.87,2.86,2.85,3.05,3.02,3,2.89,3.07,3.02,2.98,2.83,1.23,1.15,0,1.1,1.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.16,--,0.48,0.12,-0.01,0.54,0.1,-0.36,-0.19,-0.05,-0.21,-0.22,-0.17,0.57,0.58,0.52,0.03,-0.1,-0.25,-0.2,-0.21,-0.34,-0.57,-0.68,-0.27,0.25,0,0,0,0.08,0,0,0,0.39,0,0,0,0.53,0,0,0,0.41,0,0.28,0,
主营业务收入(万元),267715,221556,113732,680770,512517,306273,122720,655922,480529,287324,130329,582335,408502,242295,109975,513204,390524,249474,108421,419203,285719,194066,97394,371257,270059,166061,55562,391468,316322,204792,51653,298543,220501,132831,46594,142890,70769,29070,10429,50701,37782,26396,10890,62121,50494,32654,14331,61667,47297,29137,10272,46831,22696,40547,37932,
主营业务利润(万元),64491,50074,16115,95671,69982,46009,18917,117715,78777,42115,14188,80420,55133,31303,14002,70181,49838,31555,14877,66162,38689,31255,15340,77818,61374,34054,5980,43116,35242,25541,5659,41645,30854,16880,4783,31606,17305,8940,3442,17854,12281,8763,3784,24940,21054,13543,5579,27744,21741,13236,4399,22205,10741,17816,18140,
营业利润(万元),17325,16305,-510,23102,23126,15917,6411,56751,35142,12268,-135,13727,17210,6441,3626,20053,14905,8592,5231,28722,12715,12205,8086,46517,39949,20356,379,12412,14771,12527,962,19334,15610,7089,869,14477,5086,3454,907,4496,3770,3507,1239,11748,10801,6682,2028,12113,10953,5822,1922,9580,4209,8159,7530,
投资收益(万元),1573,-344,-70,-557,-203,-213,-88,-286,-196,-120,-60,29,176,140,-71,32,-37,-13,58,-230,-215,-174,-66,-260,-203,-190,-53,-208,-155,-101,-53,754,758,342,63,188,-166,-107,-53,-179,-161,-107,-53,-180,-124,-71,-18,0,0,0,0,0,0,0,0,
营业外收支净额(万元),6609,6338,6906,14937,6292,1095,234,15781,6894,6129,4357,13121,-200,-289,-106,-865,-772,-527,-92,282,101,-19,-28,-567,-298,-116,-66,-553,--,--,--,--,--,--,-32,-369,0,0,0,-67,0,0,0,-261,0,0,0,-106,0,0,0,0,0,-44,-8,
利润总额(万元),23934,22643,6397,38039,29418,17012,6646,72532,42036,18397,4222,26848,17011,6152,3520,19188,14133,8066,5139,29004,12816,12186,8058,45950,39651,20240,313,11858,14056,12143,796,18868,15236,6856,837,14296,4749,3217,772,4250,3524,3342,1160,11307,10548,6537,2017,12007,10877,5775,1920,9359,4147,8114,7521,
净利润(万元),21150,18631,5280,29267,23868,15017,6216,52050,33414,14162,3830,21589,13738,5260,2684,15488,11104,6908,4079,23125,10445,9598,6179,35515,29457,15479,551,10531,11485,9760,724,12706,10313,4694,507,9398,4175,2649,611,3374,2929,2751,935,9351,8609,5319,1642,10722,9729,5151,1719,8187,3572,7199,6564,
