报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.11,0.07,0.03,0.19,0.13,0.09,0.05,0.21,0.14,0.09,0.05,0.42,0.37,0.23,0.11,0.34,0.18,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.73,2.53,--,2.29,2.14,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.11,0.03,0.17,-0.13,-0.19,0.32,0.67,0.58,
主营业务收入(万元),18837,11587,6527,30675,21045,13811,8059,32791,23164,14743,6742,39158,30271,18664,8926,31279,22681,25932,19785,19474,
主营业务利润(万元),8976,6069,3082,12944,9385,6144,3169,15771,10459,7009,3248,19908,14572,8682,3874,17690,12283,14643,10801,11065,
营业利润(万元),1852,1365,740,4176,2728,1808,1102,4236,2783,1674,747,8051,6599,3856,1929,5477,3297,6883,4076,5093,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,
营业外收支净额(万元),539,151,0,304,295,275,185,594,486,477,389,475,267,248,65,611,192,458,115,164,
利润总额(万元),2390,1516,740,4480,3023,2083,1287,4830,3269,2151,1136,8526,6866,4105,1994,6088,3489,7341,4191,5257,
净利润(万元),2112,1385,693,3750,2594,1726,919,4166,2750,1831,948,7214,5941,3501,1624,5053,2706,6191,3619,4414,
净利润(扣除非经常性损益后)(万元),1655,1256,693,3491,2343,1492,761,3661,2337,1426,618,6810,--,3253,1568,6497,4569,5762,3801,4425,
经营活动产生的现金流量净额(万元),-6331,-4443,-2223,2691,3012,3246,-496,-3963,-3619,-2845,-2225,599,2264,394,2532,-1964,-2837,2379,5062,4349,
现金及现金等价物净增加额(万元),-12398,-11907,2865,2347,-1814,361,-217,1212,39,1068,932,562,34478,609,2375,-1596,490,675,398,623,
总资产(万元),96827,96386,95650,92590,90868,90752,91971,91053,84881,89376,86252,87595,85077,48412,47220,45712,44446,35351,23898,23489,
流动资产(万元),73264,75424,72001,77604,79147,79186,80711,79600,73691,77986,74620,75730,73464,36980,35686,33822,32479,23626,19784,20116,
总负债(万元),12478,12816,12522,10202,9727,10505,11940,12046,7225,11787,9374,11766,10544,10494,11179,11295,12377,9924,8512,11722,
流动负债(万元),9638,10006,9807,7597,7063,7871,9674,9877,5275,9837,8005,10126,8770,8884,9570,10035,11054,9192,7894,11575,
股东权益不含少数股东权益(万元),84349,83569,83127,82389,81141,80248,80031,79006,77656,77589,76878,75829,74533,37918,36041,34417,32070,25427,15386,11767,
净资产收益率加权(%),2.53,1.67,0.84,4.65,3.23,2.16,1.16,5.35,3.57,2.39,1.24,13.8,13.21,--,4.61,17.21,9.65,34.59,26.66,30.49,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
