报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.35,0.17,-0.01,0.78,0.42,0.19,0.03,1.43,0.8,0.17,0.01,1.18,1.1,0.95,0.54,
每股净资产(元),4.08,3.89,4.79,4.8,4.44,4.21,8.3,4.45,3.82,--,--,4.21,3.03,1.93,1.16,
每股经营活动产生的现金流量净额(元),0.07,-0.09,-0.07,0.65,0.11,-0.05,-0.19,1.51,0.5,0.06,-0.29,0.95,0.53,0.54,0.41,
主营业务收入(万元),14262,8076,1848,20175,12494,7097,2717,18333,11895,6002,2243,14259,13523,10115,4728,
主营业务利润(万元),8528,4819,1127,12074,7317,4107,1516,10429,6799,3326,1068,8622,7838,6116,3422,
营业利润(万元),4073,1836,-383,7220,3943,1751,-53,5615,3490,1401,69,4811,4266,3540,1616,
投资收益(万元),68,--,--,32,4,--,--,--,--,--,--,--,--,2,103,
营业外收支净额(万元),707,415,293,1738,797,536,170,1401,556,277,-4,1059,1171,645,701,
利润总额(万元),4781,2250,-89,8958,4740,2287,117,7016,4045,1678,65,5870,5437,4185,2317,
净利润(万元),4200,2000,-96,7436,3963,1833,121,6009,3340,1448,55,4976,4625,3614,2048,
净利润(扣除非经常性损益后)(万元),--,1983,--,7220,--,1752,--,5852,3271,1396,--,4893,4607,3573,1761,
经营活动产生的现金流量净额(万元),862,-1068,-707,6197,1089,-466,-928,6330,2113,268,-1209,3986,2210,2261,1551,
现金及现金等价物净增加额(万元),-8111,-8981,-5425,13965,13058,16764,19162,337,1914,175,-1236,922,415,2356,-14,
总资产(万元),54638,51510,49210,49943,46946,44367,43378,22187,25029,--,--,19661,17535,11100,5891,
流动资产(万元),32549,31165,31230,34638,34832,35856,38050,17124,20028,--,--,14674,12324,9385,4350,
总负债(万元),5731,4804,3255,3893,4369,3920,3562,3492,9002,--,--,1974,4825,3015,1468,
流动负债(万元),5311,4384,2835,3473,4169,3720,3362,3292,9002,--,--,1974,4825,3015,1400,
股东权益不含少数股东权益(万元),48907,46706,45954,46050,42577,40447,39816,18695,16027,--,--,17686,12710,8085,4423,
净资产收益率加权(%),8.86,4.29,-0.21,18.16,10.23,4.99,0.37,30.91,17.26,7.87,0.31,32.74,44.48,62.34,39.97,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
