报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.17,0.11,0.05,0.22,0.09,0.01,0.02,--,0.04,0.02,0.01,0.05,0.03,0.01,0.02,0.04,0.02,-0.01,-0.03,-0.6,-0.3,-0.13,0.06,0.32,0.2,0.24,0.19,0.72,0.45,0.42,0.17,0.51,0.31,0.25,0.14,--,0.37,--,0.17,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.6,3.59,3.66,3.64,3.62,3.59,3.57,3.6,3.89,4.07,4.26,4.2,4.09,8.27,7.97,7.78,7.52,5.03,5.06,4.89,4.68,4.63,4.75,2.74,--,2.44,--,2.14,1.59,1.29,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.18,0.13,0.06,0.01,-0.04,-0.01,0.02,-0.09,-0.02,-0.04,-0.06,-0.13,-0.06,-0.06,-0.17,0.43,0.13,0.39,0.05,0.15,0.06,0.02,-0.09,0.89,--,0.23,--,0.25,0.65,0.45,
主营业务收入(万元),34143,18755,8352,31531,22705,14974,7137,25560,18710,12360,6121,20961,14890,9621,4907,14903,10758,6890,3204,9092,6024,4564,2903,17220,12194,10720,4716,19654,13932,9065,3605,12945,8184,5874,2666,12268,7476,5497,2547,11133,9142,7473,
主营业务利润(万元),23788,13983,6165,22510,15702,10279,4885,19513,14501,9676,4756,15985,11340,7282,3735,11173,8065,5117,2359,6491,4340,3333,2219,12874,9705,8721,3721,12597,8677,6814,2907,10125,6359,4605,--,9775,5917,4405,2019,8898,7173,5784,
营业利润(万元),6302,3484,1666,2865,1497,441,282,904,606,298,225,602,489,204,279,446,299,-223,-499,-9984,-4983,-2075,1132,4746,3931,4697,1867,6228,3856,3607,1412,4070,2493,2048,1025,3754,2273,1917,1033,3489,2808,1547,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,--,0,0,--,0,--,0,-2,0,
营业外收支净额(万元),606,587,240,790,5,5,--,159,-0,0,--,232,-0,-0,-0,183,43,43,0,247,-1,-1,2,1507,-1,-1,1,--,--,--,--,--,--,--,--,4,-2,0,-0,0,0,0,
利润总额(万元),6908,4070,1905,3655,1502,446,282,1062,606,298,225,835,488,204,279,629,342,-179,-499,-9737,-4985,-2076,1134,6253,3930,4696,1868,6310,3802,3523,1412,4070,2493,2048,1025,3758,2270,1917,1033,3489,2761,1531,
净利润(万元),6139,3828,1905,3655,1501,484,282,1062,606,298,225,834,488,203,279,628,342,-180,-499,-9781,-4985,-2076,950,5237,3311,3991,1575,5364,3229,2973,1195,3542,2117,1739,872,3150,1929,1577,878,2844,2313,1249,
