报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.1,0.11,0.03,0.1,0.13,0.11,0.03,--,0.24,0.21,0.28,0.48,0.2,0.15,0.02,0.11,0.07,0.06,0.01,0.2,0.13,0.08,0.02,0.15,0.11,0.07,0.02,0.04,0.01,0.01,-0.06,-1.63,-0.15,-0.07,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.53,2.25,1.96,1.91,1.78,1.76,1.73,1.72,1.67,1.66,1.58,1.53,1.47,1.45,1.41,1.37,1.32,1.3,1.27,1.27,1.2,1.26,2.51,2.59,2.9,3.02,2.81,2.95,3.11,3.2,3.54,3.54,3.57,3.55,3.56,3.55,3.58,3.55,3.58,3.58,3.57,3.51,3.59,3.58,3.54,3.48,3.56,3.53,3.44,1.82,0.24,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.12,--,0.83,0.22,-0.2,0.6,0.89,0.23,0.23,0.17,0.7,0.18,0.15,1.58,1.08,1.03,0.18,0.16,0.8,0.67,-0.09,-0.4,-0.06,-0.31,-0.33,-1.16,0,0,0,-0.89,0,0,0,0.01,0,0,0,0.02,0,0,0,0.52,0,0.44,--,0.32,--,1.05,1.29,1.91,-0.3,--,--,
主营业务收入(万元),296827,215380,93250,412111,331416,233713,97326,431236,343155,226742,93201,400283,322870,215206,92410,413034,329915,210091,86126,369511,284021,180119,77121,263849,202736,128651,52544,201682,162137,104180,47331,164013,135017,91224,42652,109002,79643,50046,24458,194241,166829,105469,47964,246496,191368,134347,56173,183650,141645,99273,47827,166631,136877,94436,43276,106313,79424,46855,53572,37630,70776,78728,86117,
主营业务利润(万元),71837,53620,23095,96236,75847,53659,21071,92327,74650,50998,21234,81691,68212,46425,19226,74928,59029,38370,15245,71735,52848,34683,14370,62727,49058,30458,11656,38263,30868,20230,8761,31738,23471,16973,--,16096,13439,8095,4023,30266,23773,17009,7915,39861,29657,21776,10398,33764,27716,18978,8356,32669,27479,18951,8417,23070,15874,10883,14125,11432,22510,17191,18222,
营业利润(万元),7489,8319,2572,8274,9949,8931,2367,8755,10233,8246,2047,8255,7839,6228,847,2352,3546,2660,605,7047,4765,2897,1132,5705,4047,2114,408,-706,-1737,-1522,-1972,-55584,-4473,-1763,314,-19581,-14516,-8743,-3172,-8106,956,662,901,1103,1150,921,886,301,1650,1672,1151,3433,4510,3894,2151,4640,4386,3378,94,3199,7622,7109,2642,
投资收益(万元),-97,-36,-0,-187,156,309,-12,627,426,336,58,101,-45,-37,-17,66,-8,-21,-26,1432,570,395,264,23,-34,-36,-1,9394,78,78,78,-16,15,15,4,16080,-41,-103,1,-1418,1025,886,-178,1424,723,745,-67,1792,1103,995,8,348,92,13,95,369,144,27,180,180,180,247,0,
营业外收支净额(万元),1285,875,352,1060,1316,268,52,8723,8449,8126,7935,9528,522,270,126,2693,579,309,162,595,1260,658,-18,469,411,342,397,--,--,--,--,--,-38,131,--,-1601,0,0,0,-111,0,0,0,-81,-45,0,0,-55,84,0,46,-192,-282,-227,0,522,0,0,481,0,122,0,0,
利润总额(万元),8775,9194,2924,9334,11265,9199,2419,17478,18682,16372,9982,17783,8361,6497,972,5046,4125,2969,767,7642,6025,3556,1115,6175,4458,2456,805,1997,307,423,-1947,-55333,-4511,-1633,305,-5089,-14850,-8943,-3215,-9634,1944,1489,675,2445,1833,1558,835,2038,2837,2723,1205,3590,4289,3649,2313,5531,4845,3583,2975,3393,9155,10339,4907,
净利润(万元),7045,7513,2336,7147,9186,7602,1861,15215,16236,14506,9634,16457,6708,5053,683,3709,2441,2104,502,6940,4376,2754,672,5189,3596,2290,661,1304,304,367,-1975,-55613,-5140,-2385,193,974,-12568,-7653,-2773,-7345,1850,1443,621,2390,1915,1588,752,2065,2116,1826,810,3426,3560,3102,1973,4515,4066,3049,2824,2897,5909,7124,3202,
