报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,2005-12-31,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2003-12-31,2002-12-31,2000-12-31,1999-12-31,
总负债(万元),498355900,483447300,423667500,414530300,375866100,372494400,357571100,347626400,343784000,339171800,328714900,308034000,282580700,264979400,250453800,229272000,198482500,198833200,181949938,175767809,172135983,163088226,143236121,127256409,121046383,116054377,104524462,97187678,87862435,87308185,82414954,81243819,82061869,78093883,67830590,60150468,51807923,46230872,0,32583579,32998081,0,25299474,18465837,8187594,4562850,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,0,--,0,--,0,0,--,0,0,0,--,--,--,0,18204566,--,0,--,13981598,6565525,3400790,
股东权益不含少数股东权益(万元),30242400,28802300,27301600,25793400,23399000,22043600,21463600,19976900,19447700,18430400,18127600,16957700,13788700,12972200,12395700,11520900,10686000,10117300,9710075,9199529,8890740,8392149,6170851,5959746,5584779,5309120,5199215,4902205,4668828,4388205,4202008,3889708,3699642,3461615,3312073,1619967,1414031,1278539,0,1065761,1008390,0,606558,499748,371423,355440,
净资产收益率加权(%),15.75,10.77,5.86,21.21,17.54,11.9,6.45,22.39,18.15,12.06,6.26,26.65,20.78,13.81,6.93,24.67,18.87,12.55,5.52,24.64,19.18,13.93,6.59,24.54,18.21,12.01,5.82,26.06,22.07,15.49,0,25.34,0,11.46,--,25.87,12.78,22.25,0,0,20.57,0,25.84,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
