报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),-0.28,-0.12,-0.11,0.47,-0.05,0.01,-0.09,0.57,0.01,0.07,-0.04,0.39,0,0.14,-0.05,0.66,0.11,0.15,-0.05,0.41,0.04,0.03,0.02,0.97,0.58,0.54,0.55,0.85,0.22,0.24,0.31,1.6,1,0.67,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,3.4,--,--,--,3.36,--,--,2.89,3.06,2.71,2.84,3.58,3.62,3.05,3.02,3.05,3.1,2.74,2.72,4.12,4.22,3.43,3.42,4.59,4.51,4,4.43,9.68,10.41,6.15,5.77,6,5.74,5.35,5.24,7.24,6.98,6.75,6.68,8.11,7.97,7.88,7.74,9.45,9.28,9.15,10.75,10.54,10.34,10.66,10.42,10.22,10.02,10.21,1.12,1.03,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.69,--,--,--,0.77,--,--,-0.47,0.51,-0.64,-0.56,-0.47,0.58,-0.55,-0.41,-0.37,0.6,-0.28,-0.31,-0.32,0.65,-0.21,-0.18,-0.27,0.78,-0.01,0.05,-0.12,1.48,0.27,0.16,-0.2,0.95,0,--,0,1.2,0,0,0,0.74,0,--,0,0.87,--,--,0,0.84,0,0.15,--,1.03,0.33,0.64,0,--,
主营业务收入(万元),226967,151494,49457,437424,240573,155448,47921,436269,236950,153950,52994,423521,245664,171537,48148,412216,223691,146254,47111,297883,151750,90877,34510,234701,125583,76609,30536,172563,101884,68545,26808,135685,80305,52649,20595,111326,71177,47824,19642,100076,62795,41638,17002,72587,48653,31135,13644,60157,39584,25461,10679,48822,32564,20490,9084,33348,13335,21289,18514,12874,
主营业务利润(万元),135540,91588,24690,289701,150244,97579,74317,266435,189911,125691,96140,348060,204773,146804,40757,335937,188855,124035,39564,238069,125388,77155,29468,189259,101099,62542,24535,146528,87689,59859,22777,117040,69761,46824,--,97563,62688,42694,17209,87538,55683,37177,15000,64677,43773,28378,12338,54574,36438,23663,9950,43884,29427,18561,8187,30444,12163,19524,16740,11432,
营业利润(万元),-59165,-27196,-22401,29824,-19480,-10322,-17795,31334,-14117,-1394,-14306,15656,-16002,7228,-13559,31006,2608,6622,-8962,11314,-9411,-4856,-3044,47923,27600,28888,25330,24987,-2269,1191,-1227,27626,17600,11717,2503,6593,2117,3432,74,4707,2593,3264,67,3415,3288,2743,1215,5154,3929,3262,1252,5829,3625,2822,1537,5011,2145,2633,4226,2635,
投资收益(万元),782,690,177,2544,-349,17,-625,8302,6048,6079,17,560,-877,-611,-141,768,-832,-799,-110,897,-183,-147,-164,24398,23051,22957,26615,20435,4290,5042,973,10821,5620,427,21,3544,4084,2008,2589,-47,-862,-1240,-100,-1158,-499,-365,-357,-1096,-621,-511,-107,647,723,-181,-107,-109,-42,-61,7,0,
营业外收支净额(万元),23424,16972,10407,31358,18330,15476,9823,33372,21289,14590,11546,28447,22573,12048,9939,29585,8779,8121,5487,23454,14785,9679,5079,19502,10169,6437,4015,21819,--,12177,9212,11153,--,5014,--,69,0,60,0,-48,0,0,0,-67,0,-24,0,-32,-11,-9,0,-28,-5,7,0,-111,0,0,0,0,
利润总额(万元),-35741,-10224,-11994,61182,-1151,5153,-7971,64706,7172,13196,-2759,44103,6571,19275,-3620,60591,11388,14743,-3475,34768,5373,4823,2035,67424,37769,35325,29345,46806,13295,13368,7985,38780,25125,16731,5290,18956,12600,9624,4854,11838,6901,5487,1782,7884,6975,5130,2323,9003,7038,4843,2121,10345,7060,4430,2188,7924,3242,4688,4337,2634,
净利润(万元),-39475,-16867,-13034,55025,-5556,1127,-9085,54790,655,6937,-3988,37960,318,13462,-4171,53678,9019,12199,-3738,33203,3525,2650,1214,59370,34876,32823,25871,39543,10302,11226,7201,36045,22491,14992,5010,17339,11201,8638,4675,9884,6460,5252,2123,6944,6426,4561,2048,7491,6380,4139,1975,9161,6350,4012,1930,7040,2914,4004,3507,2192,
