报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.12,0.05,0.01,0.09,0.06,0.03,-0,0.05,0.04,0.01,0,0.07,0.05,0.02,-0.01,0.14,0.17,0.11,0.04,0.18,0.13,0.07,0.02,0.12,0.1,0.05,-0.03,0.15,0.15,0.11,0.03,0.3,0.23,0.15,0.03,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.59,1.57,3.16,3.17,3.2,2.49,2.41,2.38,2.32,2.27,2.27,2.25,2.22,2.17,2.19,2.22,2.23,2.18,3.15,3.11,3.04,2.97,3.14,3.1,3.03,2.97,2.97,2.94,2.87,2.83,1.93,1.59,1.37,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.18,0.1,-0.03,0.44,0.22,0.2,0.11,0.01,-0.25,-0.13,-0.09,0.77,0.64,0.39,0.1,0.34,0.13,0.11,-0.28,0.79,0.39,0.4,0.01,-0.72,0,0,0,0.07,0,0,0,0,0,
主营业务收入(万元),114398,68371,24785,141200,102096,61351,21910,124287,88514,53085,19994,112018,80617,49335,18317,115777,84565,56524,22916,108095,77882,49605,18506,88485,62696,36935,13413,94760,73913,44979,16382,102557,76286,45802,17049,80438,58815,38191,15105,66064,47155,31758,56948,47854,44624,
主营业务利润(万元),18819,11152,4003,22011,15948,9673,3510,18325,13629,7924,2852,17873,13695,8601,2713,17658,13238,8558,3013,15413,11172,7149,2359,11630,8145,4584,1393,14098,11106,7164,2465,14426,10301,6546,--,10891,7687,4707,1664,7507,5241,3693,6191,5441,4463,
营业利润(万元),6205,2923,492,4113,3101,1187,-287,2537,2105,760,-94,3077,2183,1297,-101,1731,2655,1651,204,3642,2574,1662,359,820,454,-734,-701,2832,3665,2727,597,4970,3782,2585,555,4942,3506,2348,593,4022,2767,2012,3611,3416,3187,
投资收益(万元),559,320,132,151,49,-6,-17,-155,-156,-104,-52,-209,-156,-104,-52,-209,-156,-104,-52,-209,-156,-104,0,-344,-249,-249,--,-209,--,--,--,-213,0,--,0,-145,-108,-55,-27,-9,0,0,0,0,0,
营业外收支净额(万元),494,150,84,1098,693,564,240,703,386,370,192,1101,892,165,30,1714,1255,899,646,830,469,83,48,1628,1525,1536,-6,769,--,-66,--,--,--,--,--,-96,0,0,-14,69,0,0,105,112,0,
利润总额(万元),6698,3073,576,5210,3795,1751,-48,3241,2491,1130,98,4178,3075,1462,-71,3445,3910,2550,850,4472,3043,1745,408,2448,1979,802,-708,3601,3907,2660,579,5233,3852,2592,576,4721,3373,2293,551,4116,2823,2033,3738,3579,3193,
净利润(万元),5719,2609,479,4279,3077,1395,-158,2317,1726,667,29,3268,2397,1150,-151,2765,3161,2020,661,3269,2290,1326,312,2215,1746,846,-498,2654,2821,1938,409,3682,2741,1864,386,3187,2299,1538,348,3019,2055,1491,2741,2555,2160,
净利润(扣除非经常性损益后)(万元),4700,2036,327,3613,2845,1474,206,1710,1473,463,-80,2566,--,1065,--,1875,--,1716,--,2582,--,1317,0,861,0,-270,0,2569,0,1975,--,3581,0,1860,--,3240,0,1538,0,2937,0,1477,0,0,0,
经营活动产生的现金流量净额(万元),11230,6884,-3746,10119,3936,1855,-3770,9379,3376,1018,-1331,10726,8347,4877,-811,10227,5274,3620,2060,274,-4566,-2453,-1570,14076,11634,7169,1784,6173,2427,2092,-3427,9612,4712,4832,164,-8796,15978,7113,-780,900,-1641,294,3337,0,0,
现金及现金等价物净增加额(万元),-8331,-3099,-567,909,1693,388,674,864,216,-219,-589,1177,-1281,-1688,-278,6251,11820,2818,1423,-3325,-3668,-1160,-262,2222,-1789,4092,6691,-7045,-6730,-3512,-7306,3647,657,3449,-1439,-3404,-2622,-2847,-3754,9083,9729,18030,2812,0,0,
总资产(万元),111192,106111,102837,108740,105259,101770,97042,97768,96340,94684,94421,94672,93768,93358,96948,97043,102021,90633,88481,87810,89115,90066,88395,85597,87750,91207,102045,99807,98580,102902,90223,87956,85986,90866,88155,82382,73492,69729,65872,65612,59552,63050,41418,35526,36802,
流动资产(万元),79496,73945,72025,77799,74044,69977,65159,65530,64855,62571,60946,60527,60682,60745,63786,63554,69224,57143,54713,53104,55057,54681,52354,49144,53489,56423,63144,60367,60980,66341,57454,58266,60097,64950,62135,54340,46686,43438,40663,39713,43800,47160,24926,17942,17986,
总负债(万元),23564,21703,19928,26353,21456,19805,15312,18711,17821,17233,16202,16444,16273,17183,20216,20069,24412,42698,41800,41915,44317,46315,44597,42086,44734,49201,57275,54277,52679,58048,49412,47580,46781,52554,47541,42259,34290,30375,26354,26461,22308,26300,23906,21058,22846,
流动负债(万元),20265,18502,16168,22602,19819,18109,13662,17077,16246,15713,14689,14994,14875,15854,18925,18776,23113,42253,41341,41401,43867,45873,44164,41648,44332,48798,56708,53795,52588,57958,49372,47540,46745,52518,47505,42259,34290,30375,26354,26461,22308,26300,23906,21058,22846,
股东权益不含少数股东权益(万元),85129,81924,80385,79864,81302,79491,79275,76601,76022,74973,75769,75742,74883,73633,74206,74426,75150,45493,44149,43495,42525,41561,41461,41150,40691,39792,40147,40646,40812,39930,38401,37992,37051,36174,38356,37879,36990,36228,36258,35910,35061,34490,15432,12690,10933,
净资产收益率加权(%),6.92,3.21,0.6,5.34,3.89,1.77,-0.2,3.05,2.27,0.88,0.04,4.36,3.2,1.54,-0.2,4.62,6.25,4.54,1.51,7.74,5.47,3.18,0.75,5.43,0,2.1,0,6.75,0,4.97,--,9.25,0,5.02,--,8.66,0,4.22,0,10.63,0,6.85,19.49,22.13,21.93,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
