报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.3,0.17,0.04,0.29,0.28,0.16,0.04,0.29,0.26,0.15,0.04,0.33,0.24,0.14,0.09,0.81,0.53,0.31,0.09,0.62,0.35,0.24,0.21,0.77,0.34,0.22,0.05,0.71,0.67,0.57,0.21,0.92,0.63,0.46,--,0.32,0.16,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.16,3.16,6.27,6.19,5.94,3.83,3.62,3.53,3.26,3.15,6.13,5.92,5.49,5.36,5.42,5.37,7.18,7.12,6.77,3.26,0,2.81,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.16,0.4,0.62,0.18,0.22,0.29,0.95,0.34,0.58,0.59,0.09,-0.57,-0.91,-0.58,0.06,-1.39,-1.38,-1.07,-1.21,0.73,0,0.13,1.16,-0.31,0.53,
主营业务收入(万元),109506,65977,26733,160738,111762,69961,24038,148777,103488,64074,29284,177307,117119,67610,30601,146737,88223,51629,18664,116889,78798,47752,24281,85796,50620,29935,10114,63597,41423,29633,10305,43143,29425,20385,23373,10672,4095,
主营业务利润(万元),23484,13491,4894,29475,22105,13016,3887,31696,21722,12944,5075,33759,20282,11477,4216,29793,17133,9326,2813,19758,11654,6606,2781,12113,5987,3472,1291,10508,6786,4676,1593,6160,4440,3249,3977,1985,1010,
营业利润(万元),13736,7742,1856,13703,13102,7576,1807,13733,12249,7318,1981,15845,11443,6697,2089,16514,10705,6018,1725,12051,6733,4477,1822,7018,2955,1789,501,6486,4213,3449,1237,4779,3283,2413,2759,1404,614,
投资收益(万元),58,58,58,--,--,--,--,--,--,--,--,--,-0,-0,--,24,238,238,238,128,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,
营业外收支净额(万元),159,39,29,40,64,39,19,68,58,38,20,61,28,22,10,1708,30,20,10,189,220,216,216,561,353,319,10,276,--,--,--,0,--,-1,0,-136,19,
利润总额(万元),13895,7780,1885,13743,13166,7615,1826,13801,12307,7356,2000,15906,11472,6719,2099,18222,10735,6038,1735,12239,6953,4693,2038,7579,3308,2108,511,6761,4412,3643,1214,4769,3279,2412,2521,1268,632,
净利润(万元),13868,7732,1884,13492,12915,7442,1810,13343,11911,7062,1934,15128,11324,6727,2099,17076,10735,6038,1735,12235,6953,4693,2038,7578,3308,2108,511,6761,4412,3643,1214,4769,3279,2412,2425,1268,632,
净利润(扣除非经常性损益后)(万元),13709,7703,1855,13458,12851,7402,1791,13288,11852,7024,1914,15067,--,6705,--,14934,--,6018,--,12046,--,4477,--,7018,--,1789,0,6486,0,3449,--,4779,0,2413,2663,1404,614,
经营活动产生的现金流量净额(万元),20346,23270,6797,-4337,4911,11709,1459,20744,21428,27888,1578,25514,7452,18539,14488,4116,5063,5727,18706,6619,11382,11641,846,-5600,-8894,-5665,614,-13613,-9682,-7478,-8454,3816,-478,655,4634,-1233,2103,
现金及现金等价物净增加额(万元),28384,20327,39442,-17914,27650,22645,24643,-19575,-3846,17082,-807,28682,18358,9389,10668,15771,42619,4502,2157,-1203,-428,1658,-262,1068,1065,5479,12765,773,-2159,9769,14454,402,-1432,-2079,2792,-5760,6400,
总资产(万元),458031,436118,449260,419274,432493,395386,376830,353333,352639,342512,293093,291478,271499,263942,234804,238404,222838,151378,122882,132620,122696,124255,109431,108885,102757,102305,101846,90789,78978,89772,86127,61230,0,51255,45403,36549,26302,
流动资产(万元),219470,197653,212359,183256,214375,194843,182682,163079,176007,194543,172735,191522,164551,160885,138625,157716,146529,99274,82341,91418,81296,82028,66967,65756,58848,57597,56357,45414,32780,47591,47190,24494,--,18306,15663,10381,10813,
总负债(万元),269247,253853,272756,242807,256341,224480,211596,190021,190524,185236,140761,140844,124430,116895,89067,94537,84745,76225,51989,63428,58749,62521,49356,50847,48989,49736,48718,38172,28710,39923,38707,44263,--,36644,35346,27817,18813,
流动负债(万元),124225,110935,142261,112509,124269,108017,124830,105775,90384,94894,97824,100034,117054,110245,82414,84738,58791,49357,23216,31844,40147,43739,23683,25169,6490,7144,6907,10033,13330,25379,25504,27952,--,21873,12434,18382,10611,
股东权益不含少数股东权益(万元),188784,182265,176504,176467,176152,170906,165234,163312,162114,157276,152332,150634,147070,147047,145737,143867,138093,75154,70893,69192,63947,61734,60076,58039,53769,52569,53128,52618,50268,49849,47420,16968,0,14610,10057,8732,7489,
净资产收益率加权(%),7.61,4.31,1.06,7.94,7.61,4.46,1.1,8.48,7.61,4.58,1.28,10.19,7.67,4.61,1.45,16.74,12.27,8.36,2.48,19.27,11.4,7.81,3.45,13.79,--,3.98,0,15.15,0,9.52,--,35.3,0,21.41,24.38,15.17,9.73,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
