报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.2,0.17,0.08,0.3,0.25,0.23,0.1,0.49,0.5,0.13,0.04,0.43,0.39,0.25,0.1,0.32,0.22,0.2,0.11,0.5,0.25,0.19,0.08,0.46,0.39,0.24,0.06,0.01,-0.07,-0.08,-0.07,0.19,0.13,0.08,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.38,--,5.29,5.14,5.09,4.99,4.89,4.87,4.93,4.82,4.57,4.5,4.55,4.46,4.4,4.25,4.12,2.35,2.27,2.26,2.37,2.44,2.39,2.35,2.4,2.34,2.31,2.26,2.44,2.38,2.3,2.24,3.49,3.4,3.29,3.2,6.24,6.61,6.07,5.85,5.67,5.55,5.8,5.52,2.07,0,2.25,1.88,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-1.51,--,-0.82,-0.44,-0.88,-2.06,-2.72,-1.91,-1.22,0.31,-0.31,0.46,-0.33,1.59,-0.11,-0.12,-0.24,0.23,0.35,0.27,0.16,0.32,0.13,0.02,-0.07,0.31,0,--,0,0.21,0,0,0,0.74,0,0,0,0.83,0,0,0,0.79,0,0.67,0.74,0,0.3,--,
主营业务收入(万元),309625,241040,153537,527465,452474,355508,208041,455706,308741,183464,88883,367691,244183,161666,96201,336264,220753,163269,68073,270091,200616,154078,102228,239554,184720,121046,52004,85864,64704,43273,17890,98377,74648,48220,21710,95628,74285,51653,26005,106849,79293,53938,24760,89659,65724,41457,18178,82023,59759,39100,17465,100701,73958,46158,88065,37362,87858,54751,
主营业务利润(万元),45468,34693,17914,69476,62871,50652,28024,92754,76788,30547,12698,66714,54795,33416,22866,55029,37924,28107,13598,41031,27209,18704,11486,52759,45882,28680,7871,9763,6789,4150,1331,11358,10326,7083,2653,18510,14793,11090,6108,21350,18011,13298,6463,21490,15297,10207,4733,19414,13546,8158,4327,25814,18458,11220,19287,7341,14453,8999,
营业利润(万元),23669,19189,9349,43152,40539,35181,20452,59175,54761,14641,5216,38507,35158,20302,16985,29595,20699,16958,8007,47025,21064,16124,8965,48017,40928,26049,6883,-65,-3677,-4024,-3059,8599,6662,4470,906,10122,8692,7036,3755,14724,11585,8933,4099,14243,9589,6219,2632,13772,9784,5986,2415,17723,12429,7026,13123,4875,8339,4863,
投资收益(万元),858,885,-5,896,-10,11,--,922,-28,-28,--,3599,969,89,105,7,-30,-24,6,21171,1545,1557,5,1632,409,376,375,-632,-959,-412,-126,6076,6342,3843,872,2031,1649,1313,47,1443,256,-170,-171,-245,136,108,101,209,77,81,29,833,55,107,259,630,226,530,
营业外收支净额(万元),852,889,726,224,-2,-51,69,-140,84,112,57,13714,13678,13256,-48,12581,6514,6423,4461,4966,4937,3391,37,377,-35,-19,-6,443,--,--,--,--,--,52,224,26,0,--,0,-283,0,0,0,-152,0,0,0,172,0,0,0,-518,-304,-292,0,0,0,-198,
利润总额(万元),24521,20078,10074,43376,40538,35130,20521,59034,54846,14754,5273,52220,48836,33558,16936,42175,27213,23381,12467,51991,26002,19515,9001,48394,40893,26030,6877,378,-3472,-3874,-3060,9225,6704,4522,1130,13175,11452,8419,3903,16867,12143,8743,3939,14162,9882,6467,2778,14572,10066,6273,2468,18646,12703,7000,13332,5428,8327,5218,
净利润(万元),15706,13126,6207,24066,19962,17921,8290,39235,40019,10381,3419,34362,31068,19542,7730,25344,17689,15994,8978,39394,20052,14963,6594,36461,30792,19473,5085,367,-3151,-3530,-2879,8450,5654,3589,855,8966,7986,5785,2630,12101,8741,5851,2630,9675,6679,4326,1844,10553,7547,4381,1789,12589,8883,4682,8705,3737,6268,3933,
