报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),1.07,0.64,0.33,1.52,1.25,-0.07,0,0.12,0.12,0.13,0,0.23,0.18,0.14,0.02,0.28,0.15,0.09,0.02,0.13,0.17,0.1,0.04,0.39,0.21,0.11,0.45,0.41,0.38,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,0,4.88,4.95,4.94,4.91,4.78,4.72,4.65,4.63,4.59,4.52,4.46,2.25,2.07,1.97,1.86,1.41,1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0,0.48,0.21,-0.29,0.28,0.15,0.27,-0.08,-1.1,-0.91,-0.67,-0.27,0.23,-0.09,0.25,0.35,0.36,0.24,
主营业务收入(万元),52869,31928,15347,47554,34265,16098,7649,40486,29933,20163,8822,36898,26372,16765,7039,42785,28907,17604,7255,30660,22805,13834,6039,23637,15581,9673,28577,27169,21863,
主营业务利润(万元),38276,23493,11679,38933,27104,2481,1497,7243,5404,4207,1700,7514,5184,3163,1448,7755,5147,3161,1103,5087,3904,2372,1027,5592,3524,2146,5162,5324,4054,
营业利润(万元),24590,14386,7381,25553,15889,-558,71,-82,-48,435,101,1579,1180,697,341,2500,1940,1072,254,1337,1851,1046,476,3157,1989,1048,2551,3259,3007,
投资收益(万元),98,189,20,4497,1064,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,
营业外收支净额(万元),-0,-0,-0,0,0,5,6,1601,1602,1389,-2,1318,1149,1145,19,1375,65,64,64,334,248,220,7,527,16,16,1073,--,--,
利润总额(万元),24589,14386,7381,25553,15889,-553,77,1519,1554,1823,100,2896,2329,1842,360,3874,2005,1135,318,1671,2099,1266,483,3684,2004,1064,3623,3252,3007,
净利润(万元),24282,14273,7339,23174,14127,-654,-2,1108,1151,1170,-2,2146,1703,1284,230,2651,1368,802,232,1138,1482,893,339,2717,1501,783,3153,2869,2647,
净利润(扣除非经常性损益后)(万元),23987,14021,7261,19101,13196,-658,-7,-474,-51,129,-1,1159,--,425,--,1619,--,754,--,892,--,729,--,2321,1489,771,2045,2895,2647,
经营活动产生的现金流量净额(万元),21216,14956,5369,13025,9088,12328,4510,3386,-1434,-206,-2135,7047,4460,1963,-2750,2622,1427,2536,-734,-10314,-8463,-6242,-2504,1589,-608,1761,2452,2516,1682,
现金及现金等价物净增加额(万元),-13148,-9,-2260,8528,1066,-2782,-3170,1560,-2040,-241,-1884,-3138,-5513,-2326,-5367,-11216,-13550,-9881,-2679,17922,18708,21196,23387,1748,-570,1046,-1052,1712,-147,
总资产(万元),150155,136117,135666,74416,65240,86209,90750,96950,98617,100205,91885,91017,93837,93953,87094,88291,88336,79655,73746,70838,68300,64428,60141,32171,28439,28559,28621,23833,15573,
流动资产(万元),33343,46665,45864,33411,39771,37170,41123,46933,48409,51139,46075,45296,52921,53489,59083,61817,68936,60177,56375,53519,53082,50797,46908,18797,15217,15233,16532,15421,10897,
总负债(万元),62343,58224,62279,8114,9336,40154,43950,50148,51489,53060,45912,45042,48246,45023,38385,39864,41384,33413,28157,25495,23434,20219,16532,14596,12222,13114,14025,12512,7102,
流动负债(万元),59661,55513,59586,5421,6765,40154,43950,50148,51489,53060,45912,45042,48246,45023,38385,39864,41384,33413,28157,25495,23434,20219,16532,14596,11622,12514,13425,12512,7102,
股东权益不含少数股东权益(万元),88113,78084,73473,66211,55997,46055,46800,46802,47128,47145,45973,45975,45591,46284,46164,45935,44653,44086,43517,43284,42877,42289,41735,15738,14522,13805,13022,9869,7000,
净资产收益率加权(%),31,19.78,10.51,56.99,33.07,-1.41,0,2.39,2.47,2.51,0,4.68,3.68,2.78,0.5,5.94,3.11,1.84,0.54,2.97,5.06,3.08,2.02,16.89,0,5.84,27.55,34.02,39.46,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
