报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.11,0.12,0.04,0.27,0.2,0.24,0.08,0.56,0.34,0.29,0.21,1.02,0.76,0.66,0.26,1.47,0.67,1.02,0.76,0.44,
每股净资产(元),2.56,2.57,2.84,2.8,2.73,4.03,3.97,3.89,3.67,3.62,7.06,6.85,6.4,9.41,9.22,4.42,3.62,2.95,1.94,1.17,
每股经营活动产生的现金流量净额(元),0.14,0.29,0.16,0.36,0.36,0.25,0.22,-1.55,-1.07,-0.92,-1.79,-4.12,-0.59,0.05,-0.41,0.95,0.8,0.59,0.66,0.41,
主营业务收入(万元),25233,23081,9716,60936,43813,32168,13207,82878,53823,42638,18427,47883,18561,12337,5884,23555,11018,18384,13172,10094,
主营业务利润(万元),9125,8476,3730,19429,14577,10169,4114,21168,14421,10983,4230,13076,7135,4787,2268,9331,4424,7151,5295,3348,
营业利润(万元),1595,2714,1228,7162,6273,4957,1900,11768,7772,6740,2372,8946,4440,3189,1382,6230,2836,4383,3668,1891,
投资收益(万元),-0,2,-1,2,0,0,-8,8,6,2,-3,5,5,7,7,1,-12,--,--,--,
营业外收支净额(万元),1205,1088,188,1880,355,304,37,1325,373,109,38,1757,1013,931,75,1117,535,702,236,56,
利润总额(万元),2800,3801,1417,9042,6627,5261,1936,13093,8145,6849,2410,10703,5452,4120,1457,7347,3372,5084,3903,1947,
净利润(万元),2841,3162,1082,7388,5346,4307,1511,10137,6195,5193,1863,8817,4742,3601,1259,6602,3005,4577,3422,1970,
净利润(扣除非经常性损益后)(万元),--,2934,--,6120,--,4051,--,9468,--,5095,--,8112,--,3221,--,6330,2874,4544,3216,1895,
经营活动产生的现金流量净额(万元),3692,7831,4357,9836,9794,4438,4023,-27833,-19209,-16501,-16128,-37086,-5295,318,-2477,4269,3612,2637,2987,1851,
现金及现金等价物净增加额(万元),-4450,-8010,-2500,-12268,-16189,-10154,-10249,-1819,2661,7191,20783,14893,28078,43014,31884,3191,3200,2416,2958,-142,
总资产(万元),199513,209945,222005,216139,189206,180467,171235,169853,153620,152135,142913,105961,97869,84279,71787,37705,31829,26408,18729,11090,
流动资产(万元),93786,104825,117687,112301,116031,116227,119735,118404,114002,118685,131265,94576,68266,76466,64023,29921,24034,18691,15327,8762,
总负债(万元),130493,140605,145264,140478,115591,107889,99656,99782,87460,87004,79310,44218,40249,27800,16451,17815,15539,13122,10020,5804,
流动负债(万元),128603,138871,143457,138614,113382,106820,98675,98771,86160,85704,78010,42918,39949,27500,16151,17515,15239,12762,10020,5804,
股东权益不含少数股东权益(万元),69020,69341,76700,75619,73577,72538,71542,70031,66118,65086,63556,61694,57620,56478,55336,19890,16290,13286,8709,5287,
净资产收益率加权(%),3.85,4.1,1.42,10.14,7.44,5.79,2.13,15.43,9.37,8.08,--,17.87,10.59,8.1,3.94,39.8,20.32,41.62,48.9,45.8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
