报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
基本每股收益(元),0.01,-0.04,-0.05,0.11,0.08,0.09,0.03,0.12,0.02,0.01,-0.02,0.07,-0.13,-0.13,-0.11,-0.02,-0.11,-0.08,-0.01,0.24,0.08,0.05,0.01,0.19,0.12,0.04,0.01,0.02,-0.1,-0.1,-0.08,0.02,-0.02,-0.03,-0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,2.56,--,--,--,1.88,--,1.72,1.75,1.76,1.86,1.77,2.22,2.26,2.27,2.06,1.96,1.91,1.9,1.83,1.75,1.72,1.71,1.59,1.59,1.61,1.69,1.66,1.66,3.35,3.4,3.33,3.35,3.35,3.39,3.32,3.99,4.06,4.1,4.02,3.97,3.93,1.91,0,1.45,1.46,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.29,--,--,--,-0.09,--,-0.13,-0.23,-0.2,-0.41,-0.49,-0.4,-0.18,-0.32,-0.5,-0.34,-0.2,0.68,0.15,0.19,0.11,-0.13,-0.57,-0.35,-0.33,-0.21,-0.32,-0.58,-0.36,-0.65,0,--,0,0.05,0,0,0,-0.05,0,0,0,0.86,0,0.39,0,
主营业务收入(万元),69999,40924,16168,93933,62569,39395,17025,79327,50640,32653,12903,77264,47887,30230,11722,69478,40836,25923,11597,77131,42487,26738,12543,60573,39516,23855,11095,58096,35662,20957,6645,48948,35095,21961,7882,37109,22903,14422,4603,22386,15098,10270,2927,24089,14516,8697,3446,17750,2573,17687,19400,
主营业务利润(万元),23434,12932,5290,31345,21834,14434,6010,26478,16407,10591,4137,22442,12522,7530,2774,19843,11891,7493,3649,26012,15437,9731,4590,22499,14503,8733,3783,14464,8211,4834,1649,12046,8159,4923,--,10161,6308,4106,1263,7028,4677,3298,768,8339,5771,3611,1611,8260,1303,8239,9053,
营业利润(万元),-629,-2485,-2309,2378,1531,1502,154,2453,313,187,-649,517,-4319,-4342,-2873,-2197,-3930,-2766,-132,5829,2207,1434,289,4695,2771,934,198,377,-2034,-2140,-1662,121,-427,-355,-551,682,-200,28,-389,1002,230,415,-377,1790,1283,727,265,2861,71,2434,2887,
投资收益(万元),-14,2,5,-67,-44,-21,-17,-37,-41,-27,-11,-43,-28,-19,-8,--,--,--,--,--,--,--,--,-67,-54,-54,--,--,-2,-1,--,95,-327,-225,0,532,561,561,12,-17,-24,-95,0,-45,-13,-13,0,8,0,43,2,
营业外收支净额(万元),1130,988,335,2199,1709,1131,845,1057,642,422,160,1521,1113,1030,5,1600,1088,1078,-0,190,50,47,42,167,126,22,12,61,--,--,--,--,--,--,--,0,0,--,0,55,0,0,0,-29,0,0,0,-24,0,0,0,
利润总额(万元),501,-1496,-1974,4577,3241,2634,999,3511,956,609,-489,2037,-3206,-3312,-2868,-597,-2841,-1688,-132,6020,2258,1481,331,4861,2897,956,210,438,-1981,-2087,-1609,323,-445,-366,-550,1219,364,592,-376,1040,259,385,-377,1715,1261,705,265,2845,52,2484,2892,
净利润(万元),350,-1597,-2039,4569,3160,2520,966,3119,610,250,-491,1904,-3321,-3349,-2862,-494,-2922,-1839,-138,5140,1810,1119,236,3977,2447,758,170,509,-1983,-2084,-1606,351,-420,-344,-545,860,260,485,-373,902,203,327,-377,1499,1072,599,225,2394,44,2046,2272,
