报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.23,0.18,0.09,0.4,0.21,0.13,0.06,0.33,0.16,0.13,0.08,0.17,0.07,0.05,0.01,0.16,0.22,0.16,0.16,0.52,0.39,0.31,0.12,0.7,0.52,0.37,0.11,0.46,0.35,0.25,0.08,0.36,0.24,0.15,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.79,--,3.61,3.59,3.6,3.61,3.58,3.52,5.61,5.57,5.45,5.35,3.43,4.39,3.92,3.8,3.69,3.57,3.45,3.36,3.32,3.24,3.24,3.15,3.41,3.33,3.21,2.64,3.16,3.1,2.94,2.87,2.77,2.84,2.67,2.61,2.66,2.61,2.54,2.5,3.92,3.85,3.97,3.92,1.59,0,1.18,1.06,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.07,--,0.17,0.07,0.09,-0.15,-0.36,-0.24,-0.72,0.17,-0.12,-0.07,-0.16,0.72,0.31,0.21,0.17,0.45,0.11,0.03,-0.2,0.34,0.09,0.13,-0.16,0.3,0,0,0,0.31,0,0,0,0.29,0,--,0,0.16,0,0,0,0.27,0,0.26,0.54,0.34,0,0.16,
主营业务收入(万元),655099,439113,198024,689256,519026,335053,153200,572765,417283,139797,60627,250720,189196,125482,52431,314622,242446,153187,74434,290392,217988,146533,65532,223225,162458,108182,48582,213693,161323,104979,42954,145652,105436,66259,27789,107924,80468,50955,22332,77010,57069,36144,14535,51395,40148,26065,10360,32420,24164,16486,7183,20803,15372,10459,20308,9850,16809,13288,
主营业务利润(万元),138980,90762,41269,140628,106815,70691,31341,130293,89230,26200,11918,46912,34170,21855,9561,43875,30277,20697,9202,49990,38544,28713,13116,47856,35705,23659,9953,34208,25705,17680,7116,24559,17450,11646,--,19579,13935,9089,3487,13156,9256,5932,2465,9664,7614,5203,2104,7041,5424,3547,1277,5150,4078,2870,6404,3487,5680,4898,
营业利润(万元),33316,20998,8743,32130,22874,16228,6232,26992,17802,6090,1721,7119,6250,4255,601,8615,13173,12190,7260,23770,18098,13478,4918,22836,17979,13092,4130,14515,12958,9959,3444,11756,8387,5611,1822,9584,6977,4638,1518,6716,4420,2795,1272,5762,4467,3276,1212,4463,3205,2082,646,3717,3214,2407,4476,2251,3855,2533,
投资收益(万元),1132,1071,200,3011,1148,1058,191,1653,1716,1585,215,1759,1621,1508,214,3189,9104,8781,6507,3225,1775,1479,275,2436,2126,1820,305,2106,2096,1808,576,1892,1278,629,-5,873,-10,0,0,749,-26,0,0,968,260,--,0,133,133,89,88,-36,0,0,0,-7,0,0,
营业外收支净额(万元),2860,4565,3984,13571,2299,1146,698,8552,6921,5721,5497,8011,781,457,50,5122,4318,455,337,2773,1449,1361,1179,2728,780,330,191,2105,--,44,--,1381,--,--,--,854,0,0,0,110,0,0,0,988,0,34,0,-4,6,1,-2,-5,0,18,23,0,0,0,
利润总额(万元),36175,25563,12727,45701,25173,17373,6930,35544,24723,11812,7217,15129,7031,4712,651,13737,17491,12644,7596,26543,19547,14840,6097,25564,18759,13422,4322,16620,13749,10003,3468,13136,9199,5927,2003,11847,7406,5066,1628,8322,4753,3091,1302,8632,5030,3512,1402,5358,3675,2472,1004,4172,3302,2442,4678,2432,4085,3011,
净利润(万元),25574,19770,9796,44578,23100,14718,6408,36403,18188,8916,5549,11751,4688,3657,488,11102,14861,10740,6770,21063,15299,11653,4619,19740,14591,10462,3232,12926,9781,7124,2315,10238,6879,4372,1429,7966,4805,3332,1109,6563,3801,2623,923,6054,3105,2105,852,3595,2397,1573,714,2978,2124,1563,3066,1614,2665,2336,
