报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.19,0.13,0.07,0.52,0.29,0.18,0.11,0.75,0.48,0.25,0.08,0.65,0.26,0.13,-0.04,0.48,0.54,0.45,0.28,1.11,0.82,0.63,0.63,1.41,1.05,0.67,0.69,0.85,7.21,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.17,4.04,4.16,4.2,4.13,4.01,5.78,5.48,5.19,5,8.36,7.73,7.37,3.14,2.44,1.65,10.48,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.06,-0.24,-0.32,0,-0.32,-0.33,-0.42,1.41,0.61,0.43,0.59,2.05,1.31,0.78,0.75,1.36,7.88,
主营业务收入(万元),304530,191552,82292,330817,219878,141650,62570,256303,172166,107206,45955,187803,113938,68850,27687,165635,116660,78980,34825,127200,82959,54287,26131,73829,50232,27857,51124,52273,34433,
主营业务利润(万元),66311,42479,16513,93412,53955,35927,14082,77157,48106,28039,9566,54804,26701,15174,3473,55822,40312,30955,13056,51296,36146,26499,14003,31744,22464,11509,17784,20749,14847,
营业利润(万元),35592,23177,8345,55911,31412,21634,7879,46995,30293,16197,4704,29995,12250,5872,-1064,27249,25295,20824,8636,31465,23432,18159,10677,19189,13381,7988,11439,12398,8860,
投资收益(万元),477,476,141,206,196,196,--,147,147,147,--,360,255,156,-19,334,173,71,-20,198,37,-15,--,0,--,0,0,0,--,
营业外收支净额(万元),462,-74,-169,389,295,39,53,726,444,66,13,456,417,382,-25,229,344,70,32,1666,383,248,196,13,-9,-4,--,--,253,
利润总额(万元),36055,23102,8175,56300,31706,21673,7932,47720,30736,16263,4717,30451,12668,6254,-1088,27478,25639,20894,8668,33131,23815,18407,10873,19202,13371,7984,11203,12483,9113,
净利润(万元),25160,16295,5034,39434,21873,14078,4459,31829,20430,10436,2510,21129,8569,4254,-1290,15732,17508,14713,6117,24177,17785,13741,8122,15083,10502,6386,6637,8068,7205,
净利润(扣除非经常性损益后)(万元),24644,16264,5067,38992,21410,13849,4358,30504,19571,9822,2337,20766,--,3915,--,15532,--,14698,--,22889,--,13538,--,15083,--,6391,6864,7563,6322,
经营活动产生的现金流量净额(万元),35508,5652,-20154,-92186,-68012,-44701,-12228,46327,26179,16807,-17,22534,-1954,-7979,-10368,102,-10476,-10877,-9078,30634,13216,9313,7507,26217,16737,7489,7198,12913,7880,
现金及现金等价物净增加额(万元),178560,172187,31113,-16937,-6334,-36131,-11983,-5518,-16284,-21369,-19188,11607,-12195,-22044,-11502,-12598,-20833,-20353,-11103,5453,-8844,-1915,7294,79039,73619,3952,4650,-375,4557,
总资产(万元),613733,603237,454078,411595,329821,262853,241710,249764,209905,196253,201339,233810,200488,162971,166438,175624,163821,162949,154105,159658,136595,133589,129686,120646,109519,39776,36382,30827,21525,
流动资产(万元),523567,515990,359860,327218,262281,197836,177818,183748,164080,152044,155205,185893,159693,123286,124533,134884,119563,118824,110924,119862,108122,106201,110535,104369,95616,26068,22355,16066,19881,
总负债(万元),277028,271260,238541,202842,140304,77744,59051,72454,46210,43302,47131,82729,62763,29674,29211,36591,27344,30425,28206,38002,22881,23740,22638,21718,15171,9586,12508,13413,10874,
流动负债(万元),267114,263496,230777,198358,140304,77744,59051,72454,46210,43302,47131,82729,62763,29674,29211,36591,27344,30425,28206,38002,22881,23740,22638,21718,15171,9586,9596,10254,10874,
股东权益不含少数股东权益(万元),329204,326130,207649,202615,185053,180721,175346,170886,159487,149319,151184,148674,136116,131801,135908,137232,134675,130928,125702,119264,112872,108828,107049,98927,94348,30191,23377,15669,10481,
净资产收益率加权(%),9.61,7.15,2.45,21.13,12.21,7.98,2.58,20.13,13.31,6.93,1.67,14.85,6.24,3.08,-0.94,12.54,13.86,11.72,5,22.29,16.83,13.15,7.89,29.39,--,24.03,34.95,67.33,90.36,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
