报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.97,0.6,0.3,1.82,1.31,0.8,0.29,1.53,1.1,0.66,0.24,1.26,0.91,0.49,0.2,0.82,0.62,0.4,0.17,0.64,0.56,0.37,0.15,0.58,0.53,0.39,0.43,0.41,0.22,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.76,--,4.28,4.34,4.78,4.58,4.39,4.17,4.33,4.2,4.08,3.96,3.87,1.42,--,1.53,1.14,1.36,4.79,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.65,--,1.17,0.69,0.05,0.12,0.07,0.15,-0.21,0.7,0.73,0.38,-0.12,1.23,--,0.75,0.41,0.88,2.55,
主营业务收入(万元),877497,558995,226138,1276723,930743,584959,239070,1195651,856570,541465,207016,1070316,776665,435273,178530,828820,632667,400190,164480,633911,465976,284125,116990,480152,352835,209964,444209,418481,337716,
主营业务利润(万元),294297,185279,74163,414998,292443,182082,72468,370545,254526,157997,58990,313357,217789,113855,47240,195208,139567,87585,35886,160787,124100,76174,31970,132078,103974,61897,109161,95796,69782,
营业利润(万元),161857,101190,39416,230917,169057,103810,38443,198071,144371,87957,31199,166608,120550,65086,26319,108627,81584,53488,22203,83887,74457,48648,20034,70052,62940,38968,59153,57045,28467,
投资收益(万元),5089,3151,1450,5956,5088,2428,1278,4155,3299,1611,491,2730,347,367,294,454,343,13,-74,242,137,-5,-37,-52,-48,155,513,-761,-546,
营业外收支净额(万元),-1338,-1308,-32,1468,159,-68,22,2075,352,-434,423,409,1387,-399,-141,-769,-693,-426,-128,258,-447,-263,-152,-1071,-676,6371,-1964,0,-312,
利润总额(万元),160519,99881,39384,232385,169216,103742,38465,200146,144723,87523,31622,167017,121938,64687,26179,107858,80891,53062,22076,84145,74010,48385,19882,68981,62264,45338,57188,56477,28154,
净利润(万元),127298,78340,30214,183278,131816,80974,29715,154174,110089,66221,24256,126157,91030,48773,19641,82426,62077,40500,16945,63915,56070,36955,15397,52234,48104,35081,38846,36600,19607,
净利润(扣除非经常性损益后)(万元),122423,75461,28947,174470,125320,78631,28350,146545,104933,63650,--,114817,--,47759,--,79689,--,39278,--,60823,--,36378,--,53167,--,30102,39821,36633,19464,
经营活动产生的现金流量净额(万元),110884,97952,14764,234406,118713,74793,-23448,63771,543,2018,-65527,254843,117676,69645,4725,11718,6759,15371,-21084,69257,72627,37975,-12058,110380,103232,67894,36783,54647,25469,
现金及现金等价物净增加额(万元),-39050,16265,-35041,52229,5922,6587,13142,-198560,-187105,-175452,-123911,-72456,-127907,-23213,1871,50771,82070,-52861,-44308,284749,288198,257767,232269,70139,73418,69915,-27595,46793,2825,
总资产(万元),1328743,1281322,1187756,1220217,1146193,1140255,1072270,1100656,1088973,1023361,965559,990014,943209,833139,830634,835713,828029,655353,609157,608958,595426,551477,515143,270727,--,258740,199799,237789,182801,
流动资产(万元),987386,939995,874866,918989,850849,845584,786269,822418,820299,762144,711536,749907,728390,694929,700773,708584,738739,569776,529333,544630,535861,494626,461577,216390,--,210889,148638,191461,135456,
总负债(万元),589931,595210,518240,575973,560992,560166,481467,536748,536000,517474,440776,486008,465619,382639,337751,360186,374116,226273,164122,178407,175227,152255,117772,133128,--,112588,89285,142347,132567,
流动负债(万元),431663,437934,361440,417295,403508,392121,313543,369903,376448,357997,282214,327498,310734,228224,183625,206370,220823,222138,160555,174839,172647,149755,115272,130788,--,112588,89285,142347,132567,
股东权益不含少数股东权益(万元),701892,652077,634203,603992,547305,546456,555187,525114,516024,471784,478749,454005,430041,436460,480399,460165,440916,418633,435274,418329,409767,390652,389194,128247,--,138095,103013,88467,47867,
净资产收益率加权(%),19.52,12.34,4.88,32.17,23.34,14.57,5.5,31.11,22.63,13.87,5.2,24.16,17.5,10.58,4.18,18.39,14.39,9.38,3.97,17.16,15.34,10.62,5.14,44.31,--,29.1,44.57,55.04,51.84,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
