报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,
基本每股收益(元),0.35,-0.2,-0.07,-0.46,-0.27,-0.16,-0.05,-0.23,-0.1,0,-0.01,0.16,-0.11,-0.02,0.01,-0.59,-0.26,-0.15,-0.07,2.62,-0.21,-0.16,-0.07,-0.06,-0.1,-0.03,-0.01,-3.54,-0.71,-0.17,-0.11,2.68,-0.43,-0.34,-0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.51,--,1.6,--,1.45,-1.35,-1.32,-1.32,-1,-0.88,-0.8,-0.74,-3.93,-3.87,-3.79,-3.72,-3.76,-3.7,-3.68,-3.68,-0.83,-0.77,-0.71,-0.13,-2.7,-2.63,-2.34,-2.14,0.91,1.03,1.21,1.38,2.47,2.47,2.48,2.46,2.44,2.39,2.35,2.32,2.33,2.32,2.31,2.27,2.22,2.31,2.31,2.31,2.36,2.42,2.11,1.9,3.36,3.15,2.91,2.87,2.73,2.58,4.95,3.18,3.18,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.08,--,-0.09,0.05,0.06,0.24,-0.01,-0.08,-0.07,-0.97,-0,0.02,0.04,0.41,0.41,0.3,0.02,0.02,-0.02,-0.1,-0.07,-0.08,-0.08,-0.07,-0.02,-0.68,0,--,0,-0.03,0,0,0,0.42,0,0,0,0.23,0,0,0,0.3,0,0,--,0.17,0.02,0.32,0.25,0.09,0.17,0.45,0.11,--,--,--,--,--,--,
主营业务收入(万元),44590,28944,14698,140783,123694,85027,43016,193541,146237,115038,58172,148067,106090,73901,36827,159762,119348,82730,37304,132555,81639,49967,20738,103181,75520,54563,28534,72668,48308,17369,862,24833,23927,22921,12600,65461,38292,19311,10630,150268,157911,106916,60406,233238,181323,115449,54711,169205,117692,80657,37234,135253,91672,60893,28676,131874,71788,135764,62442,67067,21638,41624,18969,44026,21126,40294,21847,43550,23523,
主营业务利润(万元),3855,2818,1484,-3596,-2175,1148,2411,3432,2860,3875,2906,6206,4495,4136,1756,-6868,-1637,202,187,2193,623,303,-201,3517,2736,3024,2106,-3660,1791,1520,535,-6381,-2265,-2458,-1538,-9003,-5660,-6295,-3387,-9339,11666,8390,5299,28765,22603,14717,7126,21597,14177,9185,5401,13139,7318,8026,3548,13293,10867,24763,15517,19031,5686,7327,2313,7013,3609,3878,4830,8475,3025,
营业利润(万元),31317,-7819,-2722,-25689,-17171,-9537,-2736,-20990,-11377,-5107,-1190,-4727,-4221,-920,194,-26170,-12780,-8331,-3795,-8393,-7904,-5987,-2232,-8505,-3040,-125,-15,-118428,-5163,-3459,-2112,-87981,-12434,-11140,-7444,-147773,-20267,-14946,-7112,-46528,-592,123,734,5410,5527,4049,1603,2447,2094,1547,991,479,-3401,1126,344,2266,5170,12363,9481,16211,4870,4491,1028,7013,3609,3878,0,8475,0,
投资收益(万元),41309,-253,--,590,396,396,310,185,29,11,11,279,279,279,72,2500,1643,--,--,--,--,0,--,--,0,--,0,--,-1855,-1855,--,--,--,0,-432,-1331,0,--,0,1,0,0,0,45,1,1,0,57,53,51,6,-309,26,-57,0,26,-207,56,0,39,0,0,0,0,0,3231,0,--,0,
营业外收支净额(万元),-6943,-5223,-2016,-4298,-253,-362,30,6293,4767,5544,666,12654,-379,-4,91,1780,1938,2423,960,118877,-953,-503,-764,6441,-821,-925,-300,-30836,--,-3909,--,--,-5682,--,-975,0,0,--,0,129,0,0,2,-53,0,0,0,5,0,0,0,371,49,49,0,19,0,-123,0,--,0,0,0,0,0,0,0,--,--,
利润总额(万元),24374,-13042,-4737,-29987,-17424,-9899,-2706,-14697,-6610,437,-523,7927,-4600,-924,286,-24390,-10842,-5908,-2835,110484,-8858,-6489,-2996,-2064,-3861,-1050,-316,-149264,-30064,-7368,-4710,96106,-18116,-14476,-8419,-149223,-20301,-14944,-7084,-45869,220,467,828,5872,5865,4259,1660,2727,2344,1753,1076,541,-3276,1153,348,2311,4973,12296,9458,16250,4870,6582,1028,6784,3550,7196,4830,8475,3025,
净利润(万元),23736,-13467,-5029,-31197,-18143,-10868,-3473,-15965,-6743,188,-782,7791,-4592,-930,276,-24662,-11165,-6186,-2960,110211,-8977,-6560,-2994,-2341,-4073,-1175,-387,-149310,-29557,-7338,-4706,113068,-17607,-14179,-8419,-148485,-19915,-14687,-6937,-45629,362,503,846,5306,4328,2898,1200,2013,1721,1300,928,448,-2976,676,228,1988,4223,10417,7992,13812,4139,5595,874,5767,3018,6117,4105,7203,2590,
净利润(扣除非经常性损益后)(万元),-10595,-8222,-3008,-26646,-17823,-10480,-3497,-16846,-11616,-5474,--,-9086,--,-3490,0,-29676,--,-9565,--,-13066,--,-5802,--,-9076,--,-253,--,-118541,0,-1561,--,-71019,0,-10813,--,-30108,0,-14682,0,-46289,0,297,0,5053,0,2892,0,1547,0,1299,0,-308,-3025,693,--,1969,4212,10540,8015,13812,--,--,--,--,--,--,--,--,--,
