报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.13,0.07,0.04,0.09,0.09,0.05,0.01,0.18,0.14,0.09,0.04,0.19,0.15,0.1,0.04,0.25,0.21,0.13,0.06,0.22,0.18,0.1,0.04,0.19,0.14,0.08,0.04,0.17,0.15,0.1,0.03,0.2,0.16,0.1,0.06,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.7,--,3.63,3.57,3.62,3.58,3.53,3.45,3.47,3.41,3.37,3.29,3.31,3.27,3.22,3.16,3.2,3.16,3.14,3.08,3.1,3.07,3.03,2.98,3,2.96,2.43,2.44,2.41,2.38,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.09,--,0.26,0.11,0.08,0.49,0.45,0.26,0.11,0.5,0.36,0.24,0.18,0.41,0.3,0.17,0.06,0.27,0.29,0.18,0.04,0.38,0.27,0.25,0.22,0.18,0.09,0.29,0.28,0.2,
主营业务收入(万元),1131973,737523,367886,1480078,1103982,716813,351365,1580068,1163942,762618,371029,1509189,1115983,701119,346197,1469084,1086707,693412,341106,1348445,987822,630954,302364,1238576,901757,585788,287207,1168865,869180,561990,260133,1050850,744158,472937,237943,356397,174097,321325,300716,242502,
主营业务利润(万元),148541,89910,40954,232002,194226,114407,44839,301052,225402,148154,69453,294809,232769,139661,64808,356180,275799,171444,79175,324066,238099,138811,61028,280389,203533,123908,59368,253129,202300,127970,47769,240263,184715,114939,58886,120575,65480,104025,98348,81186,
营业利润(万元),120438,66666,36331,100192,98683,53519,14915,183927,141397,95673,41672,184755,153663,91308,40353,250617,203046,124069,54790,209211,161826,88835,36433,174715,126122,73910,34747,149243,129667,82008,29435,165707,131487,83472,45942,85815,51597,76745,70378,63169,
投资收益(万元),-1552,-2322,226,999,709,618,80,1013,620,488,-148,1616,1022,1352,237,952,607,542,41,521,536,121,124,377,397,360,19,236,267,286,-6,-83,-110,-156,-118,-539,-439,-3060,-200,305,
营业外收支净额(万元),-951,-1358,-1438,-12128,-12117,-9777,-1900,-13752,-11018,-9323,-5744,-8942,-9414,-656,-96,-12783,-6731,-3706,239,-9698,-2015,77,-99,-4748,-203,-43,31,-975,--,--,--,-517,--,-18,-27,-1134,0,0,0,0,
利润总额(万元),119487,65308,34893,88063,86567,43742,13016,170175,130379,86349,35928,175813,144250,90652,40257,237834,196314,120363,55030,199514,159810,88911,36333,169967,125919,73867,34778,148267,129564,82047,29415,165190,131277,83454,45915,84142,50989,72337,69821,61469,
净利润(万元),88282,46474,26228,66202,64978,32872,9718,127384,98058,64908,26861,131894,108023,67845,30224,180411,149159,91525,41881,155589,124131,69161,28295,135733,100785,59129,27434,121183,106241,67072,23531,143084,113695,73540,39075,71087,43435,61147,59056,51944,
净利润(扣除非经常性损益后)(万元),90179,47556,27334,75473,74175,40266,11164,137188,105776,71310,--,138790,--,68418,--,190757,--,94395,--,163365,--,69152,--,139666,0,59163,0,122729,0,67040,--,143456,0,73497,--,72061,43552,62436,62175,52687,
经营活动产生的现金流量净额(万元),181657,111361,85508,211323,182279,66900,67492,205106,171294,88073,64730,234532,182971,78884,53879,349671,318505,186400,74710,352824,257619,167937,125074,286942,209168,120915,42650,188544,202255,130629,27946,268291,189736,179761,156374,127423,41003,126041,122815,87171,
现金及现金等价物净增加额(万元),37449,33163,24178,125238,325664,69525,68552,-26234,20402,25310,33674,-69174,30751,66349,21434,-129230,-59662,27369,112071,154341,10081,83493,24893,-44530,60558,43845,152,-79140,-157180,-92941,-84648,-351418,-376359,-371400,132328,415627,-74104,-54501,48210,3477,
总资产(万元),3072451,3057235,3036331,3053666,3350362,3351064,3290760,3323199,3263478,3274321,3281439,3286718,3257147,3235423,3226027,3220735,3184530,3108395,3095833,3060450,3010947,3006540,3010480,2935742,2952599,2906650,2917795,2892720,2802321,2790797,2843964,2747188,2730973,2749860,3190937,2507135,1289023,1241546,1131836,1096039,
流动资产(万元),525704,498503,481052,467255,798703,782752,707764,708751,707241,696229,669919,643372,705716,686049,649905,614193,616284,512987,485585,419402,391971,366843,344530,241632,299987,263675,252478,213909,187494,232816,317929,371751,363534,348616,808471,1155555,156630,231369,280123,252464,
总负债(万元),346655,372852,331461,375020,672700,705429,611612,653762,622717,666623,655024,687114,681370,699760,657123,681994,676976,658441,631798,638192,620094,670680,658762,612289,664183,659870,645838,648317,572865,600509,640574,567323,580986,640019,1065085,407277,228275,176419,79871,57690,
流动负债(万元),330612,356837,322646,366143,663756,696407,602674,644722,264546,308582,297087,329281,323624,342112,299569,324535,319680,301212,275009,281484,263429,314086,302239,255997,316389,310990,296873,299267,241772,269318,329300,270966,299841,358793,760523,221277,228275,176419,79871,57690,
股东权益不含少数股东权益(万元),2727448,2685640,2700812,2674584,2673364,2641258,2674772,2665054,2635908,2602758,2621380,2594519,2570648,2530470,2563685,2533461,2502209,2444575,2458683,2416802,2385344,2330374,2346176,2317881,2282925,2241269,2266408,2238808,2223867,2184698,2197814,2174294,2144421,2104266,2120199,2094189,1055075,1059938,1046787,1033129,
净资产收益率加权(%),3.27,1.73,0.98,2.48,2.43,1.23,0.36,4.85,3.75,2.48,1.03,5.16,4.23,2.65,1.19,7.29,6.04,3.72,1.72,6.57,5.26,2.94,1.21,5.96,0,--,0,5.49,0,3.08,--,6.71,0,--,--,6.68,4.05,5.8,5.68,5.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
