报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-0.03,-0.13,-0.02,-1.21,-0.37,-0.19,-0.11,-0.3,-0.28,-0.2,-0.11,0.01,-0.19,-0.14,-0.14,0.07,0.06,0.04,0.01,0.12,0.14,0.02,0.01,0.04,0.03,0.02,0.01,1.09,0.05,0.01,0.05,0.04,-0.13,-0.11,-0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.17,--,1.08,1.13,1.13,1.27,1.26,1.23,1.21,1.2,1.21,-0.17,-0.18,-0.19,-0.2,-0.21,-0.22,-0.23,-1.82,-2.24,-2.2,-2.25,-2.41,-2.4,-2.13,-2.11,-1.61,-1.6,-1.55,-1.51,1.23,1.49,1.98,2.11,2.86,2.88,2.88,2.88,2.83,2.84,2.84,2.83,2.84,2.82,2.81,2.8,2.71,3.02,1.31,1.59,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.03,--,0.06,0.15,0.05,0.47,0,0.08,0.1,0.56,0.59,0.04,0.01,0.08,0.04,-0.03,0.02,0.17,0.2,0.01,--,0,0,0,0,0,--,--,0,-0.03,--,0,0,-1.04,0,0,0,0.07,0,0,0,-0.02,0,0,--,-0.23,-0.04,0.32,0.15,0.3,--,--,
主营业务收入(万元),19558,12950,4784,25781,18734,12229,8097,43016,23572,17217,10364,52973,24676,15157,7209,39036,26675,14316,7327,31245,23369,2253,1110,4041,2824,1789,854,7935,6450,795,335,202,49,40,14,0,1274,276,256,632,775,596,817,13778,13489,10869,5422,23304,9061,7128,3519,11047,6660,3925,1708,6619,2144,10226,4609,9092,7881,8093,
主营业务利润(万元),3393,59,-664,-3356,-3104,-385,-2,3322,11,120,918,4948,-2604,-1832,-1127,10052,6311,3100,1713,9785,7348,775,394,1427,859,495,212,4132,3407,605,219,-87,31,23,14,0,507,-62,-166,-1146,-432,-348,242,-370,3971,3647,2068,5702,2357,2002,1020,4375,2532,1612,333,2801,866,3502,1935,3523,3077,3209,
营业利润(万元),-4073,-6590,-3362,-26285,-13564,-7380,-3549,-12343,-10650,-7239,-2870,-9464,-12661,-8520,-4457,1385,943,-301,-94,3805,3248,369,205,554,209,35,-14,-10163,1022,-704,-28,-3424,-2207,-1911,-518,-4816,-1287,-1613,-778,-34559,-10966,-7096,-2159,-11039,933,1399,975,1002,-180,154,-27,573,333,123,102,1476,-103,2792,1560,2718,2185,2500,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,905,3,3,--,--,--,--,--,4,4,4,4,5,--,0,--,-40,-40,-40,0,-89,--,--,0,-4888,-661,-452,-59,-1528,-77,-85,16,-105,29,-1,62,217,266,186,35,99,105,152,98,185,0,0,
营业外收支净额(万元),2557,2524,2524,-9721,740,483,189,3760,652,519,217,12183,4987,2681,99,3876,1841,1403,411,442,23,-14,--,212,212,212,212,30204,--,--,--,--,--,--,--,-7095,-10,--,0,-24473,-3843,0,0,-914,0,0,0,-28,0,0,0,-3,-2,-1,0,9,0,266,0,5,--,--,
利润总额(万元),-1516,-4065,-838,-36006,-12824,-6896,-3360,-8584,-9998,-6720,-2654,2719,-7674,-5839,-4358,5261,2785,1102,317,4247,3271,354,205,766,421,247,197,20042,1844,160,842,720,-2188,-1904,-516,-12000,-1247,-1573,-728,-63920,-15470,-10818,-2222,-13481,850,1308,985,1049,-4,192,73,817,598,308,135,1634,117,3265,1648,2907,2169,2615,
净利润(万元),-903,-3594,-599,-33030,-9985,-5227,-3011,-8125,-7653,-5417,-2978,271,-5058,-3863,-3767,1890,1648,975,231,3218,2472,347,198,759,500,314,197,18892,845,160,842,720,-2188,-1904,-414,-11330,-1677,-1202,-560,-52901,-14734,-10536,-2184,-12965,-206,130,84,894,33,215,79,876,618,319,146,2032,514,2631,1356,2647,1995,2515,
净利润(扣除非经常性损益后)(万元),-2822,-5487,-2492,-23318,-10539,-5588,-3151,-10740,-8068,-5732,--,-8865,--,-5874,--,-1676,--,-79,--,247,--,-239,--,-541,--,-377,0,-12727,0,9,--,-3646,0,-1871,--,-10679,--,-1242,0,-34208,--,-7266,0,-12664,0,125,0,660,0,177,0,849,620,320,--,1250,25,2310,1366,--,--,--,
经营活动产生的现金流量净额(万元),1620,-1032,3261,5967,1949,1655,-560,-4865,-1373,-3461,913,35440,1597,4145,1234,12972,98,2306,2807,15232,16238,662,110,1357,619,-574,421,3013,3564,103,-31,16,-32,-19,-29,-34,60,-58,63,-483,-302,-213,-1343,-18108,-16560,-18156,-9437,1158,-1544,-1037,-2072,-344,0,25,--,-4017,-721,5582,0,3378,--,--,
现金及现金等价物净增加额(万元),11138,1618,977,185,1311,2132,356,-1693,-687,-551,-3023,-2193,5068,1862,1212,-1575,-3990,-4018,6273,1326,-2656,-314,-779,-484,-100,-385,-283,466,412,59,-31,13,-32,-20,-32,3,76,-17,62,-453,-422,-405,206,-13671,-14890,-15838,-7567,9933,-3109,111,-1463,-7350,0,-4754,--,-4592,-4728,14478,0,3040,--,--,
总资产(万元),171822,213527,211760,215023,230049,248348,246394,242403,248390,252188,255762,248127,223664,200568,206810,202828,150573,135751,130817,125240,112518,13845,13436,13551,13597,13233,14446,15334,19806,7762,5752,4713,6844,6915,11718,11886,21963,20553,20899,21469,52818,57578,91655,92803,97863,97674,102453,100328,79158,81874,80542,75248,77810,76715,71671,76072,69653,70773,28284,29671,23149,23454,
流动资产(万元),54522,54427,51426,53360,52492,66276,70781,64796,68446,72705,77071,67953,82725,57678,61761,57019,58315,42472,61248,54456,41590,1986,1392,1323,1143,603,1666,2370,4949,5769,4008,729,333,325,393,309,2120,608,877,912,15712,18945,55189,55663,58001,57378,61468,58761,34547,36846,--,--,--,0,32329,0,0,0,0,8291,6896,7692,
总负债(万元),167978,221190,216200,218623,207968,221238,216906,209507,214570,215888,216807,206425,188993,164488,170319,162349,111071,100578,97829,92483,79497,14603,14342,14657,15005,14822,16119,17204,49318,46796,44105,43908,48948,48734,48873,48525,49921,48837,48337,48179,31382,31488,52769,51623,42736,42140,47025,45443,29301,31821,30603,25398,27844,27039,22168,26704,21791,17759,--,12252,8894,8344,
流动负债(万元),137879,175556,166730,166438,159876,169201,156598,148251,146393,153597,150585,138384,116888,88960,93058,86060,63719,54717,55500,53019,52033,12203,11942,11457,11805,10822,12119,12404,28564,30843,28151,27954,32994,32780,36195,48525,47585,46501,46001,45843,25115,25183,41006,41487,32990,32381,38538,38135,17553,20072,--,--,--,0,11104,0,0,0,0,10952,8535,7621,
股东权益不含少数股东权益(万元),1861,-9790,-6835,-6236,16809,21567,23783,26794,27266,29502,31942,34919,29590,30785,30881,34648,34405,33733,32988,32758,33021,-2917,-3066,-3264,-3524,-3710,-3826,-4023,-31599,-39035,-38353,-39195,-42104,-41819,-37155,-36639,-27957,-27843,-27011,-26284,21433,25939,34434,36645,49823,50160,50115,50056,49305,49487,49355,49264,49342,49042,48870,48724,47215,52553,14893,16903,14256,15110,
净资产收益率加权(%),--,--,--,-321.33,-45.8,-21.62,-11.91,-26.33,-24.61,-16.82,-8.91,0.78,-15.75,-11.81,-11.5,5.61,4.91,2.93,0.7,10.11,7.78,--,--,--,--,--,0,--,0,0,--,--,0,0,--,0,--,--,0,--,--,-38.19,0,-29.74,0,0.25,0.17,1.8,0,0.44,0,1.79,0,0.65,--,4.26,1.09,12.5,0,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
