报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),0.43,0.61,0.28,0.45,0.27,0.3,0.12,0.29,0.3,0.18,0.05,0.46,0.29,0.14,0.08,0.74,0.51,0.29,0.08,0.68,0.46,0.44,0.13,0.85,0.52,0.32,0.12,0.75,0.62,0.53,0.26,0.68,0.28,1.17,1.18,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.88,1.73,3.44,3.36,3.14,2.92,3.11,3.03,4.76,4.43,4.88,4.74,4.41,4.22,4.82,4.7,4.55,4.43,1.66,1.42,0,3.61,5.34,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.29,0.2,-0.07,0.65,0.38,0.17,-0.01,0.74,0.71,0.37,-0.09,0.73,0.36,0.11,-0.09,0.67,0.47,0.5,0.21,1.47,0.2,1.23,1.24,
主营业务收入(万元),149196,81659,35617,131974,82616,54212,25422,49636,46299,29451,9370,66268,42032,23748,7154,56739,38170,22644,7566,48336,33087,18927,7086,38752,24547,16263,6858,30986,23647,17658,8763,30998,10145,27869,30319,
主营业务利润(万元),91816,49894,20726,81816,50372,31585,13725,31367,28437,17543,5143,39031,24337,13031,3816,32659,21801,12969,4364,30091,20721,11932,4634,22161,13872,9464,3807,19299,15042,11217,5777,16981,4661,10436,11553,
营业利润(万元),139507,99577,45289,59941,37404,20428,7769,16739,17258,10033,2638,26043,16265,7687,2339,23490,16338,9379,2625,21748,14619,8413,2777,15935,9876,6145,2373,12520,10137,7865,3844,10043,2238,5956,6173,
投资收益(万元),-26,-21,0,3146,2612,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-12,-45,-45,-40,-116,-116,-116,0,-141,0,--,--,
营业外收支净额(万元),1512,507,171,257,56,4,56,158,234,119,6,413,417,284,173,61,24,28,2,342,225,134,-5,22,63,-5,-23,-72,--,--,--,--,--,36,-46,
利润总额(万元),141019,100084,45460,60198,37460,20432,7824,16897,17491,10152,2644,26457,16683,7970,2512,23551,16362,9407,2627,22090,14845,8547,2771,15957,9938,6140,2350,12448,9947,7673,3834,9799,2232,5992,6127,
净利润(万元),116767,83154,37866,51085,31913,17359,6605,14379,14837,8591,2243,22501,14209,6742,2131,20035,13906,8001,2233,18550,12382,7050,2146,13566,8288,5121,1989,10479,8234,6378,3154,8177,1965,5071,5124,
净利润(扣除非经常性损益后)(万元),55112,27245,10462,48183,29641,17351,6556,14244,14638,8489,2238,22149,--,6509,--,19987,--,7984,--,18275,--,6935,--,13555,--,5163,0,10676,0,6649,3165,8571,1971,5041,5163,
经营活动产生的现金流量净额(万元),51862,28264,6996,46596,38749,31787,13291,-9011,505,-1236,-9184,26346,14045,9948,-1861,17803,10400,4604,-226,20021,11427,5847,-1387,11601,5768,1690,-1462,10764,7504,8026,2540,17571,2392,5358,5402,
现金及现金等价物净增加额(万元),9088,8958,-45959,112092,15887,59914,7837,-3233,7371,8476,20839,-80,-9499,-12807,-5107,-8953,-10279,-8063,-1327,-1120,-8218,-10065,-1770,-9448,-12109,-16961,-7948,50149,48513,50169,-1741,3277,950,107,967,
总资产(万元),1117331,1078709,971220,937946,424710,395334,353947,157515,158998,154146,148631,118168,117259,111609,99050,100953,91869,87133,92872,93033,84669,78041,83628,82522,78686,73970,81035,83119,80320,82023,30658,30654,0,32516,33363,
流动资产(万元),443993,407767,300422,266713,189815,158245,118743,89648,81393,78258,88244,65142,68368,64385,56784,61400,58690,59872,67238,67423,62827,59133,67853,66373,62870,58434,65933,71565,69274,70757,19196,19985,--,23051,24618,
总负债(万元),81497,78757,69179,75516,57289,49100,55892,47337,45081,47134,44461,16221,23899,25695,4193,8226,5823,6968,7559,9912,7745,6541,5130,6188,7563,6075,3522,7642,7107,10768,10519,13653,--,16839,10193,
流动负债(万元),17935,16982,16286,27312,18175,9929,16664,9015,6729,8817,6181,13486,21278,24404,2902,6935,4673,5818,6409,8762,6745,5541,4130,5188,7563,6075,3522,7642,7107,10768,10519,13653,--,16839,10193,
股东权益不含少数股东权益(万元),1031434,996662,899996,860971,366046,344806,296587,108723,112435,105461,102609,100366,92073,84606,93596,91464,85353,79528,84640,82407,76239,70906,78003,75857,70611,67445,77112,75123,72876,70938,19959,16805,0,15647,23145,
净资产收益率加权(%),12.31,8.99,4.3,15.76,10.56,6.41,2.85,13.55,13.97,8.27,2.21,24.03,15.61,7.47,2.3,23.54,16.69,9.67,2.67,24.05,16.43,9.35,2.79,18.5,--,6.78,0,22.69,0,31.9,0,43.52,0,27.31,24.42,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
