报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),-0.16,-0.19,-0.17,-0.54,-0.28,-0.23,-0.19,0.01,-0.11,-0.1,-0.08,0.23,0.01,0.05,-0.05,0.36,0.18,0.14,0.01,0.47,0.15,0.07,0.01,0.47,0.21,0.08,0,0.43,0.22,0.11,0.02,0.4,0.23,0.09,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,3.51,--,--,--,3.71,--,3.57,3.61,3.62,3.67,2.96,2.92,5.66,5.63,3.3,3.22,4.89,4.88,4.61,4.54,4.6,4.59,4.38,4.27,4.38,3.72,3.56,3.42,3.49,3.38,3.21,4.65,4.76,4.7,4.59,4.4,4.5,4.44,4.34,4.24,4.26,4.23,4.09,3.99,3.88,3.97,4.03,3.93,3.9,3.89,3.81,3.83,3.69,3.63,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.69,--,-1.12,-1.15,-0.84,0.01,-1.09,-1.06,-1.45,0.17,-1.57,-1.35,-1.3,0.11,-1.67,-1.74,-1.2,0.13,-1.59,-1.7,-0.73,0.55,-1.4,-0.82,-0.97,0.16,0,--,0,0.83,0,0,0,0.1,0,0,0,0.61,0,0,0,0.92,0,-0.16,--,-0.19,-0.83,-0.37,-0.38,-0.3,0,0,0,
主营业务收入(万元),276174,177683,70095,486058,292480,179569,51743,519336,307237,174136,54903,414723,243900,157404,54027,320415,175822,103663,40258,237585,138177,89223,41126,189614,128203,82918,34095,167889,111680,64075,24516,123579,81740,49181,20701,113012,77434,48847,19953,90955,62173,39587,16437,70194,47989,31436,13402,58099,40747,25368,9957,52972,37303,24252,10293,54579,22305,41917,15044,38153,31514,28199,23222,
主营业务利润(万元),71445,43450,12028,105362,62945,38506,8960,116598,69747,45081,14117,115722,69650,42084,12730,88006,50886,29374,11802,63310,35674,24284,11226,48456,33450,21914,8932,40691,28880,18240,6920,30414,20451,12454,--,30344,21033,13615,6119,29071,19752,12070,4790,23821,16488,10465,4230,18376,12017,7491,2111,13875,9704,5742,2404,12722,5625,12176,4244,11961,10785,10897,9174,
营业利润(万元),-13289,-14231,-13681,-38711,-16936,-15227,-15299,2268,-7692,-8091,-7738,6631,-5289,-6308,-11146,4000,-2633,-5602,-5404,6550,2637,1259,-497,6838,3421,737,-916,4673,2692,517,-721,5278,1981,53,-715,4355,2763,1429,60,3999,3081,1634,509,2863,2585,1731,372,2409,996,65,-1159,1958,1054,148,92,3143,273,4679,782,3888,5008,4901,3196,
投资收益(万元),-319,-269,-363,-483,-284,-480,-214,-958,-906,-617,-356,-786,-643,-322,-183,542,107,-124,-145,728,495,139,-51,2194,1890,-103,--,210,-44,-271,--,321,-9,34,0,1454,168,123,28,-682,-815,-844,28,455,-297,-322,12,240,82,53,29,242,319,290,29,21,66,397,10,-10,0,0,0,
营业外收支净额(万元),9208,4792,1706,14283,9261,5469,2602,14953,9738,4987,2393,30163,18329,15961,7936,26000,15518,14972,5780,10064,5033,3031,1053,7356,5113,3476,1309,7331,--,--,1986,--,--,--,--,-61,0,--,0,-13,0,0,0,-109,-81,-8,0,-102,-20,0,1,-29,0,-1,0,-67,0,-16,0,316,0,0,0,
利润总额(万元),-4080,-9439,-11975,-24428,-7675,-9759,-12697,17221,2046,-3104,-5344,36795,13039,9653,-3211,30000,12885,9370,375,16614,7669,4290,556,14194,8534,4213,393,12005,7335,4294,1265,10500,5798,2700,822,9268,5648,2995,854,7117,4715,1988,977,6137,4248,2598,863,4840,2367,830,-913,3769,2221,935,336,3199,338,5061,787,4194,4894,4836,3146,
净利润(万元),-10067,-11895,-10886,-34096,-17744,-14314,-12092,512,-7114,-6443,-5086,14605,834,3110,-3456,22944,11217,8645,213,13341,4258,1955,205,8931,3947,1535,37,8091,4060,1971,315,7025,4032,1520,59,6884,3906,1834,621,4870,3475,1201,615,4058,2806,1569,434,3348,1463,350,-969,3004,1675,506,87,2846,122,4736,637,3356,3515,3291,2141,
