报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.48,0.37,0.09,0.75,0.55,0.4,0.12,0.71,0.53,0.37,0.12,0.56,0.46,0.32,0.11,0.49,0.41,0.28,0.11,0.57,0.47,0.34,0.11,0.72,0.55,0.39,0.67,0.61,0.48,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,0,3.42,3.28,3.47,3.36,3.27,3.15,4.06,3.95,3.83,3.69,3.47,3.91,3.74,1.88,1.91,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0,0.34,0.17,0.08,0.58,0.64,0.5,0.35,0.63,0.26,0.31,0.12,0.8,0.5,0.43,0.47,0.4,0.53,
主营业务收入(万元),88734,60726,22339,146635,101507,67203,31357,145264,100582,64448,33206,131155,91856,59447,28814,116178,80222,52035,23170,98346,67877,44433,20672,111083,72841,47986,98616,89305,79785,
主营业务利润(万元),63596,44007,15743,103091,70793,46882,20957,103797,72593,46793,25365,90366,61532,38586,18535,81300,56453,35252,15632,69776,48296,32011,15399,83881,54450,35793,71805,63636,54849,
营业利润(万元),33144,25462,6009,52343,38045,27768,8483,48462,37005,25929,8686,39858,31806,22744,7539,36271,28623,19785,6025,31285,25734,18040,5737,36995,27816,19027,32673,28918,23047,
投资收益(万元),700,547,189,1673,991,580,396,1227,658,421,172,677,370,364,0,730,1,-0,-0,210,3,2,2,25,33,9,-57,5,45,
营业外收支净额(万元),43,123,59,776,240,222,172,2859,273,175,59,773,796,227,16,244,270,338,31,379,190,107,31,744,288,193,83,0,76,
利润总额(万元),33187,25585,6068,53120,38285,27990,8655,51321,37277,26104,8745,40631,32602,22971,7555,36514,28893,20122,6057,31664,25924,18147,5768,37739,28104,19221,32756,29782,23123,
净利润(万元),28347,21811,5088,44487,32640,23452,7109,42027,31312,21595,7199,33115,27055,18981,6338,29195,24026,16685,5211,25876,21461,15214,5007,30731,23093,15998,27373,24918,19480,
净利润(扣除非经常性损益后)(万元),27614,21243,4836,42213,31616,22773,6737,38471,30553,21101,7036,31751,--,18534,--,28261,--,16520,--,25528,--,15127,--,30132,--,15998,27335,24141,19359,
经营活动产生的现金流量净额(万元),30285,20870,3911,39653,29272,32378,14385,31416,10526,29279,3846,30259,20227,10132,4833,34105,38024,29234,15791,28549,11677,14160,5307,36329,22539,18135,19097,16439,21767,
现金及现金等价物净增加额(万元),-5598,-7261,-3418,-6792,-8266,-11426,22516,-34648,-53368,-29063,-7201,-13101,-15020,-17089,-9120,9404,6287,-8840,7918,-5690,-20541,-17732,-25395,83677,75110,301,-7582,17220,11711,
总资产(万元),257928,253586,277227,278364,270645,253851,274054,268917,258281,241987,259049,248516,234235,223636,229651,220099,211550,202829,205628,198127,186555,185453,180238,206185,185668,108055,116575,107883,83181,
流动资产(万元),138907,140798,162340,164052,160739,150746,173811,171007,173561,161151,182024,172635,165581,160483,167451,163982,157342,153190,160538,153016,141841,140747,135178,174160,151572,72805,80704,73723,46673,
总负债(万元),32936,35130,40082,46307,50159,42555,46639,48611,48690,42113,44061,40726,32505,29981,25031,21818,18360,17006,21337,18147,11702,16902,21915,27900,14961,30414,37865,34958,20448,
流动负债(万元),21206,23530,28915,35024,38633,31026,35053,36518,38056,31477,33323,31512,28755,26468,21567,20420,17090,16406,20729,17528,10912,16148,21146,27231,14137,29599,36998,34077,18894,
股东权益不含少数股东权益(万元),224992,218456,237145,232057,220485,211297,227415,220306,209591,199874,214988,207789,201729,193655,204620,198282,193190,185824,184291,179182,173840,167594,157386,177350,169712,76689,77826,72078,61917,
净资产收益率加权(%),12.3,9.44,2.17,20.09,14.69,10.6,3.18,20.1,15.12,10.34,3.41,16.47,13.44,9.31,3.15,15.6,12.94,9.05,2.87,14.8,12.52,8.82,2.78,26.79,--,21.5,31.92,39.19,35.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
