报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.21,0.06,0.02,0.47,0.3,0.08,0.04,0.45,0.45,0.14,0.03,0.65,0.74,0.13,0.69,0.68,0.67,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,6.95,6.98,2.63,2.49,2.48,1.74,1.07,0.41,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0.69,0.51,-0.08,0.64,0.63,0.35,0.33,0.15,
主营业务收入(万元),31797,14554,5247,45600,35261,16498,5068,23113,19823,7551,1590,20505,18660,6896,21747,19334,19070,12487,9276,
主营业务利润(万元),11842,5197,1799,16388,13434,6029,2029,7987,7200,2664,550,7855,7516,2727,9441,8670,9092,5566,2554,
营业利润(万元),10122,2665,916,11468,8470,2424,675,5004,5301,1446,289,4972,5301,1283,6211,6033,6250,3653,1166,
投资收益(万元),4828,2318,2200,1013,623,503,414,413,165,17,--,-32,-4,5,293,293,-23,--,--,
营业外收支净额(万元),1600,781,155,1953,65,3,-14,713,323,300,208,1678,1703,33,469,472,-9,2,-40,
利润总额(万元),11722,3446,1071,13421,8534,2428,661,5717,5624,1746,497,6650,7004,1315,6680,6505,6241,3655,1127,
净利润(万元),9006,2643,848,9713,6238,1717,399,4173,4204,1286,290,4902,5206,924,4830,4726,4679,2232,934,
净利润(扣除非经常性损益后)(万元),5445,1483,430,7001,6038,1787,678,3084,3676,932,5,3731,--,905,4707,4581,4656,2916,956,
经营活动产生的现金流量净额(万元),2992,-724,482,-2250,1074,-3461,-2832,4972,2429,-2435,-846,6498,4801,-529,4465,4390,2420,2332,1060,
现金及现金等价物净增加额(万元),35193,31217,-2898,15351,9180,383,7136,-1627,9317,-6962,6677,8621,43449,-116,-749,2892,-126,3049,270,
总资产(万元),138853,132289,91827,96556,96322,90825,80917,80797,72598,67967,68117,68237,70402,28252,21615,26829,18172,12101,7289,
流动资产(万元),89977,85946,45667,55239,56665,47215,45667,45941,45313,40867,42338,52230,56398,14441,9293,15114,9499,5744,3329,
总负债(万元),22056,21643,19092,22142,25944,23921,14263,14568,6566,6256,2715,3130,5115,9876,4163,9480,5979,4587,4392,
流动负债(万元),10539,11037,8254,11133,12264,10288,4132,4539,5846,5550,2007,2431,4415,9176,3463,8780,5477,4417,4392,
股东权益不含少数股东权益(万元),112337,106175,68344,69962,65238,65773,64929,64533,64508,61593,65273,64982,65287,18376,17453,17348,12193,7514,2897,
净资产收益率加权(%),10.62,3.77,1.21,14.56,9.67,2.63,0.62,6.52,6.49,2.03,0.45,16.04,25.96,5.16,32.35,31.84,47.48,53.24,38.44,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
