报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.67,0.43,0,0.92,0.61,0.4,0.16,--,0.57,0.39,0.13,0.69,0.41,0.26,0.1,0.64,0.4,0.29,0.14,0.34,0.16,0.27,0.11,0.53,0.3,0.18,0.08,0.32,0.21,0.14,0.08,0.39,0.16,0.16,0.04,0,
每股净资产(元),--,--,--,--,--,--,--,--,6.3,--,5.97,--,5.54,5.39,5.35,5.25,5.01,4.9,4.79,4.65,4.29,4.4,4.41,4.32,4.08,3.96,3.95,3.87,3.76,3.7,3.55,0.63,0,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.91,--,0.11,--,0.16,-0.27,-0.2,-1.02,-1.42,-1.02,-0.34,0.51,0,0.12,0.22,1.42,0.6,0.57,0.16,0.65,-0.36,-0.34,0.11,1.18,0,0.79,0.57,0.36,
主营业务收入(万元),41304971,26289426,11707635,59196845,41167549,26169364,10814291,58678959,39151111,23603762,8910058,48431293,30317690,18453191,6633607,45736611,32426975,21140610,8735601,47015879,30209445,17932035,7029045,35552077,22487589,13022036,5133084,22614071,13532986,8223582,3288812,17748729,7335307,15848809,11412535,8873003,
主营业务利润(万元),3405469,2123066,906520,4625929,2970305,1886818,808798,4271440,2855417,1703610,706156,3698268,2230714,1399697,528532,3399192,2149226,1440750,579771,2754007,1619135,1178704,456382,2254841,1402736,842143,351453,1580311,911533,579794,227724,1139908,459653,959601,792492,638493,
营业利润(万元),1051520,675355,273201,1438059,922411,623913,232695,1228341,862614,555486,195140,1068819,609267,388275,145312,992957,608941,446331,197845,583962,310492,415082,164396,819353,470720,288515,110805,470175,285622,186751,87738,489082,248739,213629,83112,22492,
投资收益(万元),34295,26959,1368,8299,5032,-542,-326,-2217,8529,1164,3376,18694,13790,12442,1344,16838,8904,8277,5382,13536,11690,2973,679,15587,7264,712,1027,23454,28168,23476,16462,44064,4680,4947,6655,7665,
营业外收支净额(万元),29874,24465,14930,57186,41230,25977,20299,75633,29732,22991,9476,20767,22516,12735,7820,12633,6887,4856,6217,24914,13581,10071,2926,11387,11216,8630,3810,--,7901,4115,2044,8597,--,-4290,-620,-1778,
利润总额(万元),1081395,699820,288131,1495245,963641,649890,252994,1303974,892347,578477,204616,1089586,631783,401010,153132,1005589,615828,451187,204062,608876,324073,425153,167322,830740,481936,297145,114615,456885,293523,190866,89781,497679,252039,209339,82492,20713,
净利润(万元),811442,533070,217701,1134327,749769,498294,200242,1034466,700333,475544,162806,847889,509275,318844,121111,785429,498978,363915,170364,424622,201762,337810,138967,659907,367576,222100,94484,364384,238542,152478,70586,314340,124872,124016,30880,3184,
净利润(扣除非经常性损益后)(万元),756376,478320,193500,1056366,705000,464575,180665,--,669055,454275,--,811922,--,298147,--,763683,--,357271,--,392957,--,327630,0,619511,--,211085,0,356958,0,138068,0,202428,38645,124961,29340,2246,
经营活动产生的现金流量净额(万元),998372,688914,-185538,658251,-1370467,-1203306,-116204,-931398,-1123816,-976651,135515,554497,192545,-331765,-245783,-1257631,-1757379,-1257002,-424492,625257,4820,142053,277311,1747445,745615,698770,200149,729985,-438884,-418294,94585,942084,384434,633695,457668,284346,
现金及现金等价物净增加额(万元),1054555,248343,-460483,466504,522943,38330,605977,140,-73486,629442,-113796,817864,104417,-428919,-311629,1824444,259862,714629,-65795,85309,509833,40596,158330,561473,320761,246362,101201,2626683,2444533,2431331,3211694,481486,240624,414905,254823,70822,
总资产(万元),67917547,64822925,61488518,61700402,59867492,57820750,55785992,55301860,53580728,52167916,49013966,48066130,45728718,44244902,42625521,42298284,40907034,39561311,36606467,35019402,32781825,31235498,29329877,28299027,26470632,24618816,23029734,22010154,22084212,20552787,19159825,15687778,0,12454973,10034731,7964465,
流动资产(万元),56349565,53623751,50838641,51807772,50692541,49045414,47459154,47106140,45593144,44534345,42284566,41628686,39408099,38107410,36322913,36032415,34791444,33363294,30653338,29192478,27904324,26561040,24887383,23890880,22384364,20741696,19401531,18507378,18954097,17553647,16464304,12926449,--,10202388,8089636,6148739,
总负债(万元),55551221,53731617,50848563,51411278,50280042,48987763,47198584,46919388,45623313,44493890,41511525,40733200,38788946,37496200,35930955,35726407,34639636,33427780,30608856,29196260,27399494,25730994,23810853,22891103,21376612,19674791,18101724,17180027,17417713,15964655,14818081,15160394,--,12170459,9872634,7831905,
