报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),1.99,1.28,0.6,2.52,1.87,1.22,0.57,2.19,1.6,1.04,0.48,1.83,1.4,0.92,0.42,1.46,1.07,0.69,0.42,1.6,1.29,0.79,0.47,1.62,1.3,0.86,0.52,2.21,1.74,1.13,0.65,1.26,0.9,0.59,0.23,--,--,0.41,--,--,--,0.28,0.13,--,--,0.22,--,0.4,--,0.17,--,0.36,--,0.23,--,0.44,--,0.22,0.4,--,0.44,--,--,--,0.63,
每股净资产(元),14.49,13.71,13.7,13.15,12.4,11.7,11.62,10.96,10.49,10.01,10.02,9.52,9.1,8.69,8.42,7.98,7.48,7.14,9,8.57,7.11,6.61,8.18,7.7,8.2,5.91,7.95,7.36,6.73,6.11,7.21,6.5,6.29,6,5.9,5.67,4.57,4.36,4.01,3.97,3.78,3.61,3.58,3.45,3.31,3.18,3.06,3.07,2.94,2.84,2.75,2.2,2.19,3.16,--,2.93,3.4,3.29,3.09,3.45,3.23,1.91,1.66,1.58,1.58,
每股经营活动产生的现金流量净额(元),15.8,11.3,-4.36,10.25,2.68,-1.63,-4.27,16.53,14.61,13.48,5.38,4.96,1.7,1.13,4.12,10.65,2.18,0.52,2.8,-0.38,-1.76,-2.42,-8.43,11.72,5.14,0.85,5.92,18.64,10.94,3.86,-1.09,12.73,12.16,6.25,0.61,4.87,--,-2.26,--,1.47,--,0.79,--,1.26,--,2.1,0,1.02,--,-0.52,--,5.45,0,0.49,--,0.78,--,0.38,0.7,--,0.4,--,--,--,--,
主营业务收入(万元),10863200,7070100,3299100,12318100,8977300,5904300,2760200,10001500,7247700,4651800,2201100,8295200,6082992,4000299,1990886,6791767,4930743,3186511,1519599,4985585,3589171,2275149,1072402,3682393,2634216,1667737,790203,3456057,2570744,1670613,803793,2587643,1831036,1161290,528508,1890429,1343828,861055,606026,2146700,1565295,1030396,501533,1676099,1212252,782300,372899,1202724,850034,539078,243544,815646,568361,354950,182241,718525,509871,323455,571041,216119,398205,196847,479338,532829,421627,
主营业务利润(万元),4836100,3121100,1468600,6175100,4573400,2975700,1400700,5352300,3910500,2538700,1164700,4441900,3405069,2250646,1030608,3575673,2622699,1693839,787537,2507205,1917301,1168561,537230,1717837,1358541,897136,386378,1533201,1295988,841022,369594,1076274,807265,550090,348657,1128957,852016,549435,246363,847248,649708,439059,210595,698007,531324,341100,145772,519910,371061,226618,100606,352971,247634,156803,35423,144709,111166,70026,122946,15329,11623,26585,43314,59143,66282,
营业利润(万元),4836100,3121100,1468600,6175100,4573400,2975700,1400700,5352300,3910500,2538700,1164700,4441900,3405069,2250646,1030608,3575673,2622699,1693839,787537,2507205,1917301,1168561,537230,1717837,1358541,897136,386378,1533201,1295988,841022,369594,1076274,807265,550090,348657,1128957,852016,549435,246363,847248,649708,439059,210595,698007,531324,341100,145772,519910,371061,226618,100606,352971,249164,156803,35423,144709,111166,70026,122946,15329,11623,26585,43314,59143,66282,
投资收益(万元),49800,68900,73100,-26200,-24000,-62400,-34600,82000,47000,56800,22700,7600,-16516,11762,-205,19442,40633,6697,2036,2221,28095,20702,-161,41312,32376,19536,5678,15974,9516,7749,1988,5414,5776,3113,--,2279,2304,1705,40428,170644,133781,78752,34398,145593,104645,65790,29831,147132,101687,63585,29721,129868,85621,56686,26950,109244,72186,44070,113628,56545,104642,37153,71903,40374,31729,
营业外收支净额(万元),62900,31500,10800,27900,12500,7200,6200,32600,9900,4200,500,33500,15734,4089,1156,8256,1006,-30,387,20885,15304,14323,-314,11765,615,1271,557,-2855,-1437,-1489,-528,-444,1635,-401,-110,5562,3244,2847,62,546,319,150,-60,2452,4637,3859,-118,-883,-802,-1007,-120,753,-272,166,-51,-638,-323,102,176,-18,1436,-85,854,-555,800,
利润总额(万元),4899000,3152600,1479400,6203000,4585900,2982900,1406900,5384900,3920400,2542900,1165200,4475400,3420803,2254735,1031764,3583929,2623704,1693809,787923,2528091,1932606,1182884,536916,1729602,1359156,898407,386934,1530346,1294551,839533,369065,1075830,808900,549689,168446,603405,409941,263360,111740,423089,283061,177435,77932,304882,205806,128725,62717,234377,154378,92259,41759,186675,115510,74880,35372,144071,110842,70128,123123,71856,117701,63652,116071,98963,98811,
净利润(万元),3716200,2390300,1119400,4702600,3479900,2265600,1071000,4092200,2981800,1938600,890300,3418600,2612580,1719298,789390,2728598,1990992,1287952,605872,1917721,1483724,908075,410600,1321658,1029009,678069,296044,1251597,984397,637479,281163,549878,392310,255379,97829,335303,245354,159924,66267,248542,177168,110286,51376,193003,138363,87345,41562,156609,108206,65683,31563,128531,85469,54144,26575,106188,82199,53491,95790,53027,92669,50597,85944,64500,62911,
