报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.16,0.1,0.09,0.73,0.29,0.08,0.06,0.46,0.26,0.18,0.09,0.53,0.32,0.21,0.11,0.86,0.64,0.5,0.21,0.9,0.49,0.12,0.68,0.39,0.38,
每股净资产(元),2.73,2.67,5.31,5.26,4.77,4.7,4.77,4.71,4.47,4.38,5.64,5.55,5.31,5.2,10.39,10.28,10.06,9.9,3.65,3.45,3.03,0,2.69,2.03,1.63,
每股经营活动产生的现金流量净额(元),0.3,0.23,-0.27,0.03,-0.26,-0.16,-0.01,0.55,-0.38,-0.2,-0.09,-0.32,-0.73,0.01,-1.04,-1.04,-1.44,-0.86,0,0.92,0.55,0,0.42,-0.77,0.34,
主营业务收入(万元),42600,22426,12970,59135,32220,18423,9709,46053,30523,19404,8082,36456,21411,13943,4379,26371,19543,13730,5297,21099,10739,3342,15529,12441,9647,
主营业务利润(万元),22885,13149,7134,32536,16582,9347,4922,22595,14810,9586,4099,18761,10910,7129,2230,13855,10060,6948,2654,10582,5533,1713,8174,6417,4748,
营业利润(万元),6211,3421,1833,13401,3971,827,1240,8035,4478,3236,1074,7931,4815,3179,727,5659,4069,2994,1137,5016,2729,578,3344,1671,1548,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,0,0,0,--,0,
营业外收支净额(万元),2689,2478,35,2687,2093,757,152,1696,534,338,258,395,205,193,116,297,198,72,38,252,113,81,269,346,6,
利润总额(万元),8900,5900,1868,16088,6064,1584,1392,9731,5012,3574,1331,8325,5020,3372,842,5957,4267,3066,1176,5268,2842,659,3613,2018,1554,
净利润(万元),5730,3721,1563,13452,5255,1463,1247,8462,4467,3115,1141,7121,4310,2844,742,5155,3707,2648,1028,4523,2435,590,3101,1736,1259,
净利润(扣除非经常性损益后)(万元),--,1853,--,11211,--,812,--,6853,--,2827,--,6786,--,2680,--,4902,--,2587,990,4309,2339,509,2873,1442,1106,
经营活动产生的现金流量净额(万元),10891,8328,-4894,561,-4767,-2965,-251,10147,-7027,-3624,-1223,-4503,-9754,76,-6947,-6955,-9657,-5758,-1727,4616,2757,-3188,2087,-3400,1500,
现金及现金等价物净增加额(万元),-14801,-5498,-15256,9977,1542,-209,-626,1894,-15103,-7858,-3280,-9607,-11701,-242,-2833,30810,33888,39545,-2920,2859,166,-3124,3262,-2252,2531,
总资产(万元),257636,255203,165929,170506,151219,140242,129122,122749,114707,107443,102833,95606,87345,84206,82461,79541,77181,77177,29309,29941,25837,0,25526,20789,18702,
流动资产(万元),140020,140860,119795,125973,108988,99335,91248,87388,86213,82885,78740,75440,67835,68633,70772,69482,67425,68681,20414,21204,17910,--,19398,14803,13260,
总负债(万元),153347,153280,67197,72618,62309,49195,39749,34540,30926,25804,21965,16042,15073,14509,12856,10678,9767,10821,11041,12702,10686,--,12059,11863,11512,
流动负债(万元),146616,146725,66483,71824,61464,47202,36665,31808,28999,24470,21050,15529,14533,13969,12316,10138,9767,10660,10805,12391,10235,--,11479,11863,11512,
股东权益不含少数股东权益(万元),98557,96425,95969,95017,86286,86750,88124,86856,82595,80436,79684,78364,71143,69697,69605,68863,67415,66356,18267,17240,15151,0,13467,8926,7189,
净资产收益率加权(%),5.9,3.84,1.63,14.74,5.95,1.67,1.43,10.33,5.56,3.89,1.45,9.99,5.99,4.07,1.07,10.99,9.33,10.06,5.79,29.95,17.16,4.29,28.62,21.54,27.83,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
