报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.2,0.17,0.13,0.39,0.32,0.23,0.12,0.4,0.29,0.16,0.18,0.62,0.43,0.25,0.11,0.75,0.59,0.37,0.45,0.17,0.05,
每股净资产(元),2.95,1.76,2.25,2.12,2.05,2.47,2.47,2.35,2.25,2.11,4.78,4.6,4.41,4.23,6.58,6.47,2.33,2.11,1.74,1.37,1.2,
每股经营活动产生的现金流量净额(元),-0.58,-0.3,-0.25,-0.61,-1.01,-1.09,-0.62,-0.47,-0.42,-0.43,-0.81,0.07,-0.37,-0.22,-0.3,0.37,0.25,0.46,0.48,0.4,-0.34,
主营业务收入(万元),63968,46956,25430,92984,75813,41562,19154,73962,58898,32073,14056,58911,44795,27359,10725,48875,35442,21238,33371,24342,17801,
主营业务利润(万元),39639,29224,16047,57583,43717,24300,11206,44903,30754,17056,7231,31256,21930,14133,5377,24214,17172,10458,17243,12088,9746,
营业利润(万元),14972,13343,8067,24832,20692,10370,5620,18291,13287,7086,3651,12569,8595,5710,1671,8409,6794,4234,4637,1463,89,
投资收益(万元),-16,16,0,0,0,-1,2,-47,4,4,--,7,0,0,--,--,--,--,--,--,--,
营业外收支净额(万元),3768,2919,1483,2171,1935,1683,1295,2793,2072,1535,844,2208,1177,565,54,1245,625,607,1074,611,517,
利润总额(万元),18740,16263,9550,27003,22627,12052,6915,21084,15359,8621,4495,14777,9772,6275,1725,9654,7419,4841,5711,2073,606,
净利润(万元),15067,12512,7461,22309,18390,9904,5271,17414,12922,6990,3556,12378,8556,5045,1421,7905,5879,3742,4525,1697,545,
净利润(扣除非经常性损益后)(万元),--,10432,--,21033,--,8513,--,14964,--,5410,--,9734,--,4738,--,7440,5654,3534,4288,1615,487,
经营活动产生的现金流量净额(万元),-45976,-22529,-14469,-35154,-57881,-47934,-27409,-20574,-18467,-18993,-16142,1473,-7332,-4454,-4046,4985,2499,4556,4828,3959,-3351,
现金及现金等价物净增加额(万元),44617,-5042,4388,-24280,-34164,-19723,-26989,-19420,-15173,-13670,-7053,-3105,-8514,-6742,-4694,63878,183,2141,3660,824,-4169,
总资产(万元),353844,274628,268845,239521,221450,206008,166107,156750,154133,137783,126704,118975,118052,111694,106585,103806,42508,38406,32241,26794,24561,
流动资产(万元),212362,149354,153639,128236,119566,123812,98613,119109,119674,114531,111352,108363,108904,104008,98921,95890,34828,30675,24873,20522,19263,
总负债(万元),118202,140271,137161,115529,100903,94216,54576,50743,52846,42658,29316,25682,27929,26201,18166,16795,18583,16674,14395,12880,12353,
流动负债(万元),72435,94032,88892,83317,62183,68944,46015,44248,48382,38746,25280,21577,23631,22622,14830,13501,15300,13623,11756,11625,11340,
股东权益不含少数股东权益(万元),232216,131032,128842,121381,117376,108890,108658,103387,98944,93012,95580,92023,88202,84690,87734,86313,23283,21146,17404,13679,11982,
净资产收益率加权(%),11.25,9.84,5.96,19.92,16.48,9.2,4.97,17.9,13.74,7.4,3.79,13.97,9.44,5.75,1.63,25.08,28.9,19.41,28.87,13.23,4.64,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
