报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.03,0.02,0.01,0.05,0.02,0.02,0,0.04,0.02,0.01,0,0.03,0.01,0.01,0,0.02,0.01,0.01,0,0.02,0.02,0.01,0,0.02,0.02,0.01,0,0.02,0.02,0.01,0,0.02,0.02,0.01,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.42,1.41,1.41,1.4,1.39,1.39,1.38,1.38,1.38,1.37,1.37,1.36,1.36,1.35,1.35,1.34,1.34,1.33,1.33,1.33,1.33,1.32,1.32,1.3,1.31,1.39,1.39,1.39,1.36,1.35,1.35,1.35,1.34,1.34,1.34,1.33,0.24,0.24,0.23,0.23,0.5,0.53,0.56,0.6,1.77,1.52,1.44,1.93,3.32,1.65,2.47,1.97,1.71,2.91,--,1.49,1.41,1.36,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.17,-0.12,-0.12,-0.11,-0.24,-0.18,-0.14,0.09,-0.13,-0.09,-0.07,0.02,-0.09,-0.08,-0.05,0.02,-0.09,-0.09,-0.08,0.12,-0.01,-0.02,-0.02,0.02,0,0,0,0.04,0,0,0,0.06,0,0,0,0.02,0,0,0,-0.09,--,-0.14,--,0.04,-0.05,0.42,0.13,0.55,0.6,0.32,0.06,--,--,--,--,--,--,--,
主营业务收入(万元),137421,88017,37944,184060,123264,75204,35712,166529,113908,70202,34190,143773,88308,54388,24607,118256,78874,49370,23999,102718,69281,42988,20095,94489,62129,39690,16676,86344,57325,37563,16846,76417,54446,33878,15222,73705,52631,31636,14994,66253,41849,25095,10458,51234,34696,20115,9109,35241,24457,15661,7584,37867,28882,18649,7907,72654,70292,137502,61069,85576,39501,45046,17961,23668,8447,13732,4239,9480,8145,6669,
主营业务利润(万元),45699,29272,13031,63868,43325,26897,12871,59982,38001,23417,12379,48208,29536,18160,9011,38235,25417,16451,7910,31575,20837,13309,5834,28847,19095,12255,5481,27884,17060,10982,4435,21272,14472,8857,--,20205,14182,9203,4301,19086,12357,8322,3994,18719,10624,6111,3580,14917,10364,6569,3156,5374,7555,4439,2259,10620,30914,62455,29862,42497,20010,20092,9761,8336,4150,3253,902,2316,1853,839,
营业利润(万元),4491,3412,1747,7640,5102,2514,1316,6462,3720,2971,1312,3929,2194,1059,619,2482,2102,1390,536,1251,1586,1207,23,1640,1667,1168,255,1224,1001,522,-77,728,1006,478,-54,-332,734,254,31,254,335,225,20,1037,265,83,109,577,195,-6,-128,-25436,-9055,-6462,--,-3757,24650,50787,25622,35778,16744,16314,8129,8343,4154,3300,929,2371,2034,996,
投资收益(万元),768,748,55,981,713,670,14,923,640,628,514,472,509,507,588,169,11,16,-19,437,413,46,12,601,72,6,2,516,186,174,113,660,204,12,0,-54,-41,-27,-14,-204,-72,-173,-45,-133,35,32,-3,74,-5,0,0,-3048,--,0,0,7,7,-4,7,-9,0,0,0,7,7,37,0,0,0,0,
营业外收支净额(万元),3093,1897,635,5077,2865,2488,630,4101,2355,1308,548,3067,1643,1235,316,2409,798,434,215,2778,1355,824,500,2322,970,583,204,2810,--,696,--,--,--,--,--,77,0,0,0,875,0,0,0,100,0,0,35,-119,12,0,3,-857,7,19,-38,-34,0,-71,0,0,0,0,0,0,34,0,--,0,0,0,
利润总额(万元),7584,5309,2381,12717,7967,5002,1946,10564,6075,4279,1860,6996,3837,2294,935,4891,2901,1824,751,4029,2941,2031,523,3963,2637,1751,459,4034,2159,1218,128,2334,1909,1043,198,811,1260,609,219,1892,965,499,57,1786,862,522,304,1170,630,357,125,-28916,-8906,-6300,-2986,741,28655,55297,30205,35801,16747,16357,8101,8346,4195,4134,1052,2426,2115,1033,
净利润(万元),2520,1969,544,4417,2079,1522,436,3648,1898,1229,408,2455,1323,846,295,2176,1308,710,235,2011,1624,1057,340,2145,1611,1047,288,1889,1692,993,237,1812,1510,877,197,111,1114,716,215,1475,921,591,170,1140,764,491,307,1015,702,436,245,-28418,-8879,-6272,-2975,6270,24883,47297,21746,30361,14308,13803,6871,7062,3529,3512,720,2286,2051,0,
