报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2006-06-30,2005-12-31,2005-06-30,2004-12-31,2004-06-30,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.68,0.57,0.21,0.34,0.21,0.23,0.07,0.27,0.24,0.18,0.1,0.22,0.19,0.16,0.08,0.2,0.19,0.17,0.1,0.39,0.31,0.17,0.09,0.6,0.45,0,0.18,--,1.64,0,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,5,--,--,4.06,--,3.92,3.9,3.91,3.83,3.82,3.83,3.91,3.82,3.74,2.9,0,--,--,0,--,--,2.67,0,0,0,0,--,0,--,0,--,0,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.26,--,-0.65,-0.29,0.74,-4.86,-4.87,-3.86,-2.55,-0.12,-1.91,0.23,0,--,--,0,--,--,6.52,0,0,0,0,--,0,--,0,--,0,0,0,0,
主营业务收入(万元),898562,710849,274197,560906,339840,196546,80960,310355,232809,158237,83093,253945,192617,140103,66559,231509,179292,138735,76116,273751,189322,110985,55910,308496,227015,141374,137065,79396,477889,188454,92188,31420,24328,3590,45621,26751,37743,24897,49254,72417,25936,34659,
主营业务利润(万元),494380,411409,154292,251321,154725,83746,30738,98357,82911,58055,31568,69872,62217,48113,24683,69516,66847,59634,34519,119310,88306,50569,27054,164603,128373,79382,42832,38300,337378,132196,44670,13875,-6475,-11122,9615,7795,2530,-43032,-2297,26701,9376,13537,
营业利润(万元),494380,411409,154292,251321,154725,83746,30738,98357,82911,58055,31568,69872,62217,48113,24683,69516,66847,59634,34519,119310,88306,50569,27054,164603,128373,79382,42832,38300,337378,132196,44670,13875,-6475,-11122,9615,7795,2530,-43032,-2297,26701,9376,13537,
投资收益(万元),254153,212329,108830,162771,78949,39028,11385,89041,65135,48984,22841,53561,48801,32097,11658,33945,32959,23186,12868,36286,25001,17012,6193,37217,30003,18538,14745,52296,157600,14047,3976,2245,1158,886,1608,1145,1163,1241,7237,7207,2453,583,
营业外收支净额(万元),7682,6200,47,5242,5436,4985,-9,5194,5336,4578,1614,4885,4737,4635,306,4662,-172,-184,-77,2873,3408,2394,-26,3925,4146,4526,4597,2210,26,56,-6876,0,-124,-69,-1660,-136,-226,-1270,0,0,0,0,
利润总额(万元),502063,417609,154339,256562,160161,88731,30729,103551,88247,62633,33182,74757,66954,52748,24989,74177,66675,59450,34442,122182,91714,52963,27028,168527,132519,83908,47430,40511,337405,145010,37059,15831,-6835,-5909,882,2180,3468,-43060,6179,33806,11545,13907,
净利润(万元),351900,295776,107319,178159,108379,60594,18773,67294,58544,40867,22053,47635,41770,34632,16754,43534,40959,38166,21096,78722,59439,33615,16979,115535,86935,54470,27438,27025,203785,99315,30693,15413,-6843,-6140,1255,2616,3802,-44132,1501,20069,6503,8401,
净利润(扣除非经常性损益后)(万元),346795,291792,106841,174859,104658,57473,18760,63760,54780,37576,--,44658,--,31895,--,40222,--,38258,--,76401,--,31943,0,--,--,0,--,--,203789,0,0,0,0,--,0,--,0,--,0,0,0,0,
经营活动产生的现金流量净额(万元),1451975,1684564,-295491,277748,-217867,4989,4968,-467111,-408447,-56010,58085,-43742,-142249,-64378,163601,-1070213,-1071015,-848237,-560900,-27058,-369765,45059,645994,979394,869088,0,-566789,--,971771,0,439468,0,-26194,--,-48165,--,-14860,-245119,0,0,0,0,
现金及现金等价物净增加额(万元),2638574,4017854,676666,1422658,595622,499273,291036,79696,-31414,293626,55278,-90776,-180788,-99018,160376,-1138592,-1133782,-905187,-575136,198762,-122758,44295,643308,943890,837310,--,-578517,--,1027769,--,444037,0,-26626,--,-56830,--,-14582,-253730,0,0,0,0,
总资产(万元),11255056,13898534,9379530,7348754,5539701,4825503,4166313,3558618,3078905,2930228,2649895,2270383,2155513,2221962,2296122,2194594,2055011,2356424,2493005,3053745,2361733,2483472,0,2538999,--,1595071,1319065,2367506,2088679,1881653,715535,525702,245666,266739,335430,445145,479016,430689,877827,737470,372885,165471,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,1864251,699365,507885,226494,234903,301140,402852,434121,378959,822659,689634,332919,121651,
总负债(万元),9437222,12093953,7749920,5826181,4097859,3437792,2806791,2215269,1718312,1620552,1722137,1363219,1259411,1333157,1399632,1318045,1182626,1482528,1603748,2179065,1507939,1922085,--,2004240,--,1132500,892330,1947143,1690516,1698183,633592,455539,191238,206293,269431,371891,407935,361375,741634,588855,244338,121079,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,1698183,633592,455539,191238,206293,269431,371891,407935,361375,741184,588404,243888,121079,
股东权益不含少数股东权益(万元),1745780,1740163,1577941,1468265,1393752,1344907,1320503,1300492,1291632,1272031,894220,870952,862066,857375,860440,842637,840247,842738,859820,839593,822458,534893,0,506107,--,440484,404357,402213,385817,177100,78314,65388,50131,55927,61707,69024,66416,69315,136193,148615,128546,44392,
净资产收益率加权(%),21.68,18.36,7.05,12.88,8.03,4.55,1.43,5.87,5.32,4.04,2.5,5.56,4.87,4.02,1.97,5.2,4.88,4.51,2.48,12.96,11.15,6.47,0,--,--,0,--,--,85.66,0,0,0,0,--,0,--,0,--,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
