报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),-0.18,-0.1,-0.03,0.1,0.09,0.08,0.06,0.39,--,0.3,--,0.71,1.01,0.5,0.61,0.24,0.25,--,
每股净资产(元),--,--,--,3.45,--,--,--,--,--,3.36,--,3.29,2.96,2.56,2.36,1.96,1.57,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.01,--,--,--,--,--,0.33,--,0.55,1.68,0.69,1.27,0.67,--,--,
主营业务收入(万元),2707275,1898376,858403,4115015,3049062,2111956,980772,4321852,2818467,1944524,917194,4426006,4296605,2069338,3173746,1751803,1403953,--,
主营业务利润(万元),682732,487642,193399,1343047,1009652,709967,330871,1367480,1047476,797151,1255475,1802610,2129376,1025746,1442469,698851,563081,--,
营业利润(万元),-76800,-4046,6552,358508,284150,231622,143136,754720,640667,523586,193847,1235253,1616000,773582,970626,329314,259154,78351,
投资收益(万元),21053,13868,6234,60940,46803,31130,14675,76705,55346,39780,19545,94428,127222,76102,65743,26960,25234,--,
营业外收支净额(万元),-38628,-27260,-9153,-6700,-1209,-2272,-298,-7844,-10545,-10632,-10225,-15811,-23719,-10968,-5933,-2567,-3051,--,
利润总额(万元),-115428,-31306,-2601,351808,282941,229350,142837,746876,630122,512954,183622,1219442,1592281,762614,964692,326747,256103,81096,
净利润(万元),-180566,-95483,-29105,95150,92323,82581,59940,348622,319083,270315,83710,641680,907412,448543,546955,219419,185386,52910,
净利润(扣除非经常性损益后)(万元),-149300,-73637,-21282,98795,90660,82247,60194,349071,321942,273240,--,650149,922122,451996,555479,218544,181166,--,
经营活动产生的现金流量净额(万元),33452,85275,-20214,12142,5449,34569,-9876,596790,317145,294455,317200,491808,1510337,618704,1144554,604961,0,104035,
现金及现金等价物净增加额(万元),-21654,108371,-73166,126839,3389,355488,313350,-470383,-182517,-475529,160830,254494,-167125,-207301,151182,-122455,834223,17188,
总资产(万元),9328643,9314574,9346525,9002146,8872099,8968949,8786099,8198652,8519066,8057759,8584357,8403048,6666456,6405459,5418358,4314322,3472376,1751172,
流动资产(万元),2108625,2141613,2111855,1928243,2049990,2240216,2196852,1622319,--,1811532,2478695,2318189,1370755,1531401,1712465,1501622,1261565,602673,
总负债(万元),5202613,5064986,4963793,4665451,4519316,4601653,4277083,4208712,--,3977089,4469107,4481694,3222409,3452011,2691417,2197693,1843302,1146817,
流动负债(万元),3442719,2651301,2725250,2596790,2445679,2570221,2492776,2649860,--,2517978,3039626,3006526,1749661,1946331,1673638,1458603,1240647,623675,
股东权益不含少数股东权益(万元),3298286,3355121,3458127,3449968,3512684,3476821,3563601,3091441,3096948,3023309,3090280,2964534,2660969,2300028,2128465,1762224,1417012,604355,
净资产收益率加权(%),-5.35,-3.13,-0.84,2.79,2.66,2.39,1.78,11.52,--,8.7,--,23.47,37.89,19.09,27.14,13.79,15.58,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
