报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-03-31,2006-12-31,2006-09-30,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.26,0.19,0.2,1.57,1.38,0.93,0.3,1.49,1.19,0.71,0.27,1.01,0.85,0.53,0.27,0.9,0.75,0.46,0.21,0.92,0.76,0.48,0.22,0.7,0.62,0.23,0.21,0.69,0.61,0.34,0.2,0.54,0.42,0.16,0.28,0.25,0.21,0.18,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,7.43,--,7.01,6.69,6.59,6.33,6.2,5.94,5.89,5.69,5.56,5.3,5.18,4.96,4.89,4.49,4.62,4.4,4.32,4.05,4.03,4.17,4.17,2.32,2.16,--,1.92,1.77,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.08,--,1.1,0.76,0.43,1.41,0.98,0.64,0.28,1.75,1.12,0.69,0.4,1.25,0.66,0.49,0.18,0.9,0.41,0.3,0.01,0.72,0.36,-0.01,0.46,--,0.32,0.38,0,0,
主营业务收入(万元),1799655,1235015,629792,3372019,2481493,1627797,674933,2795793,2031144,1270700,572006,2262852,1632588,1025529,479446,1890604,1331791,835768,380939,1805986,1363031,899358,393067,1834540,1352511,799793,392860,1243025,819460,523002,250362,924189,665925,202438,652416,460262,492910,394146,333607,199748,
主营业务利润(万元),339836,268909,137261,953074,813097,548385,180156,817586,648901,385527,156394,615851,499961,323802,152008,552807,442502,281218,123429,584429,498542,319604,136211,618971,552290,298978,157136,421304,308131,202737,106526,311755,259215,89060,161646,135505,98434,89340,77012,36687,
营业利润(万元),159997,117464,116547,838492,747959,500965,168759,739572,594768,349488,139396,532328,450697,290456,138142,475191,391285,246111,108539,461011,418457,265555,111910,416637,367011,133729,117255,333926,289205,198248,108937,285882,244277,84576,143772,125247,94566,78746,62058,27737,
投资收益(万元),23285,17576,8363,53475,36457,23953,11527,39212,27501,16293,6914,26980,19335,13297,6087,17418,12092,8996,3997,14384,11194,8028,2904,15956,-1165,-6183,2127,8967,19263,12365,5897,12504,9819,2020,11761,7687,10662,8618,504,2031,
营业外收支净额(万元),5086,1180,732,13757,5817,5639,940,12389,9895,6814,3509,11352,424,-1519,-166,5972,7163,4985,3617,22413,-6389,-5790,274,-40677,-34528,-14160,1556,-3198,1765,1568,1295,774,-678,-423,1248,876,1128,1866,0,0,
利润总额(万元),165083,118643,117279,852249,753776,506604,169699,751961,604663,356302,142905,543681,451121,288937,137976,481163,398448,251096,112156,483424,412067,259765,112184,375960,332483,119569,118811,330729,290970,199816,110233,286657,243599,84153,145020,126123,95693,80611,63004,29964,
净利润(万元),124911,89475,97005,749206,654871,442402,140996,671597,536296,318032,120432,455935,382931,239775,119255,403928,337384,207123,96590,412849,342917,217424,97735,313532,280554,102838,96020,310224,274907,153445,89135,223758,169968,65776,112801,101873,82100,70173,46590,20947,
净利润(扣除非经常性损益后)(万元),112880,81540,92630,721040,639710,430260,137040,653050,527890,312240,117450,476280,--,243530,--,407090,--,209040,--,393800,--,222350,--,338920,0,112183,0,333406,0,152269,--,223240,0,66060,111123,--,81344,68923,0,0,
经营活动产生的现金流量净额(万元),383209,146160,95683,1015966,690509,457846,112372,846319,489581,306212,34662,873886,495140,341289,194759,634884,438564,287592,123879,785507,505204,309934,178809,560486,294998,220907,79416,403666,183527,135000,4502,296428,146144,-4799,182202,101349,126168,150304,96229,60672,
现金及现金等价物净增加额(万元),664224,71382,-114687,-416861,-84951,-135195,66078,-21410,-62824,10905,73577,416873,772393,187429,62287,-20101,-116126,-187112,-228159,263256,73552,50384,13457,-108089,-103479,-52936,-40265,-250163,-313055,-285839,-214458,644629,646510,-139532,131702,52399,-117165,-19549,-37635,230793,
总资产(万元),9494842,8628688,8510430,8687431,8754562,8512712,8490206,7926228,7728510,7484125,7461733,7470954,7391319,6613056,6494706,6500167,6252418,6210350,6102224,6359333,6372274,6293378,6225220,6093334,6051525,5915608,5785055,5665912,5517596,2376387,2376767,2308908,2161487,1248499,1313341,--,969557,915323,829887,801850,
流动资产(万元),2944022,2244305,2092428,2375289,2727935,2550666,2565866,2159074,2293337,2300470,2244795,2222805,2214324,1519801,1397508,1354691,1163022,1067890,958523,1183569,1227469,1211962,1139588,1019986,1082996,1061108,1010296,1009712,1082911,1033771,1191565,1143378,1146268,300156,382141,--,220081,320551,339383,355888,
总负债(万元),4823019,4032253,3676784,3955221,4109284,4080659,4157882,4200248,4126659,4096628,4122163,4250463,4236894,3604852,3529704,3654252,3467312,3541167,3453609,3800341,3874339,3911969,3896676,3862773,3853939,3895346,3708513,3686127,3556057,554442,565887,586407,493475,320857,451480,--,204083,208856,175373,189024,
流动负债(万元),1998260,1876116,1170743,1431176,1376302,1314026,1217009,1254401,973680,914640,693722,798406,694914,662994,618564,725568,542876,593624,555358,673764,652547,673934,473565,519799,479025,471838,2100639,1240847,1493179,320681,311964,338450,237136,170506,332671,--,144267,124467,60746,72295,
股东权益不含少数股东权益(万元),4662607,4588775,4827318,4727263,4641061,4428410,4329406,3723866,3599726,3385402,3337790,3219391,3153268,3007642,2964525,2845856,2785121,2668817,2648460,2558958,2497850,2381409,2328544,2230560,2197586,2020262,2076542,1979784,1943435,1821944,1810881,1722501,1668012,927642,861861,--,765474,706467,654514,612826,
净资产收益率加权(%),2.65,1.89,2.03,17.02,14.98,10.3,3.43,19.34,15.59,9.49,3.67,15.03,12.72,8.08,4.1,14.85,12.49,7.78,3.7,17.16,14.4,9.29,4.29,14.89,0,5.06,4.73,16.76,0,8.53,5.04,19.86,0,7.35,13.57,--,10.82,10.09,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
