报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-09-30,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),-0.1,-0.09,-0.05,0.06,0.04,0.03,0.01,0.16,0.13,0.09,0.01,0.08,-0.01,-0.03,-0.03,0.11,0.15,0.12,0.05,0.27,0.2,0.1,0.04,-0.29,-0.13,-0.14,-0.05,0.04,0.06,0.06,0.03,0.17,0.09,0.07,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.88,--,2.79,2.77,2.79,2.82,2.86,2.83,2.8,2.75,2.68,2.58,2.53,2.48,2.64,2.66,2.74,2.79,2.81,2.9,2.87,2.85,2.77,2.77,2.72,2.64,2.63,2.73,2.73,2.73,2.72,2.66,2.81,2.62,2.57,3.99,3.89,3.71,3.64,3.58,3.51,3.44,3.59,3.53,3.47,3.41,3.49,3.3,3.34,3.2,3.15,3.11,3.09,3.07,3.08,2.98,3.01,3.62,3.31,3.47,3.18,2.82,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.13,--,0.34,0.22,0.1,0.39,0.26,0.23,0.05,0.38,0.36,0.29,0.06,0.51,0.53,0.21,0.03,0.34,0.1,0.22,-0.09,0.26,0.1,0.15,-0.14,0.26,0,--,0,0.49,0,0,0,0.63,0,0,0,0.5,0,0,0,0.46,0,0.13,0.02,0.45,0.11,0.53,0.19,0.36,--,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),197953,124522,57172,286491,216197,119844,55303,249110,172531,110708,51734,230763,174919,110911,50011,242110,186866,126243,63283,268564,187797,115998,54951,216360,169635,104613,49021,250237,196900,133702,69445,229068,167877,113605,55719,177490,133902,83877,35688,184252,132808,86467,43329,166040,118469,75569,35930,118507,87920,55641,28445,108352,79760,51847,23090,104492,61767,86687,38678,65826,26529,63125,27729,63910,30449,58953,22953,64643,31808,62824,29450,53313,39689,26449,34032,27171,25507,
主营业务利润(万元),35433,21118,9730,58504,45148,25471,11923,60988,42503,25774,11486,40773,26546,14964,6808,51089,41954,29731,14012,58502,41999,25831,12004,30790,20382,10285,299,41215,32866,23001,10648,41273,29190,18062,--,27047,19183,12212,4502,38606,32647,22018,11741,51889,39773,25341,11447,35362,24262,15930,8231,38460,25425,16721,7899,40255,22385,36833,15633,24580,9022,16162,6554,6761,4512,12231,5872,26480,15730,27083,15210,22038,17972,0,0,0,0,
营业利润(万元),-13287,-10227,-5486,-3694,-3431,-1888,-2255,1059,3910,1112,57,-15484,-5696,-5718,-4188,3066,10202,8281,3747,16146,13085,5428,2251,-8845,-13677,-13227,-5988,-5750,4443,4751,2163,3797,7505,5588,1797,-4865,-2145,-1788,-1710,10745,12111,8129,4897,22277,16265,10245,4829,16073,10014,6708,3554,11215,8818,5814,3195,16713,8833,18955,7404,11046,2216,3611,355,7190,0,12722,0,26790,0,0,15326,22348,18259,12004,7829,4195,3158,
投资收益(万元),5061,2453,897,5092,1898,1152,563,1466,1419,731,145,-857,1123,389,-128,792,1329,831,137,6085,3708,3214,-10,5787,5631,4930,-47,881,721,590,137,5421,5520,5496,3134,4622,2246,1526,639,2661,1872,1511,921,2851,1570,1035,301,887,1617,1227,546,1655,1285,845,138,1661,1487,-350,254,124,124,620,661,605,605,0,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),2532,1435,618,7991,6067,5075,3403,8733,2307,2038,832,20648,3771,2533,1317,5813,4417,3052,1395,8297,6532,4903,2556,-10426,2185,729,252,7522,--,--,--,10164,-8,-39,--,3437,0,--,0,1090,0,0,0,-649,0,0,0,-343,0,0,-0,0,12,-17,0,0,0,-79,0,-242,0,0,0,0,-6,0,-21,0,-57,-73,0,--,--,--,--,--,--,
利润总额(万元),-10755,-8792,-4868,4298,2637,3187,1149,9791,6217,3151,889,5164,-1925,-3185,-2871,8879,14619,11332,5142,24443,19617,10331,4807,-19271,-11493,-12498,-5735,1773,4744,5039,2446,13962,7496,5550,1741,3194,2934,2410,1279,14496,14045,9709,5809,24479,17785,11218,5074,16617,11647,7946,4100,13004,10142,6641,3038,18804,10571,18526,7654,10928,2340,4177,1018,7839,5307,12644,6090,29195,15838,27378,15283,21630,17763,11529,7835,4127,3151,
净利润(万元),-8939,-7954,-4241,5335,3560,3083,1124,11914,9173,6526,475,5788,-373,-1872,-1861,7744,11021,8568,3736,19416,14445,7133,3252,-21087,-9806,-9947,-3519,2792,4138,4105,2146,12592,6578,5159,1807,2323,719,608,185,12532,11656,8204,4420,19292,14456,9224,4069,13352,9719,6642,3387,11051,8806,5791,2622,16238,9196,15462,6544,9419,2007,3463,964,6994,4837,11356,5481,26319,14254,25320,14137,3577,17763,10864,7248,4127,3151,
