报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.37,0.47,0.24,0.85,0.67,0.57,0.26,1.25,0.76,0.57,0.24,1.14,0.94,0.8,--,
每股净资产(元),5.09,9.61,9.53,9.29,9.1,8.98,--,6.07,--,--,--,4.82,3.68,2.33,--,
每股经营活动产生的现金流量净额(元),0.43,0.28,-0.24,-0.2,-0.34,-0.06,--,0.42,--,-0.24,--,0.92,0.29,0.25,--,
主营业务收入(万元),26722,17492,9095,30345,22114,15202,7026,30231,21671,14915,6142,28662,26541,21256,17163,
主营业务利润(万元),11033,6860,3364,11072,8210,5750,2848,11392,8153,5812,2667,10216,8566,6208,5030,
营业利润(万元),5053,3261,1631,4313,3513,2680,1444,6270,4254,3150,1343,5791,4886,3774,3208,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),103,83,69,913,463,486,5,625,28,19,5,523,166,251,18,
利润总额(万元),5156,3343,1700,5226,3977,3166,1449,6895,4282,3169,1348,6313,5052,4025,3225,
净利润(万元),4497,2897,1437,4606,3504,2750,1248,6006,3629,2731,1171,5463,4488,3619,2865,
净利润(扣除非经常性损益后)(万元),--,2826,--,3833,--,2337,1244,5449,--,2715,1167,5019,4343,3399,2850,
经营活动产生的现金流量净额(万元),5368,1706,-1469,-1206,-2089,-34,-390,1993,-2518,-1149,-1834,4410,1405,1113,1245,
现金及现金等价物净增加额(万元),5823,-348,-2391,18415,20747,27665,-217,-826,-2315,-1026,-2346,-1512,3812,791,783,
总资产(万元),84246,64120,63216,62022,63657,66403,37676,35338,--,--,--,29731,26810,16035,11269,
流动资产(万元),58523,49993,50826,49516,51705,54458,25741,23940,--,--,--,20372,20178,12412,8942,
总负债(万元),17959,4845,4879,5124,7878,11391,7048,5960,--,--,--,6593,9135,5552,5739,
流动负债(万元),6448,4493,4544,4784,7533,10041,5693,4600,--,--,--,5213,7835,5552,5739,
股东权益不含少数股东权益(万元),63417,58636,58096,56654,55529,54776,30390,29140,--,--,--,23138,17675,10482,5530,
净资产收益率加权(%),7.49,4.99,2.51,10.74,9.1,9.01,4.19,22.98,--,11.15,--,26.77,29.96,45.84,48.44,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
