报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),-0.04,-0.04,-0.33,1.08,-0.06,-0.05,-0.31,1.47,--,0.13,-0.4,1.26,1.24,0.88,0.51,
每股净资产(元),4.1,4.02,9.98,7.17,5.84,5.85,9.41,6.23,--,4.9,--,4.77,3.52,2.28,1.17,
每股经营活动产生的现金流量净额(元),-0.12,-0.15,-0.45,0.73,-0.3,-0.32,0.6,0.16,--,-1.43,-0.88,0.35,0.61,1.52,0.54,
主营业务收入(万元),36600,22042,6468,70267,32984,18539,5793,62305,--,22640,5033,52722,41478,29650,22737,
主营业务利润(万元),28288,17033,5016,53838,26535,14813,4439,48063,--,18454,4391,41083,32249,23117,18029,
营业利润(万元),-5559,-4215,-5622,8908,-3518,-4405,-4947,5466,--,-640,-4225,8010,7656,5041,2780,
投资收益(万元),--,--,--,3,--,--,--,--,--,--,--,11,585,--,--,
营业外收支净额(万元),4498,3293,1377,6984,2839,3940,2447,6387,--,2093,1219,3379,3569,2699,1534,
利润总额(万元),-1061,-922,-4245,15892,-679,-465,-2501,11853,--,1453,-3006,11389,11225,7740,4315,
净利润(万元),-1364,-1279,-4479,14450,-812,-659,-2499,11053,1854,998,-3017,9477,9302,6574,3801,
净利润(扣除非经常性损益后)(万元),--,-3125,--,13496,--,-739,--,10161,1297,551,--,9098,8679,6537,3798,
经营活动产生的现金流量净额(万元),-4287,-5348,-6422,9905,-4074,-4269,5076,1177,-11656,-10691,-6613,2632,4609,11437,4014,
现金及现金等价物净增加额(万元),-14592,-11475,7071,37941,25818,26937,39704,-754,--,-11253,-6751,946,2430,12833,3863,
总资产(万元),170859,165629,180028,122316,97448,96840,109583,73491,52208,47765,--,53131,40076,32462,17437,
流动资产(万元),98578,100279,117715,110396,87662,87915,101970,66854,--,43125,--,48385,36295,30752,15915,
总负债(万元),23577,21662,37074,25240,18436,17664,29968,26754,--,11009,--,17342,13702,15381,8687,
流动负债(万元),18566,16580,31480,21173,18136,17564,29968,26754,--,10849,--,16609,12702,15081,8587,
股东权益不含少数股东权益(万元),147279,143920,142892,97031,79012,79176,79615,46738,37614,36756,--,35789,26374,17081,8749,
净资产收益率加权(%),-1.05,-1.06,-4.73,16.78,-1.07,-1.05,-3.71,26.79,--,2.75,-9.36,30.49,42.8,54.38,55.5,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
