报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,
基本每股收益(元),0.07,0.05,0.01,0.09,0.06,0.04,0.01,0.15,0.11,0.07,0.02,0.12,0.06,0.03,0.01,0.08,0.05,0.01,0.01,0.07,0.06,0,0,0.12,0.13,0.11,0.04,-0.09,-0.06,-0.05,-0.03,0.14,0.14,0.1,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.85,1.8,1.87,1.85,1.83,1.89,2.06,2.06,1.98,1.82,1.81,1.77,1.67,1.68,1.64,1.56,1.58,1.6,1.52,1.55,1.46,1.42,1.36,1.36,1.33,1.62,1.57,1.56,1.48,1.48,1.48,1.47,1.63,1.62,1.72,1.69,1.64,1.63,1.49,1.49,1.99,1.98,1.87,1.86,1.83,1.75,2.41,2.46,2.72,2.72,3.46,3.47,3.44,3.44,3.33,3.14,3.53,3.32,3.22,5.07,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.03,0.01,0.07,0.02,-0.03,-0.03,-0.01,0.07,-0,-0.02,-0.01,0.05,0.03,0,0.01,0.03,-0.01,-0.01,-0.03,0.01,0.03,-0.04,0.04,0.02,0,0,0,0.08,0,0,--,0.09,0,0,--,0.01,0,0,0,0.03,0,-0.05,--,-0.03,-0.04,0.25,0.06,0.12,--,0.15,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),13007,7832,3779,17272,14558,9901,4088,21877,15185,9591,4649,20295,15088,10447,4771,21394,16199,11350,5138,25590,17438,11557,5102,20057,12538,7957,2174,20836,13996,10118,2227,21596,21509,12012,4572,15612,11671,5815,2313,14289,11188,7602,2473,24061,15419,8748,4779,14727,9016,5049,2105,9525,5116,2223,399,2005,571,--,2895,9497,4415,11757,9748,21295,5330,16809,7351,15494,9082,14856,7442,14584,11224,
主营业务利润(万元),4925,3046,1378,5973,5144,3498,1413,8050,5480,3343,1487,6285,4710,3193,1614,6688,4498,3217,1466,5194,4487,3171,1303,3779,2860,1745,763,4145,3868,2797,853,6738,5435,3323,--,3035,2781,1641,596,2782,2316,1402,397,4063,2067,1267,730,2501,1548,842,283,1221,679,328,73,503,12,--,-817,500,185,1836,1428,-500,-752,-2508,-3805,-5179,671,6213,3098,6775,3239,
营业利润(万元),5477,4062,2240,6893,4194,3211,1022,9034,7015,4507,1003,6198,3121,2071,1155,4702,2689,478,151,3594,4343,346,191,5102,7106,6247,2553,-3898,-2181,-2282,-1329,6221,5997,4438,1634,664,760,591,-170,-1936,-436,-160,-409,-264,122,203,269,1629,330,-125,-16,-205,-585,-626,-111,-251,-622,-4294,-1542,-572,-352,-9002,-69,-437,0,-2436,0,-3821,0,6298,0,6788,3239,
投资收益(万元),4349,3555,2450,7180,4128,2857,820,6543,5333,3699,810,5444,2021,1412,932,3959,2713,38,-146,4682,3105,-153,-74,8071,6913,5610,2132,908,276,956,1185,4358,3536,2780,1216,3027,1152,1348,607,3434,457,282,404,282,1175,735,688,5090,4654,4419,209,4569,4808,4645,333,3067,2797,-11261,276,445,144,-4835,-216,647,88,1093,351,142,0,1956,0,0,0,
营业外收支净额(万元),357,74,14,156,104,40,15,627,308,354,246,1214,544,121,27,521,283,183,64,44,66,44,23,430,318,196,139,--,--,178,--,--,--,129,--,-28,0,0,0,-32,0,0,12,-655,0,0,1,-322,-346,0,0,-47,-47,-32,0,-282,-315,-37,0,57,0,--,--,0,681,1938,92,0,0,0,0,0,0,
利润总额(万元),5834,4137,2255,7049,4298,3250,1037,9661,7324,4861,1249,7412,3666,2192,1182,5223,2972,660,215,3638,4409,389,214,5532,7424,6443,2692,-3535,-1967,-2104,-1255,6715,6198,4567,1643,3670,1968,1927,432,1505,61,123,413,-635,1293,938,958,6397,4639,3950,193,4317,4177,3988,222,2534,1859,-15592,-1273,191,28,-14783,-177,716,118,634,-2721,-1564,1710,8242,4853,6505,3256,
净利润(万元),2507,1677,453,3157,2063,1443,353,5280,3868,2498,658,4251,2194,1170,459,2751,1770,479,232,2385,2025,73,95,4059,4315,3759,1302,-3083,-1963,-1809,-877,4803,4811,3494,1402,2662,1612,1610,445,2345,223,195,277,-1197,942,672,814,5850,4473,3970,181,3986,3919,3858,203,2392,1848,-15592,-1253,214,60,-14839,-211,648,120,665,-1236,-1138,1403,6890,4084,6505,3256,
