报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.09,0.06,0.02,0.09,0.06,0.03,0,0.02,0.01,0.01,0,0.02,0.1,0.07,0.04,0.38,0.28,0.23,0.78,0.83,0.4,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.96,--,5.02,4.99,4.96,4.93,4.85,5.3,2.45,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.43,--,-0.02,0.31,0.47,-1.27,-0.98,-1.11,0.55,0.73,0.84,
主营业务收入(万元),131528,76916,31996,164003,120862,74993,33492,140002,100940,60084,22550,124272,101153,68000,32189,158314,123989,88583,201149,158325,123875,
主营业务利润(万元),28448,17627,7644,30777,21014,12259,4763,24333,17386,10468,4281,21902,16507,12366,6126,30898,24493,19690,57900,54538,31283,
营业利润(万元),11136,6572,1796,11371,7872,4665,420,2156,1348,618,261,1444,4969,3643,1832,18752,12811,11681,36452,37040,18231,
投资收益(万元),71,71,-27,-53,-182,-227,-34,-235,30,85,-38,503,-164,-226,--,7588,2279,2291,117,-28,--,
营业外收支净额(万元),-75,-120,38,-427,-393,-390,-33,83,40,63,4,-55,99,-27,46,650,1037,-128,809,849,441,
利润总额(万元),11060,6451,1834,10944,7479,4274,387,2239,1388,681,264,1389,5068,3615,1878,19402,13848,11553,37261,37889,18672,
净利润(万元),9283,5553,1576,9286,6034,3385,234,1997,1128,559,209,1114,4316,3039,1574,16358,11436,9388,31143,33116,15819,
净利润(扣除非经常性损益后)(万元),9369,5523,1544,9636,6356,3704,263,1926,1113,384,--,-168,--,2941,--,8937,--,9086,31544,31275,16192,
经营活动产生的现金流量净额(万元),-7822,-1809,-13507,32039,4910,3052,-4766,20340,-7587,-13345,-19296,-8397,-920,14180,1970,-57462,-44170,-45423,22014,29237,12561,
现金及现金等价物净增加额(万元),-30414,-7374,-14597,-3889,-16858,-21079,-19531,11388,-17527,-6460,-9467,-1104,-1200,10811,3493,53339,52987,54670,9093,5590,1845,
总资产(万元),391537,389818,380502,386925,373462,369846,365321,383042,376945,392507,377017,372368,385023,379441,376932,373939,368068,371218,263037,189127,123664,
流动资产(万元),284976,281001,271445,277144,275494,270594,263679,280813,276580,294229,277857,267796,272405,268788,271605,270332,262445,267065,167390,118093,84099,
总负债(万元),145985,148036,139706,147674,141407,140461,139130,157089,151850,167992,152866,148418,157862,153567,152521,149615,144145,149277,161998,119703,83933,
流动负债(万元),135012,147027,138662,146594,131056,130093,128745,146688,136431,152556,137414,132948,147075,147764,146700,143777,135591,140706,150443,111203,82924,
股东权益不含少数股东权益(万元),240791,237067,236075,234499,231248,228598,225447,225213,224344,223775,223425,223216,226418,225141,223683,222116,218481,216487,98059,66916,39731,
净资产收益率加权(%),3.91,2.34,0.67,4.04,2.61,1.48,0.1,0.89,0.5,0.25,0.09,0.5,1.91,1.35,0.71,9.68,9.83,7.78,37.75,58.83,49.71,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
