报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2005-12-31,
基本每股收益(元),-0.4,-0.5,0.11,0.18,0.24,0.16,0.09,0.17,0.37,0.3,0.19,0.85,0.63,0.41,0.2,0.83,0.56,0.36,0.18,0.93,0.56,0.47,0.64,0.41,0.27,0.56,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.33,6.11,6.2,6,5.73,5.53,5.64,3.23,2.93,2.76,2.49,--,2.09,2.49,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-1.55,-1.55,-1.08,-0.71,-0.56,-0.38,-0.14,0.55,5.23,0.15,1.07,4.83,0.76,0.55,0,
主营业务收入(万元),192836,121745,56150,313278,244870,156913,68179,594219,436392,300886,161248,1172169,837887,534496,244787,396725,249756,159978,76289,330902,239262,160051,284190,214720,261357,225756,197740,
主营业务利润(万元),40646,25407,12209,61407,48614,33916,16445,89662,60701,38797,19364,101135,69350,45106,20874,78180,52104,34380,15860,68342,51944,36506,66173,49146,31394,42001,0,
营业利润(万元),-27818,-33129,3933,11044,13713,8834,5562,15104,21556,15948,9625,48226,36379,23623,11045,45902,31735,20818,10108,40708,33864,24994,37531,31035,13483,26441,0,
投资收益(万元),-533,-1253,333,834,-108,-31,-40,-193,310,37,-330,-283,181,177,3,1682,854,884,89,630,387,327,-263,22,3266,-12,0,
营业外收支净额(万元),3652,2309,1432,6001,2841,1806,328,3982,372,-15,196,1176,147,205,98,825,513,518,569,5658,431,376,283,30,4063,651,0,
利润总额(万元),-24167,-30820,5365,17044,16554,10639,5890,19086,21928,15933,9822,49402,36526,23828,11143,46727,32248,21337,10677,46366,34294,25370,37814,31066,17545,27092,0,
净利润(万元),-15929,-19982,4422,7064,9774,6424,3629,6960,14871,12109,7467,33878,25195,16511,8198,32860,22189,14366,6783,33445,22854,16889,23064,16594,9847,20301,13200,
净利润(扣除非经常性损益后)(万元),-20732,-23190,2796,1639,6934,4753,3158,3188,14221,11800,7279,32544,--,16051,--,31779,--,13593,--,28166,22294,16590,22860,16551,3838,17955,0,
经营活动产生的现金流量净额(万元),17753,408,-8178,41633,6614,-12173,-31944,39841,18337,15031,7389,-51994,-62140,-61935,-43355,-28405,-22420,-15238,-5425,19848,15136,5397,38592,22777,25538,13210,0,
现金及现金等价物净增加额(万元),-25855,-4568,-5318,-28293,-35923,10273,-44995,11395,-27750,-16608,8294,-25128,-38448,-46464,-15514,28588,31331,45252,68461,859,-1753,-13512,12447,-24323,-8900,7633,0,
总资产(万元),716960,690286,698245,692513,692102,711230,671504,697462,731337,721124,742901,764610,894367,780266,764303,680248,550957,515251,511161,414531,401464,373806,348391,--,308004,231766,214276,
流动资产(万元),511251,495010,498580,493469,511485,529178,489039,514107,553912,549809,577539,606899,739037,629621,613084,531813,412698,388821,403544,306999,295852,270319,264721,--,235321,199378,0,
总负债(万元),431855,409253,382124,381735,386019,409381,365068,395611,425340,417665,434720,465137,605949,503415,480800,406114,290168,264008,257173,272138,272271,251736,236793,--,226010,166288,0,
流动负债(万元),314019,290544,278939,278185,280994,308330,309045,340319,396200,376391,390147,434702,498758,484909,467116,396677,280708,256101,248841,265721,260665,240089,227797,--,217288,156507,0,
股东权益不含少数股东权益(万元),243028,238896,269268,264682,266029,262501,265556,261780,269470,266533,270367,262822,253441,244731,248437,240213,229458,221571,226002,116113,105320,99362,89664,--,70182,59746,25301,
净资产收益率加权(%),-6.27,-7.88,1.66,2.69,3.71,2.44,1.38,2.69,5.57,4.52,2.8,13.6,10.24,6.75,3.36,14.93,10.38,6.93,3.6,33.12,0,17.87,28.92,--,15.24,41.76,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
