报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
基本每股收益(元),0.19,0.12,0.05,0.31,0.23,0.15,0.05,0.2,0.15,0.1,0.04,0.19,0.13,0.09,0.04,0.32,0.31,0.24,0.48,0.26,0.29,0.14,
每股净资产(元),4.57,3.66,4.82,4.77,4.69,4.61,4.61,4.56,4.51,4.46,4.5,4.46,4.39,4.36,4.38,4.34,4.32,1.73,1.5,--,1.18,1.07,
每股经营活动产生的现金流量净额(元),0.11,0.04,-0.11,0.61,0.44,0.21,0.09,0.6,0.44,0.27,0.12,0.26,0.02,-0.1,0.05,0.04,0.06,0.11,0.52,-0.15,1.06,-0.39,
主营业务收入(万元),47584,31263,14160,65366,46071,30046,13559,51351,32794,21561,10248,36150,26017,16173,6593,31078,24535,17392,31955,15711,24362,20367,
主营业务利润(万元),31388,20275,8923,43856,30714,19609,8681,32806,20434,13441,6178,21244,14788,8842,3016,14219,11602,7832,14208,6562,9893,7618,
营业利润(万元),3732,2357,1206,5165,4312,2632,1147,4124,3121,2188,777,2511,2435,1754,641,4096,3784,2794,4799,2080,3808,1410,
投资收益(万元),-42,-10,13,286,26,-21,-21,49,--,--,--,5,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),236,156,22,857,465,348,42,150,107,53,40,1349,158,0,--,122,23,23,977,1013,129,415,
利润总额(万元),3968,2513,1228,6022,4777,2980,1189,4274,3228,2241,816,3860,2593,1754,641,4218,3807,2817,5776,3093,3936,1825,
净利润(万元),3029,1902,729,4100,3137,1980,683,2711,2027,1353,521,2580,1707,1268,550,3534,3219,2367,4798,2598,2890,1304,
净利润(扣除非经常性损益后)(万元),--,1792,--,3575,--,1763,--,2644,--,1320,--,1477,--,1268,--,3430,--,2348,3968,1738,2724,992,
经营活动产生的现金流量净额(万元),1884,586,-1468,8219,5837,2756,1197,8058,5907,3578,1651,3505,254,-1388,670,475,793,1072,5203,-1485,10555,-3916,
现金及现金等价物净增加额(万元),837,-4031,-4467,2585,1953,-2003,-109,-19160,-13265,-3934,-2629,-9254,-13059,-12336,-13419,31209,35023,-1704,-1521,-5767,8947,461,
总资产(万元),119714,114209,113674,118134,105342,102596,106902,109037,87412,76233,78316,82716,81339,79548,71694,70256,68649,30334,28084,--,25951,22415,
流动资产(万元),37113,31553,30431,37004,31608,29314,28699,30239,30284,41300,45047,48713,46971,46494,35500,53434,52117,14251,13893,--,15938,12317,
总负债(万元),32582,47270,30506,35817,26305,25092,29756,32321,21591,10801,12568,17599,17291,16214,13026,12139,10847,13008,13125,--,14191,11745,
流动负债(万元),28301,36419,17989,23229,13976,12754,16765,19282,10502,8684,10423,15427,16591,15487,13026,12139,10847,13008,13125,--,12191,7745,
股东权益不含少数股东权益(万元),79338,58804,64491,63762,62799,61642,61683,61000,60316,59642,60148,59627,58754,58315,58667,58117,57802,17326,14959,--,11760,10670,
净资产收益率加权(%),4.71,3,1.14,6.6,5.07,3.22,1.11,4.5,3.38,2.25,0.87,4.39,2.92,2.16,0.94,11.81,15.35,14.67,35.92,21.02,25.77,12.27,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
