报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.48,0.29,0.22,0.7,0.37,0.26,0.04,0.64,0.62,0.54,
每股净资产(元),4.85,4.74,--,3.22,--,--,--,2.65,2.11,1.66,
每股经营活动产生的现金流量净额(元),-0.43,-0.74,--,0.69,--,-0.11,--,0.55,0.47,0.33,
主营业务收入(万元),25453,16791,8984,24748,15505,10276,3925,21213,20177,17092,
主营业务利润(万元),8031,5639,3094,8593,5366,3390,1321,8168,8069,7178,
营业利润(万元),2870,2342,1506,3175,1464,904,336,2842,2930,2712,
投资收益(万元),--,--,--,--,--,--,--,--,--,11,
营业外收支净额(万元),706,257,135,1525,991,802,15,1444,1316,1030,
利润总额(万元),3576,2598,1641,4700,2455,1706,351,4285,4246,3742,
净利润(万元),3199,2319,1328,4225,2218,1553,223,3846,3708,3267,
净利润(扣除非经常性损益后)(万元),--,2301,--,3875,--,1229,--,3565,3340,3027,
经营活动产生的现金流量净额(万元),-3475,-5919,-6347,4133,-1631,-666,98,3302,2849,1996,
现金及现金等价物净增加额(万元),12638,11440,-5530,2265,-3433,-2301,-1431,354,-1704,2911,
总资产(万元),47908,45274,25460,27179,--,--,--,22210,17204,16415,
流动资产(万元),39793,37108,17341,18930,--,--,--,14503,11915,12533,
总负债(万元),9104,7351,5794,7840,--,--,--,6296,4536,6454,
流动负债(万元),8058,6425,4928,6974,--,--,--,5282,4256,4134,
股东权益不含少数股东权益(万元),38804,37923,19667,19339,--,--,--,15914,12668,9960,
净资产收益率加权(%),12.24,11.5,--,23.7,--,9.42,--,27.1,33.51,38.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
