报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.09,0.06,0.04,0.08,0.13,0.09,0.05,--,0.24,0.16,0.1,0.35,0.26,0.18,0.14,0.47,0.34,0.22,0.15,0.5,0.39,0.23,0.1,0.42,0.28,0.16,0.1,0.39,0.32,0.21,0.11,0.36,0.24,0.15,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,3.18,--,--,--,--,--,--,--,3.07,--,2.88,2.8,4.13,3.99,3.85,3.74,5.52,5.37,5.27,5.1,5.05,4.95,4.81,4.69,4.71,4.61,4.53,4.42,4.4,4.3,4.18,4.08,4.21,4.09,4.04,3.99,4.04,3.97,3.91,3.89,3.95,3.92,3.86,3.81,5.15,5.07,5.05,4.97,4.85,4.79,4.9,2.43,2.19,1.94,1.79,
每股经营活动产生的现金流量净额(元),--,--,0.09,--,--,--,--,--,--,--,0.9,--,0.51,0.32,0.51,-0.01,0.1,-0.12,0.13,0.14,0.13,0.03,-0.37,0.54,0.21,0.43,0.46,0.73,0.34,0.16,0.12,-0.12,-0.46,-0.6,-0.29,0.03,0,--,0,0.5,0,0,0,0.1,0,0,0,0.13,0,0,0,0.06,0,0.06,0.14,0,0,
主营业务收入(万元),39601,27428,14767,57197,40524,31025,21386,103012,81029,60010,33406,127538,101159,73275,40873,114872,82061,54787,26951,69902,52038,35489,14000,67061,39554,22139,10708,55978,46926,31236,12704,52108,38987,21720,8502,41527,22841,15266,7846,32180,18006,12486,4903,20576,13266,7635,4084,26076,21210,13589,4833,17491,11725,7942,15099,12480,10610,
主营业务利润(万元),8936,5986,2637,13333,10642,6843,3277,16511,13215,9763,5060,19365,13489,9999,4980,19998,13446,9275,4334,13748,10485,6741,3015,11147,7360,4522,2378,11234,8291,5851,2962,9102,5742,3708,--,6135,3473,2717,1330,4050,1947,1454,679,2850,1964,1302,911,3825,2981,2143,711,3728,2731,1910,3713,3372,2878,
营业利润(万元),2109,1547,958,1714,3456,2324,1505,5703,5155,4323,2679,9835,7598,5184,2851,7819,6094,4175,1980,5421,4739,2790,1375,4561,4007,2630,1216,4437,4261,3016,1640,3277,2450,1359,660,2619,1587,1438,818,1620,826,628,352,1298,746,299,625,2385,2165,1463,535,2275,1621,1131,2186,1724,1657,
投资收益(万元),433,317,2,762,333,308,179,327,149,66,--,93,93,93,3,25,32,34,32,22,18,-4,-5,8,-5,-7,-9,-8,-7,-7,-5,6,--,--,0,0,0,--,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),290,224,132,677,393,272,24,1875,1346,124,12,-169,6,97,32,652,102,46,11,581,105,66,17,497,-139,-269,-0,--,--,--,--,--,--,--,--,9,0,--,0,-6,0,0,0,18,0,0,0,3,0,-7,0,-6,0,0,0,0,0,
利润总额(万元),2398,1770,1090,2391,3849,2596,1530,7578,6500,4447,2691,9666,7604,5281,2883,8471,6196,4221,1991,6001,4845,2856,1392,5058,3868,2361,1216,4882,4458,3012,1642,4094,2754,1691,921,2934,1843,1446,818,1956,1014,776,409,1508,891,322,643,2491,2166,1464,543,2330,1682,1129,2113,1692,1545,
净利润(万元),1927,1349,793,1759,3005,1907,1222,6254,5400,3644,2145,7890,5922,4070,2126,7079,5022,3303,1514,4987,3900,2246,1029,4165,2808,1578,1000,3921,3229,2126,1103,3543,2402,1487,773,2417,1665,1215,623,1543,866,662,357,1224,752,231,564,2154,1981,1362,502,2330,1682,1129,2113,1692,1545,
净利润(扣除非经常性损益后)(万元),1378,949,693,1460,2609,1556,1073,--,4287,3551,--,8273,--,3993,--,6955,--,3267,--,4930,0,2217,--,4647,--,1959,0,3934,0,2129,0,3417,0,1488,--,2402,0,1207,0,1526,0,695,0,1184,0,226,0,2151,0,1368,0,2337,1621,0,0,0,0,
经营活动产生的现金流量净额(万元),4460,3036,1945,-14089,-9365,-2677,-2713,10649,9512,12447,20122,17976,11375,7152,7606,-159,1556,-1716,1265,1376,1291,307,-3634,5415,2105,4283,4593,7208,3407,1617,1227,-1188,-4598,-5986,-2926,345,-1910,1135,1403,5014,2294,2394,-877,1001,694,251,-1385,957,58,730,9,486,0,284,647,0,0,
现金及现金等价物净增加额(万元),4708,5280,173,-30583,-18091,-15316,-3832,-621,-5547,-658,19666,15349,11917,6740,7501,-3135,-249,-3208,1196,-797,183,-755,-3730,4175,607,2922,3883,4880,2185,1064,1225,-3379,-5804,-7085,-2951,-1572,-3771,-384,1348,3439,1054,1139,-1020,-5016,-4257,-3659,-1697,-5108,-3805,-1609,-1785,25801,0,41,642,0,0,
总资产(万元),187684,190765,188732,192290,194519,187304,186717,193638,197185,190490,204633,217145,221424,199345,207226,210632,211804,211711,213398,213020,197249,186626,178724,166018,165151,166968,168536,163978,159377,157413,143593,137333,120863,110100,111178,103034,103283,94226,84071,86839,84335,73823,71944,67054,66964,64208,62478,62932,58194,53581,52755,50924,50195,23197,22612,24827,21509,
