报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,
基本每股收益(元),0.35,0.3,0.1,0.3,0.18,0.17,0.08,0.56,0.35,0.12,0.08,0.35,0.17,0.16,0.09,0.26,0.19,0.14,0.06,0.22,0.09,0.07,0.03,0.19,0.11,0.07,0.04,0.18,0.15,0.12,0.08,0.18,0.16,0.12,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.82,--,2.56,2.65,2.57,2.48,2.41,2.37,2.4,2.33,2.17,2.15,2.12,2.09,2,1.97,1.99,1.96,1.96,1.93,2.03,1.99,1.92,1.87,1.91,1.84,1.81,1.76,1.84,1.81,1.79,1.74,1.8,1.76,1.73,1.7,1.82,1.77,1.75,1.7,1.68,1.64,1.73,1.7,1.64,1.6,2.04,2.4,2.03,1.9,1.55,2.17,1.87,2.3,1.82,2.19,2.45,2.27,2.51,2.32,2.17,2.59,2.44,2.15,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.24,--,-0.57,-0.57,-0.47,0.32,0.41,0.34,0.2,-0.13,0.05,-0.05,0.04,0.3,0.14,0.1,0.09,0.16,0.32,0.17,0.19,0,-0.04,0.05,0.04,0.2,0,--,0,0.18,0,0,0,0.26,0,0,0,0.41,0,0,0,0.17,0,-0.04,--,0.38,0.04,0.02,-0.16,0.15,--,-0.25,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),34077,29854,12819,59739,45384,37992,18350,111683,64893,32148,16822,94534,46096,33082,15397,88740,56361,37372,16620,140674,89433,52348,22530,100693,71643,44490,21658,130736,101616,66158,29051,150577,89406,63714,28634,109035,83641,52082,22431,105582,89206,58696,25721,103614,82508,53647,26388,94437,69647,44867,20540,83541,62132,40717,17394,90443,59456,86967,43458,56278,27749,37840,17677,33194,18155,26725,14753,23635,12477,20051,10487,15465,5849,--,6494,
主营业务利润(万元),20484,19418,7780,23848,18558,14985,6850,44724,26124,10519,6352,28908,12579,10361,4649,29036,16938,11561,5323,27001,11730,6883,3692,15737,7692,4194,2643,11575,8898,5826,2566,11859,8034,5820,--,14335,10478,7210,3496,19926,16127,11729,5258,21156,15688,10357,4919,19468,13424,8411,3989,19331,14295,8832,4033,18827,14126,19531,8632,11127,5569,6762,2767,974,797,522,570,543,823,1307,953,843,306,--,-5633,
营业利润(万元),19035,19193,6055,18872,12671,10474,4576,36046,19573,6021,3956,22409,9170,8931,4892,15189,11209,8562,3959,13509,3234,2054,238,7454,1464,722,2054,2582,2175,1952,475,12013,10245,7059,3794,2505,3158,2069,41,4939,4789,4138,1258,5905,4005,2288,366,6796,4438,2877,1354,5783,4757,2785,1387,3081,7133,6172,1074,4586,4047,2139,355,2605,0,1161,0,1866,0,0,1169,1100,385,--,0,
投资收益(万元),4703,3600,318,2455,332,-41,187,2509,1630,962,667,3833,3672,3277,2614,2572,1404,1759,1246,2472,1567,1944,-19,5153,4063,2795,2654,4165,2806,2570,1623,15097,13171,9207,3605,6662,3132,1541,829,2850,2283,1685,1107,1495,1038,164,38,1418,1909,807,449,1285,1978,1942,212,-15578,3742,14999,4625,5788,3418,6276,2086,436,421,105,261,479,394,349,215,138,392,--,0,
营业外收支净额(万元),489,119,62,-594,-1508,-33,156,-806,1109,1035,763,-809,395,306,80,952,716,613,128,776,1988,1693,1182,2824,3723,2730,86,7434,--,--,--,--,--,173,--,857,0,1237,0,2426,0,0,0,2473,2071,0,0,334,370,471,442,944,909,889,0,187,0,898,0,1241,0,1887,0,0,236,0,0,0,-7,242,0,0,--,--,--,
利润总额(万元),19525,19312,6117,18278,11163,10442,4732,35240,20682,7056,4719,21600,9565,9237,4972,16140,11924,9175,4087,14285,5222,3747,1420,10278,5187,3452,2141,10016,8520,6493,4114,11963,9474,7231,3879,10892,8285,5351,2318,10922,9800,6385,2689,10354,7536,5166,2678,8918,6956,4354,2306,8808,8340,6026,2325,-11877,10932,22184,5794,11625,8595,10375,2497,4937,2418,3232,1747,3294,1632,2696,1517,2023,968,--,600,
净利润(万元),18571,15691,4998,15474,9442,8825,4271,29602,18297,6368,4359,18304,8986,8378,4534,13636,9939,7578,3262,11267,4456,3381,1406,10140,5506,3645,2272,9665,7856,6012,4004,9529,8506,6437,3410,8034,6412,4006,1659,7585,6508,4043,1803,7266,5676,3817,2205,7210,5881,3507,2013,7204,7006,5304,2011,-12617,10508,20202,5210,10870,7494,9672,2345,4163,2080,2980,1642,2908,1432,2385,1308,1725,823,--,402,
