报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.5,0.36,0.17,0.77,0.61,0.4,0.18,0.65,0.47,0.4,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.88,--,0.34,--,0.63,0.57,0.41,
主营业务收入(万元),212157,144037,68168,273686,198689,134543,67096,230877,187499,169200,
主营业务利润(万元),59233,40566,18546,79427,59708,40747,17972,70011,54280,43400,
营业利润(万元),33069,23591,10423,43754,35125,25212,10500,37832,26539,23604,
投资收益(万元),3002,1824,468,1699,1288,826,421,1552,1216,1397,
营业外收支净额(万元),1250,1226,-46,2678,2369,-1,242,1676,1691,1441,
利润总额(万元),34320,24817,10377,46432,37494,25211,10742,39508,28230,25045,
净利润(万元),29320,21273,8983,39899,31576,21007,9210,33946,24336,20569,
净利润(扣除非经常性损益后)(万元),26814,19488,8908,37258,29254,--,8928,32346,22394,--,
经营活动产生的现金流量净额(万元),15239,6256,678,45881,38446,17724,2768,32822,29421,21551,
现金及现金等价物净增加额(万元),28090,14304,106548,-5172,-6658,-1106,-6028,1409,640,7429,
总资产(万元),378457,385138,370199,253698,--,232955,--,211969,177129,161948,
流动资产(万元),232853,245404,243156,129213,--,125584,--,117856,94280,80422,
总负债(万元),71880,74570,71950,103671,--,65701,--,65776,65072,76657,
流动负债(万元),71880,74570,71950,103671,--,65701,--,65776,65072,76657,
股东权益不含少数股东权益(万元),304056,308012,295724,147534,--,164658,--,143632,109690,85353,
净资产收益率加权(%),11.21,9.34,5.91,26.32,20.32,13.63,6.21,26.8,24.95,24.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
