报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.08,0.01,-0.01,-0.18,-0.06,-0.05,-0.01,-0.57,-0.16,-0.09,-0.04,0.01,0.04,0.03,0,-1.21,-1.19,-1.18,0,0.01,0.02,0.01,0,0,0.06,0.04,0.01,0.01,0.05,0.03,0.01,0.01,0.07,0.03,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.58,--,2.66,2.64,2.62,2.62,2.64,2.65,3.83,3.82,3.83,3.82,3.81,3.82,3.87,3.85,3.84,3.83,3.88,3.85,3.83,3.82,3.89,3.86,3.84,3.82,3.83,3.8,3.78,3.76,3.78,3.75,3.76,3.74,3.74,3.7,3.66,3.63,3.63,3.6,3.55,3.53,3.54,3.51,3.46,3.43,3.4,1.51,1.39,1.41,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.02,--,-0.03,0,0.09,-0.17,-0,0.15,0.27,-0.05,0.01,-0.2,-0.08,0.41,0.08,0.02,-0.03,0.22,0.08,0.09,-0.04,0.13,-0.01,0,-0.07,0.13,0,--,0,0.06,0,0,0,0.13,0,0,0,0.06,0,0,0,0.17,0,-0,--,0.15,--,0.08,0,0.19,0,
主营业务收入(万元),6576,2384,25,2069,1444,918,198,8200,7524,5517,2367,28013,23733,14372,4991,38593,29440,19406,7799,44612,38611,24078,9700,51438,41222,27079,11126,46297,35523,22554,9400,41407,31631,20317,8155,44540,34245,21510,8792,44976,34480,21847,10246,36872,28342,17898,7713,28964,22164,14338,5912,28921,23880,15324,6770,29477,22998,14072,24699,22347,20555,
主营业务利润(万元),1849,933,-19,688,495,386,113,-477,-382,50,168,2925,3333,2135,428,1082,3668,2495,912,6259,5137,3065,715,8630,6968,4223,1445,6986,5361,3587,1329,7831,5928,3516,--,8200,6266,3797,1571,7970,5997,3702,1596,9674,7886,5083,2116,8115,6276,4035,1593,8908,7247,4666,2015,10168,7898,4738,8046,7536,7383,
营业利润(万元),-3551,45,-226,-4724,-1566,-1279,-406,-13567,-4114,-2206,-1032,-3890,819,531,46,-26516,-26557,-26381,226,145,157,46,-3,658,1456,865,198,-795,913,633,180,158,1723,840,201,1109,1896,1008,386,995,2001,1112,428,3422,3480,2248,768,3520,3637,2322,600,3711,3920,2763,1102,4898,4204,2578,4322,3955,3390,
投资收益(万元),--,--,--,--,--,--,--,44,26,24,3,26,26,--,--,10,--,--,--,--,--,0,0,40,0,0,--,--,--,--,0,--,0,0,0,-53,-53,-53,0,-53,-27,-27,0,-53,-27,-27,0,-53,-27,-27,0,-45,-45,-12,0,-45,-22,-22,-45,0,0,
营业外收支净额(万元),5301,3,2,-247,5,3,2,336,203,135,2,4139,204,64,-5,-471,-695,-676,-27,468,315,182,69,514,422,284,67,1090,--,193,--,--,--,--,--,-152,0,--,0,-195,0,0,0,-150,0,0,0,-115,-61,0,-16,-141,-53,-44,0,-171,0,0,-63,0,0,
利润总额(万元),1750,48,-224,-4971,-1561,-1276,-404,-13231,-3912,-2071,-1030,248,1024,596,41,-26987,-27252,-27057,199,613,472,228,66,1172,1878,1149,265,296,1315,825,262,791,2015,1004,244,1566,2148,1142,427,1416,2166,1275,510,3487,3373,2174,734,3352,3587,2289,611,3525,3822,2707,1093,5082,4519,2700,4514,4013,3361,
净利润(万元),1901,118,-135,-4163,-1279,-1075,-327,-13017,-3736,-2020,-981,249,1033,602,41,-27761,-27252,-27057,85,118,355,171,49,84,1415,866,200,197,1060,655,216,286,1484,727,185,1012,1515,814,308,942,1494,899,360,2471,2375,1529,511,2363,2390,1524,407,2303,2493,1805,780,3723,3280,1838,3073,2685,2038,
