报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,
基本每股收益(元),0.23,0.19,0.09,0.5,0.33,0.3,0.13,0.28,0.17,0.07,0.02,0.14,0.01,0.01,0,0.19,0.14,0.1,0.07,0.3,0.25,0.17,0.09,0.37,0.34,0.19,0.14,0.83,0.65,0.47,0.05,1.07,0.86,0.64,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.11,--,2.97,3.02,3.02,3.02,2.93,3.64,3.61,3.54,3.49,3.4,3.34,3.24,3.2,3.13,5.85,5.82,5.89,5.84,5.83,6.71,5.36,5.14,4.71,4.68,4.66,4.65,4.5,4.36,4.34,4.47,4.52,4.51,4.44,4.53,4.49,4.49,4.5,4.48,4.41,4.41,4.25,4.22,4.11,3.14,2.91,2.74,2.41,0.84,2.4,2.21,1.93,2.01,1.99,1.99,1.99,1.98,2.32,2.06,1.77,2.24,1.9,1.24,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.25,--,0.39,0.26,0.07,-0.55,-0.2,-0.4,0.08,-2.3,-1.66,-1.15,-0.91,0.99,0.84,0.89,0.44,0.95,0.67,0.41,0.13,0.94,0.45,0.75,-0.06,-0.24,0,0,0,0.82,0,0,0,-0.35,0,0,0,-1.2,0,0,0,-1.44,0,-0.91,--,-0.42,0.14,-0.69,-0.46,-0.38,--,0.48,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),136470,97949,46824,182590,78467,47929,23994,182759,99759,43362,18486,120274,22527,10987,3901,96365,74264,52693,31437,144994,83409,55593,29197,136995,112185,61661,16426,139206,107140,74112,18014,88217,61214,19712,15841,99371,82547,78434,37467,24373,16033,14016,10010,70746,63813,55081,18228,64538,53635,38903,1655,77171,25897,23938,702,76155,47616,29249,16450,53285,15395,50255,25425,24452,2696,4559,1477,10410,9520,15690,7738,7242,4800,0,
主营业务利润(万元),36638,28300,13324,42656,15443,8739,4757,39264,27028,10896,3667,24937,6980,3854,1574,30575,24217,16855,9593,55047,36942,24877,12822,36993,29916,17527,4981,40398,29110,17078,4359,29678,18333,5351,--,24396,20103,19049,9090,9762,7208,6132,4504,23443,15414,11094,5083,13760,8025,5736,466,19220,6101,5534,138,30794,8218,13180,7210,25763,6325,18245,8882,6132,43,-122,-123,2900,3587,7311,3701,6238,3436,69,
营业利润(万元),28035,21913,10850,59338,37489,32682,14975,28421,17223,6787,1617,15137,1181,748,122,17663,13572,10153,7166,33136,25308,16844,9458,38458,35577,18764,7392,45826,38034,27244,3166,55574,45459,33691,2983,19947,16298,16290,7731,-3121,-5660,-2708,102,5156,3084,2422,322,3983,4615,3951,-44,17584,5906,5770,303,26004,7565,17300,6327,24497,5825,15682,7892,7934,0,-40,0,3004,0,0,3702,6339,3436,69,
投资收益(万元),232,5,6,33143,33116,31984,13188,3911,183,179,2,121,120,118,-1,5695,89,86,2,72,70,7,-24,16881,14533,6923,5443,19887,14552,14113,206,31921,31187,30884,5,-2799,-848,-1052,-39,6996,7717,550,542,537,145,80,-45,5,75,8,98,1785,1710,504,271,432,210,15237,3178,1260,41,708,27,4321,42,170,32,336,303,309,98,53,53,164,
营业外收支净额(万元),2262,1545,737,2440,16,-35,-48,328,73,49,24,20,85,90,--,423,464,463,-6,427,454,476,66,629,680,683,36,526,--,764,--,--,--,0,--,35,0,0,0,2,0,0,0,9,0,0,0,-17,-13,0,-3,3,6,6,0,55,0,3,0,10,0,0,0,0,19,0,88,0,-2,0,0,0,--,0,
利润总额(万元),30297,23458,11588,61778,37505,32648,14927,28749,17296,6836,1641,15156,1266,838,122,18087,14035,10616,7160,33563,25762,17319,9524,39088,36257,19448,7427,46353,38748,28008,3144,55633,45519,33686,2983,17183,16089,15558,7692,3878,2059,-2154,651,5702,3243,2517,278,3971,4676,3946,50,19372,7622,6279,579,26491,7760,32540,9507,25768,5876,16374,7909,12270,104,122,46,3176,3898,7622,3801,6449,3490,232,
净利润(万元),18832,15016,7417,40049,26226,24206,10162,22669,14060,5337,1248,11105,956,697,147,15123,10997,8357,5477,24309,20089,13562,7606,29626,27244,15151,6194,37036,29118,21057,2347,48004,38596,28585,2536,14370,13680,13225,6538,2723,1749,-2321,401,4097,2228,1889,137,3359,3899,3304,36,18284,6714,5466,519,22565,6625,28140,8547,22080,4995,14018,6723,10448,89,93,38,2670,3358,6510,3243,5487,3490,216,
净利润(扣除非经常性损益后)(万元),17146,13871,6869,14717,3472,1478,1493,19629,14006,5301,--,10919,--,649,--,10498,--,8004,--,23843,--,13192,--,16579,--,9224,0,18206,0,10306,0,21410,0,2145,--,15169,0,13803,0,-4799,0,-2921,0,3162,0,1876,0,3218,0,3315,0,17261,5689,5462,--,22519,6641,18017,8544,22071,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
