报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.45,0.32,0.16,0.48,0.35,0.27,0.14,0.48,0.32,0.26,0.16,0.6,0.5,0.43,0.2,0.33,0.33,0.26,0.16,0.4,0.33,0.51,0.3,0.7,0.61,0.42,0.25,0.49,0.48,0.4,0.13,-0.2,0.11,0.16,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.05,--,2.99,2.93,2.75,2.55,2.55,2.49,2.59,2.43,2.36,4.58,4.41,4.11,3.98,3.8,3.62,3.34,3.34,3.29,3.07,3,3.66,3.68,3.53,3.25,4.36,4.39,4.49,4.41,4.34,4.31,4.41,4.34,4.34,4.32,4.38,4.31,4.24,4.23,4.15,4.08,4.15,4.06,4.03,4.09,4.02,3.22,3.21,3.09,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.1,--,0.12,0.15,0.05,0.24,0.12,0.1,0.1,0.19,0.19,0.24,0.04,0.23,-0.1,-0.03,-0.06,0.42,0.13,-0.24,-0.27,0.05,0.14,0.12,0.11,-0.76,0,0,0,0.71,0,0,0,0.03,0,0,0,0.21,0,0,0,0.51,0,0.23,0,0.43,-0.07,-0.04,0,--,
主营业务收入(万元),502501,336168,162081,708688,508572,333496,155183,601014,447469,307845,144904,512993,385528,258021,123357,439189,319834,208775,102536,347347,253552,161960,74103,288086,206007,135036,67809,236534,176472,121236,63245,225841,168310,118575,59333,214997,163882,114189,50413,251714,164139,108153,53584,211576,158306,105172,51237,206425,149018,107395,49088,183926,118249,83588,39391,152194,78856,82265,41237,28607,
主营业务利润(万元),155552,112074,55586,210162,153905,107210,51360,187280,141259,101189,52920,175024,139935,99933,50149,153058,114881,80070,43071,131186,98837,68759,35107,108158,80058,57027,29846,87344,67251,47071,23318,77418,56927,40475,--,74852,65811,49681,20859,107194,73414,50561,22381,95486,67784,47315,21698,86193,61723,44235,18181,67744,47722,32294,14686,57009,27726,35087,21072,14456,
营业利润(万元),37358,26385,14457,41328,32246,24718,12690,40502,28001,22456,14206,49991,44911,39071,16865,27153,27263,21327,13729,30573,29364,21405,12197,20903,17718,14082,9220,9819,12993,9777,5143,-6270,6469,7920,3811,-40906,-1030,355,-1738,-184,841,1090,-349,3000,3439,3752,1896,5650,5815,5452,2465,4648,5468,2875,1547,5506,4652,4266,5661,5386,
投资收益(万元),10864,3603,4263,8361,5834,3178,1866,10549,4147,2863,2312,27691,22079,20112,6086,4409,6694,4236,3343,10612,10846,5374,4221,8800,6286,4031,2914,7393,6195,4082,2213,19919,10422,8620,4261,3850,4664,4497,4317,8354,5585,3668,2061,6019,5016,2993,1148,3675,2005,1609,799,5539,3735,3413,2914,2645,569,5407,6550,10037,
营业外收支净额(万元),2804,2602,235,1760,419,355,134,1204,771,464,89,1753,895,662,188,1010,245,151,-46,4705,699,448,193,4663,4509,1,279,7071,5179,--,--,3416,--,50,--,-1365,0,0,0,2206,0,0,0,300,0,0,0,2879,171,0,0,4,311,-17,0,383,0,278,0,0,
利润总额(万元),40162,28987,14692,43088,32665,25073,12824,41706,28773,22920,14295,51744,45806,39733,17053,28163,27509,21478,13683,35277,30063,21853,12390,25566,22227,14699,9499,16890,18172,14886,5238,-2854,6560,7969,3886,-38208,3860,5057,2650,10497,7961,6380,3174,9318,8699,6923,3129,12234,8000,7106,3381,10191,10115,6272,4437,8557,5327,9958,12529,15608,
净利润(万元),33503,23886,11941,35780,25684,19833,10234,35179,23682,18919,11847,44130,37124,32082,14800,24765,24755,19497,11761,29329,24361,18777,11164,25782,22448,15357,9165,18208,17717,14698,4868,-7282,4111,6049,2538,-37776,3485,4609,2455,8079,5438,4467,2442,6403,6451,5621,2420,8646,6145,5555,2742,8511,8210,5189,4056,6444,3937,8647,11448,14698,
净利润(扣除非经常性损益后)(万元),24344,20443,11786,34338,25372,19568,10136,28994,23049,18538,--,34758,--,23841,--,23771,--,19434,--,24343,--,18474,--,17089,0,13500,0,8008,0,9623,0,-19559,0,647,--,-38305,0,3101,0,4504,0,3088,0,4005,0,5560,0,7858,0,5509,0,8507,7298,5204,0,6444,3832,0,0,--,
经营活动产生的现金流量净额(万元),17252,22548,15280,28685,25162,17394,1557,21344,5660,12673,7136,2081,9137,11311,3884,17388,9088,7379,7455,13904,14347,8702,1346,8341,-3586,-1266,-2124,15577,4827,-9049,-10046,2013,5231,4531,4125,-2808,-2319,-1960,-1423,26191,6527,9643,4185,1050,4064,1439,1232,7657,13730,10615,4668,18760,0,8426,0,15773,-2488,-1420,6902,--,
