报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.17,0.04,-0.07,0.32,0.21,0.11,0.05,--,0.2,0.17,0.05,1.15,0.87,0.42,0.98,0.61,0.7,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,9.78,5.18,4.76,4.39,3.9,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.03,-0.12,1.51,0.23,0.74,--,--,
主营业务收入(万元),128561,72000,30225,178082,115894,65711,21152,134963,93227,49900,16341,117078,82276,42486,101290,69423,77018,44970,41212,
主营业务利润(万元),14780,7652,2367,20028,13436,7727,2539,15610,10159,5304,1579,15921,11629,6060,14177,9405,11021,6957,5484,
营业利润(万元),2884,482,-1313,5501,3404,1682,457,4949,3011,1062,189,7342,5676,2367,6188,3673,4878,3221,2696,
投资收益(万元),-171,-97,-55,396,511,480,306,152,--,--,--,4,4,4,26,7,6,--,--,
营业外收支净额(万元),641,365,118,1188,607,481,94,1183,733,476,149,1437,703,527,939,686,465,723,362,
利润总额(万元),3525,847,-1195,6689,4012,2163,552,6133,3744,1538,338,8779,6379,2894,7126,4359,5343,3943,3058,
净利润(万元),2908,723,-1174,5640,3641,1934,455,5688,3473,1533,411,8464,5931,2771,6482,3999,4630,3757,2904,
净利润(扣除非经常性损益后)(万元),2405,436,-1260,4660,3175,1571,384,--,--,1157,292,7335,--,2358,5813,3504,4471,3352,2579,
经营活动产生的现金流量净额(万元),-757,6092,3825,-3403,-14285,495,3673,10031,-1189,3618,3176,5261,271,-805,9934,1504,4888,1080,2549,
现金及现金等价物净增加额(万元),-10996,-3856,-4972,22995,16894,4972,4128,-41451,-13868,-1872,-4231,47940,44856,-3267,2515,-5184,5436,1480,146,
总资产(万元),179580,163619,157956,170746,173552,154082,131856,134245,132971,131501,117485,123653,120603,67640,64847,58773,52872,34983,27799,
流动资产(万元),99207,92696,87493,100249,110784,94455,79185,83286,94858,97034,85917,92343,92122,39769,38553,34093,32070,20714,16922,
总负债(万元),75822,66322,59932,71236,76449,58672,36998,39982,40831,41306,26659,32348,31691,30585,30477,27365,23146,17458,17184,
流动负债(万元),73207,64494,58090,69380,74786,57104,35383,38357,39726,40178,25788,31453,30942,29378,29387,26646,21178,15380,13207,
股东权益不含少数股东权益(万元),95334,93150,93893,95067,93067,91360,91776,91186,89115,87339,88918,88629,86095,34202,31432,28964,25724,16359,10602,
净资产收益率加权(%),3.01,0.76,-1.24,6.06,3.94,2.1,0.5,--,--,1.74,0.34,16.31,14.9,8.44,22.48,14.42,21.62,26.25,31.74,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
