报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.06,0.04,0.03,0.43,0.28,0.21,0.1,0.66,0.54,0.41,0.25,1.12,1.02,0.79,0.41,1.67,1.25,0.86,0.82,2.99,2,1.3,0.6,1.83,1.53,1.02,0.6,2.48,1.54,0.75,0.53,1.53,1.1,0.72,0.37,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,7.43,--,7.38,7.08,7.09,6.47,6.29,5.73,11.59,10.34,9.99,8.94,8.89,7.84,7.82,7.01,7.44,6.83,4.71,3.93,6.94,7.07,6.63,6.25,6.2,5.74,5.38,3.62,3.37,3.26,2.54,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.06,--,1.21,0.51,0.49,3.18,1.4,1.12,0.82,5.26,4.03,2.66,0.77,3.88,2.18,1.47,0.2,3.05,1.66,0.83,1.05,4.32,2.25,0.78,0.52,2.85,0,1.6,4.32,3.38,2.09,
主营业务收入(万元),877846,608541,273892,1603032,1190569,784017,314211,1919997,1398039,947403,446755,2006530,1487965,1017961,480651,2242628,1659188,1097171,451900,2142768,1444497,858855,378228,1826109,1332730,864827,390887,1666990,1247247,729300,295048,994855,710180,452023,230950,722091,475746,299738,569864,419604,264895,
主营业务利润(万元),188378,129370,63125,471241,327996,217692,94028,672023,466220,322445,164377,797203,590198,425842,202577,980356,676768,457587,199916,842337,545193,340896,155728,578991,414796,258188,145465,672849,407035,219057,81130,284195,209146,134979,--,243908,168276,109341,194564,134761,87213,
营业利润(万元),11705,8524,6391,116183,69069,51563,27463,195998,140390,111442,69961,304464,278645,227000,115593,443216,368127,254432,121027,416875,320752,207919,97579,296075,251496,166359,96412,403871,238384,117308,45434,144294,106838,69815,35514,119607,90250,59842,94373,60441,32063,
投资收益(万元),7262,5261,2860,7447,6463,4093,2202,7540,6309,4194,2192,7611,5963,4119,2084,4522,3023,485,906,4542,2718,1148,644,2461,2179,1578,927,2327,1796,1170,617,3171,1182,330,6,269,396,33,4,6,491,
营业外收支净额(万元),-358,-259,-338,-1134,-1563,-1400,-401,-926,-626,-1336,-621,-3932,-1579,-1601,-566,-8146,-3094,-2065,-761,-3994,-3077,-2488,-1362,-2661,-1007,-663,-399,-975,--,--,--,--,--,--,--,-1603,0,0,0,0,0,
利润总额(万元),11347,8264,6053,115049,67506,50162,27063,195072,139764,110106,69340,300532,277066,225399,115027,435070,365033,252368,120265,412881,317675,205432,96217,293414,250489,165696,96013,402896,237694,116930,45407,143236,106704,69553,35356,118273,89882,59574,93329,58785,32456,
净利润(万元),17150,11370,7141,98199,63502,47584,23401,152886,124626,94280,57494,256652,234009,182637,94871,383593,287398,197713,94231,343673,229781,149436,69213,210898,175496,117383,69502,285020,177053,86576,33566,98075,70533,46066,23662,83340,60338,40031,70092,43849,26146,
