报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.22,0.23,0.15,0.12,0.11,0.01,-0.01,0.02,-0.03,-0.05,-0.03,0.01,0.01,0,0,0.09,0.1,0.09,0.05,0.26,0.18,0.11,0.04,0.1,0.08,0.07,0.07,1.11,0.96,1.41,0.55,1.64,0.9,0.54,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4,--,3.9,3.89,3.9,3.9,3.93,3.93,3.95,3.45,3.39,3.34,3.27,3.23,3.21,3.2,3.4,3.33,3.18,6.06,5.59,5.09,4.4,4.04,4.14,3.97,3.7,3.41,3.41,3.24,3.05,3.15,4.21,3.86,3.55,4.35,4.15,3.98,3.89,3.9,3.81,3.77,3.83,3.77,1.65,1.57,0,1.41,1.34,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.11,0.37,0.16,-0.02,0.06,0.03,0.14,0.06,0.09,0.46,0.26,0.18,0.02,0.12,-0.02,-0.07,-0.09,1.32,1.05,1.55,0.68,1.99,1.36,0.88,0.5,1.13,0,--,0,1.62,0,0,0,2.02,0,0,0,0.57,0,0,0,0.24,0,0.03,--,0,0.31,0,0,
主营业务收入(万元),535431,363124,187755,766332,547324,357182,166960,744161,565641,363004,174158,630478,454192,291566,131160,516306,381940,245502,111922,440678,319240,202899,92942,390159,290408,200136,99975,690106,536133,346479,158603,532519,373075,245389,130119,384838,280249,181347,94411,374153,282215,185385,89219,202982,119807,69469,33506,81330,55302,35816,16596,54888,39194,25998,12826,53512,27728,48309,52031,
主营业务利润(万元),59698,42298,24060,66814,49146,32289,15158,45302,34143,22879,11915,48790,35949,23979,10567,27997,28061,25485,15305,61744,44036,29543,10813,32912,22942,18785,12829,200041,170367,120911,54111,162387,97643,62176,29032,100172,69163,38339,21233,118794,96648,67961,27647,68363,41176,23615,10396,18799,11995,6779,2847,12556,9640,6696,3552,12601,7237,11034,10578,
营业利润(万元),42819,44891,35181,764,683,1504,-892,-7793,-11254,-7722,-4434,6096,4458,2941,1373,8743,13245,14846,10200,36026,25804,15238,3604,8211,7039,8128,7692,173574,150904,111002,45948,135678,82702,51159,22379,78370,56583,30720,16680,103504,85803,60999,24147,58081,35628,20531,9117,16003,10368,6099,2132,9959,7574,4889,2881,10410,5903,7973,5295,
投资收益(万元),40566,38711,30101,9257,5150,4236,734,8547,6544,3048,298,799,799,799,--,--,--,--,0,--,--,--,--,549,549,549,0,2263,2263,2263,--,1163,1163,0,0,14,0,--,0,0,0,0,0,124,124,0,0,236,190,212,151,-74,39,51,-3,20,50,60,0,
营业外收支净额(万元),7975,8989,-775,21202,21035,1446,284,9331,7515,391,207,805,647,-37,-37,13137,8461,3723,75,5734,2291,2592,2602,4563,4570,2407,2207,-493,--,--,--,--,--,0,0,5805,0,--,0,-6,0,0,0,-8,0,0,0,1497,0,0,0,782,0,0,0,-12,0,0,0,
利润总额(万元),50794,53880,34406,21965,21718,2950,-609,1538,-3739,-7332,-4227,6902,5105,2904,1336,21880,21706,18569,10275,41760,28096,17830,6206,12773,11609,10535,9899,173081,150404,110502,45948,146965,82702,51159,22379,84189,60582,34728,16680,103498,85798,60999,24147,58197,35751,20529,9116,17736,12271,7289,2282,10668,7613,4940,2878,10417,5948,8179,5295,
净利润(万元),36608,39181,25353,19783,19178,1144,-1312,3264,-4279,-7802,-4507,1915,885,86,127,15188,17553,14631,8316,33995,23646,14587,5281,13550,10083,9446,8868,144822,125452,92649,35713,107388,59201,35467,15140,61543,43508,24226,11527,68507,56272,39623,16216,37492,23163,13293,6075,11066,8043,4789,1406,8258,5773,3519,1801,8568,4908,8179,3548,
