报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.04,0.02,0.01,0.18,0.17,0.12,0.07,--,0.37,0.27,0.11,0.96,0.87,0.78,0.47,1.21,0.8,0.67,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,8.55,8.44,8.31,4,3.79,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.41,0.44,0.46,0.72,0.22,1.2,
主营业务收入(万元),6592,4396,1009,10694,10163,6614,2768,20033,17190,12923,5937,36370,31080,24709,13754,39513,29432,22180,
主营业务利润(万元),2160,1547,273,3527,3549,2171,985,6145,5274,3842,1811,12881,11045,8817,5089,13845,9564,7517,
营业利润(万元),182,-45,-213,1542,1500,1053,609,3229,3014,2354,1054,7934,6995,5805,3373,8316,5399,3711,
投资收益(万元),142,97,18,438,184,--,--,--,--,--,--,--,--,--,--,90,68,--,
营业外收支净额(万元),387,359,299,176,111,63,32,837,431,219,-3,89,59,38,30,319,95,101,
利润总额(万元),568,314,86,1718,1611,1116,642,4066,3445,2573,1051,8023,7054,5843,3403,8635,5494,3812,
净利润(万元),490,263,63,1418,1384,962,544,3574,2940,2196,904,6880,6004,4969,2822,7272,4787,3336,
净利润(扣除非经常性损益后)(万元),-68,-199,-251,878,1289,909,517,--,--,2009,907,6806,--,4937,2800,7001,4673,3250,
经营活动产生的现金流量净额(万元),-672,-889,-797,1738,1666,-222,-236,1932,1890,1731,-261,7454,3254,3510,2730,4320,1322,5993,
现金及现金等价物净增加额(万元),578,-2747,2949,-13309,-13951,-7815,-6379,-3235,-3058,-2013,-1587,34114,33423,33925,-932,2875,2116,-520,
总资产(万元),75796,76052,79939,78369,77798,77357,78011,77566,77729,78219,79300,78599,77375,76935,42126,40554,34094,26802,
流动资产(万元),62150,62112,65834,63957,63136,63220,63754,63064,63174,64536,66464,66886,66749,66371,31565,30108,23988,16471,
总负债(万元),4654,5161,8791,7300,6765,6763,6817,6944,7759,9008,9962,10180,9843,10439,18117,17808,18619,15640,
流动负债(万元),3642,4207,7790,6292,5665,6102,6139,6234,6820,8056,8775,8930,8691,9193,16838,16459,17706,12436,
股东权益不含少数股东权益(万元),71142,70891,71148,71070,71034,70594,71194,70622,69970,69211,69338,68420,67532,66497,24009,22746,15474,11162,
净资产收益率加权(%),0.69,0.37,0.09,2,1.95,1.35,0.77,--,--,3.16,1.31,14.21,14.14,16.07,11.68,38.05,36.53,35.13,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
