报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),0.26,0.19,0.06,0.36,0.26,0.19,0.06,0.27,0.19,0.14,0.04,0.17,0.12,0.07,0.03,0.21,0.15,0.09,0.06,0.35,0.25,0.16,0.06,0.35,0.25,0.14,0.1,0.56,0.42,0.27,0.12,0.51,0.33,0.21,0.08,0.58,0.45,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.53,2.48,2.54,2.52,2.45,2.39,3.79,3.74,3.64,3.55,2.25,2.29,2.19,2.08,4.03,3.93,3.79,3.73,1.68,1.56,0,--,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.1,0.1,0.05,-0.05,-0.09,-0.06,-0.09,-0.03,-0.1,-0.09,-0.07,-0.13,-0.13,-0.16,-0.19,0.17,-0.06,-0.12,-0.02,0.31,0,-0.19,-0.13,0.67,-0.04,
主营业务收入(万元),210271,138754,59004,271647,204548,136127,60482,244208,182182,119013,54674,211489,154790,97930,42401,191842,142714,92350,40335,152098,105461,65492,29132,88593,61011,35402,14772,63752,47787,30053,13392,46378,31833,19620,9296,25406,17718,
主营业务利润(万元),41087,28153,11880,54613,40831,27019,11563,47633,34708,22010,9761,36715,27293,16881,7203,30842,22759,13963,5895,25469,18485,11904,5373,17789,12359,6854,2779,11942,9353,5960,2592,8860,6245,3862,1722,5135,3314,
营业利润(万元),12050,8618,2615,16244,11452,8132,2226,12198,8678,6176,1636,7751,6310,3741,1361,8529,6265,3699,1391,7745,5125,3256,1217,6808,4811,2560,1018,5809,4483,3010,1202,4116,2748,1687,650,2275,1382,
投资收益(万元),131,19,13,-137,-131,-104,-36,466,396,410,--,4,-92,-92,-59,1,-66,--,--,--,--,0,0,12,--,--,--,--,0,--,0,0,0,--,0,--,--,
营业外收支净额(万元),629,399,104,671,432,323,221,551,415,435,180,743,385,336,313,1130,697,479,216,782,637,264,116,420,369,240,72,312,270,--,--,--,--,--,--,-28,-9,
利润总额(万元),12680,9017,2719,16915,11884,8455,2448,12749,9092,6610,1816,8494,6695,4077,1674,9659,6962,4178,1607,8527,5763,3520,1333,7228,5180,2800,1090,6121,4753,3020,1216,4121,2751,1691,650,2248,1373,
净利润(万元),9303,6612,1993,12556,9065,6528,1960,9465,6656,4728,1336,6017,4121,2443,943,7415,5143,3089,1223,7112,4939,2953,1167,6719,4762,2665,1019,5106,3696,2242,918,3509,2335,1462,602,2029,1234,
净利润(扣除非经常性损益后)(万元),8828,6312,1913,12051,8737,6277,1795,8546,6338,4381,1203,5470,--,2201,--,6570,--,2712,--,6486,--,2725,--,6414,--,2484,0,4836,0,2232,904,3765,0,1315,451,2041,1242,
经营活动产生的现金流量净额(万元),3948,5972,2212,31989,13701,10850,5120,12433,9650,5287,53,5564,3346,3581,1873,-1718,-3297,-2145,-1998,-759,-2095,-1947,-1397,-2443,-2433,-2970,-1885,1661,-647,-1153,-181,2296,-1468,-1400,-1008,2712,-143,
现金及现金等价物净增加额(万元),14141,16712,-4655,3767,139,2319,3052,-18268,-13779,-17813,-9910,5263,-9823,-8395,5,-2914,-8330,-993,-7048,7372,2,21840,-4821,2818,4475,7377,-5729,12455,11776,18907,-1397,-190,-1784,-2864,-1557,2297,1115,
总资产(万元),290963,286414,253783,244886,236165,234059,229620,220787,217567,210036,201962,214165,194907,186845,178651,181430,172391,173143,160807,162593,149662,158570,123216,113473,98427,88134,67309,69243,65362,65715,44045,39368,0,--,0,35017,17644,
流动资产(万元),166525,165760,133444,129552,129215,131514,128962,121196,125630,120686,118593,132026,122760,118580,112928,117209,112191,114134,103087,107058,98226,110526,78766,72017,68574,60145,42584,50103,46099,48176,28946,24643,--,--,--,21301,11320,
总负债(万元),132464,131163,142780,136064,129646,129760,128371,121656,121564,115787,108685,122352,105143,98947,88721,92492,85508,88386,76504,79552,68561,79498,78864,68694,56286,48394,26713,29682,27242,25316,28687,25126,--,--,--,24087,9886,
流动负债(万元),102496,101219,112861,105660,99013,99026,97490,90723,90084,84335,77259,90954,101223,95067,82748,86519,79157,81912,69907,72815,61838,73455,75164,66694,56286,48394,26713,29670,26912,24986,23972,20561,--,--,--,24087,9886,
股东权益不含少数股东权益(万元),154642,151951,108024,106031,103097,100560,97733,95770,92961,91032,91115,89779,87883,86205,88371,87429,84969,82914,82352,81129,79014,77029,42800,43533,41576,39478,40333,39314,37905,37337,12609,11691,0,--,0,9474,6664,
净资产收益率加权(%),6.98,5.35,1.86,12.39,9.07,6.59,2.03,10.2,7.24,5.13,1.48,6.71,4.5,2.66,1.07,8.8,6.18,3.74,1.5,11.49,8.82,6.61,2.64,16.3,--,6.62,0,17.11,0,10.88,0,31.04,0,--,0,26.36,23.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
