报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.28,0.21,0.08,0.34,0.2,0.13,0.06,0.58,0.41,0.21,0.05,0.55,0.37,0.29,0.1,0.54,0.37,0.3,0.17,0.91,0.34,0.68,0.79,0.57,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,8.6,8.44,8.34,8.31,8.21,8.04,7.96,10.19,4.42,3.82,3.53,2.82,2.03,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-1.74,-1.33,-1.25,-0.83,-2.26,-1.62,-1.51,0.45,0.73,0.21,0.22,0.19,
主营业务收入(万元),83595,44781,15614,72388,41392,26600,11936,91671,69271,47870,18988,97256,60586,45345,18007,96504,60221,42318,14345,77264,39819,65712,75444,57509,
主营业务利润(万元),12946,9122,3378,14740,9610,6202,2869,16859,11888,6813,2535,12881,8330,6281,2269,12440,7971,5965,1842,10097,4601,9071,8170,6534,
营业利润(万元),4756,3890,2042,8377,5520,3599,1657,8635,6177,3289,941,6373,4523,3525,1229,6559,4538,3511,1189,6350,2722,5366,5246,5033,
投资收益(万元),464,464,311,442,338,163,33,94,89,--,--,88,54,54,54,-67,--,--,--,-35,--,2,0,--,
营业外收支净额(万元),213,19,15,170,141,113,44,361,61,64,34,38,17,22,15,-243,-268,-166,6,25,-29,0,924,-4,
利润总额(万元),4969,3909,2058,8546,5662,3712,1701,8995,6238,3353,975,6411,4540,3547,1244,6316,4271,3346,1196,6375,2693,5366,6170,5030,
净利润(万元),3916,2898,1088,4688,2653,1713,747,5948,4215,2201,549,5635,3852,3021,1056,5441,3676,2874,1013,5381,2016,4015,4639,3350,
净利润(扣除非经常性损益后)(万元),3483,2629,825,4181,2259,1486,684,5653,4164,2147,519,5529,--,2956,--,5705,--,3015,--,5390,--,4014,3946,0,
经营活动产生的现金流量净额(万元),3186,-4395,-6767,6165,-8053,1305,592,-803,-17432,-10740,-1310,-39701,-17975,-13715,-12868,-8545,-23403,-16791,-11941,2652,4281,1219,1294,1096,
现金及现金等价物净增加额(万元),18343,15527,25810,4597,15879,29030,31187,-9515,-7752,-7324,-4362,-11333,-20772,-17056,-14669,21336,7371,20700,45458,5771,5345,804,1582,1168,
总资产(万元),223601,211045,196237,196718,202761,187676,185767,145407,156289,148105,151920,159076,111364,103474,103495,102282,98442,91342,105701,57244,53998,42144,39117,35011,
流动资产(万元),122600,111155,105661,107085,124394,111491,111232,70543,89710,92319,98562,116677,88038,81759,83517,83124,86914,80054,97039,49393,47225,35650,34532,31327,
总负债(万元),61014,49400,34099,36217,44772,28317,27982,32016,45113,46624,50359,58277,24146,17325,17613,17443,15353,9049,25299,31242,31518,21335,22502,23045,
流动负债(万元),60590,48788,33719,35829,44375,27908,27570,31595,44682,46189,49919,57832,23886,17060,17343,17167,15069,8759,25009,28907,31218,20972,22499,23045,
股东权益不含少数股东权益(万元),140654,139647,139989,138863,136831,138749,137714,92793,91075,89021,89399,88857,87217,86149,85882,84838,83089,82294,80402,26003,22481,20809,16615,11967,
净资产收益率加权(%),2.8,2.07,0.78,3.49,2,1.31,0.61,6.48,4.63,2.45,0.54,6.43,4.47,3.51,1.24,7.43,5.3,4.56,3.82,22.99,9.31,21.46,32.46,32.55,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
