报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.02,-0.01,-0.07,0.02,0.03,0.03,0.03,0.12,0.16,0.14,0.04,-0.84,-0.48,-0.32,-0.12,0.02,0.14,0.08,0.06,0.16,0.13,0.09,0.02,0.1,0.03,0.02,-0.02,0.04,0.08,0.08,0.01,0.07,0.1,0.09,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.94,--,3.24,2.43,2.64,2.75,2.85,2.78,2.78,2.81,2.78,1.81,1.76,1.74,1.67,1.67,1.66,1.68,1.73,1.73,1.66,1.7,1.74,1.73,1.79,1.71,1.67,2.61,2.72,2.68,2.71,2.66,2.79,2.69,2.71,2.68,2.81,2.76,2.74,2.67,2.59,2.67,2.65,2.6,2.54,2.53,2.66,2.55,3.95,3.04,2.83,2.98,2.73,2.78,--,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.17,--,-1,-0.74,-0.26,-0.61,-0.53,-0.46,-0.28,-0.51,-0.43,-0.16,0.06,0.15,0.06,0.03,0.02,0.19,0.03,0.05,0.11,-0.13,-0.22,-0.11,-0.04,-0.12,0,--,0,0.4,0,0,0,0.27,0,0,0,0.34,0,0,0,0.44,0,0.11,--,0.4,--,0.18,0.51,0.23,0.27,--,0.83,--,--,--,--,
主营业务收入(万元),218338,135496,36428,378681,217930,151020,101993,335887,192005,120982,38915,152939,92235,68351,32631,238716,207413,130016,61185,248850,161653,110663,51127,131029,65871,31840,11306,123503,100766,58529,23623,135083,94250,52407,20708,260677,180622,130737,45094,180319,123476,74771,30064,175774,136480,97907,39265,192716,132722,88217,37223,129318,84383,48341,18303,105730,78859,49553,96471,41433,82041,34106,70215,35276,81928,88461,80684,
主营业务利润(万元),28320,16321,4637,67373,30193,18865,11808,47601,36759,24544,8846,-34755,-7419,-7478,-1080,6812,5425,-1280,-2614,31643,21749,16620,8981,24113,14264,7624,2273,20279,15558,10686,4236,14881,11027,7907,3337,38618,28327,21587,8611,34676,23553,13822,4917,36256,27515,20528,8665,46621,32039,20957,8558,31417,19685,10698,3944,25768,19324,12991,27305,12683,26785,10853,23439,12306,29809,21358,16643,
营业利润(万元),-208,-3133,-9226,4690,2351,3137,4033,16995,22466,18345,4649,-128919,-73207,-45504,-16138,-11513,7916,4654,4816,14971,14240,10179,3449,8970,3844,1835,-1809,2350,8092,7580,813,5387,9822,8777,2123,11439,9574,7761,2909,12481,7512,3500,131,14654,11391,9821,4037,19172,14925,9487,3672,12916,8641,4862,1097,9163,9832,7185,12702,5648,13550,5959,12886,7247,20119,21271,16410,
投资收益(万元),13074,8582,1878,21300,10015,7379,4757,20955,17639,14744,6433,7921,5663,3931,1495,40017,37728,27967,16576,30483,20534,11725,2594,14179,5699,3829,498,7618,6128,5062,743,12978,10538,8198,2167,5501,3121,2827,526,450,-28,-317,332,2967,1451,897,455,2373,2575,1595,330,1464,1058,656,101,6115,5310,3005,6321,2394,2529,1177,2790,1844,1211,1100,260,
营业外收支净额(万元),2251,972,490,2530,1598,1135,506,2759,1276,1078,471,4964,2752,1605,1221,3713,1521,463,278,1794,196,44,111,2293,1985,1949,270,2248,--,--,--,--,--,--,--,-395,0,--,0,22,0,0,0,243,0,0,0,-672,0,-110,27,-56,104,113,0,-821,0,0,17,0,523,0,0,0,-336,0,0,
利润总额(万元),2043,-2161,-8736,7220,3948,4272,4538,19754,23742,19423,5120,-123955,-70455,-43899,-14917,-7801,9437,5118,5094,16765,14436,10223,3560,11263,5829,3783,-1539,4599,8236,7622,889,6725,10042,8889,2158,16845,12842,10721,3438,13330,7953,3215,467,18617,13546,10949,4531,21205,17612,11056,4079,14897,10157,5718,1339,15529,15307,10314,20664,8252,16952,7816,16577,9171,21533,22510,17213,
净利润(万元),2322,-1803,-8625,2239,3621,3394,4290,14426,20037,17049,4951,-88926,-47022,-30176,-11000,1479,13779,7448,6020,13855,11071,6943,1371,7748,2125,1594,-1723,2948,5927,5860,497,5414,7744,6848,1457,10956,8360,6447,1982,6458,3603,1324,310,10457,7140,5755,2387,9976,8902,5655,2104,7741,5571,3269,841,9949,10685,7630,14602,5958,11550,5274,11055,6003,12914,13241,10023,
净利润(扣除非经常性损益后)(万元),-187,-2887,-9252,-325,1757,2356,3807,5748,14313,11852,--,-92411,--,-31960,--,-28291,--,-12919,--,-5915,--,1087,--,717,--,956,0,1482,0,5433,--,1673,0,3552,--,7353,0,4857,0,6004,0,1197,0,9311,0,5773,0,8448,0,5031,0,7255,5074,3071,--,5220,--,5031,13044,5749,10676,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-8227,-5884,-20744,27205,-60000,-59004,-33458,11466,-326,-4992,-20741,-57078,-98802,-70416,-24688,-58304,-50629,-43667,-26641,-48440,-41440,-11733,4116,11379,4728,2240,1211,14468,2298,4079,8150,-9711,-16587,-7864,-2787,-8683,-11977,-14889,-3307,18774,6577,4024,84,12770,6491,1643,-5492,15839,10480,4657,958,20652,0,5208,--,18513,--,8347,14960,6212,7345,--,22497,--,--,--,--,
现金及现金等价物净增加额(万元),16666,-723,-21039,-11515,-16690,-3300,109,-14348,-8139,13063,4555,30653,78663,-29711,-14332,8511,-11233,82,20123,14550,24651,20120,18033,-3660,-4831,-10722,-7673,-1799,3166,3016,3389,-2357,-2998,1036,142,-3628,-6435,475,-1565,-2667,-8929,-11332,-6553,-12722,-16368,-5850,-9892,-2013,-15060,-8718,-5643,-10508,0,-17523,--,2301,--,-11309,35258,-10908,-13990,--,33909,--,--,--,--,
总资产(万元),1081926,963491,887719,873684,868664,823402,802957,782184,709154,696886,718377,1114595,1155930,1026098,1007189,998922,981364,886894,854489,789741,743938,690682,633021,564524,543971,480103,318921,246474,256980,249421,236335,237795,261578,260257,235539,245258,237523,284799,264747,246271,247732,236851,232018,237475,238692,256109,248720,242694,239717,243614,230550,220897,210587,211647,211741,218230,219740,212452,209523,167412,155939,158777,132429,130654,80774,77743,58993,
