报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.3,0.2,0.09,0.37,0.28,0.19,0.09,--,0.26,0.18,0.09,0.32,0.25,0.17,0.08,0.26,0.21,0.14,0.07,0.24,0.19,0.13,0.06,0.21,0.12,0.07,0.04,0.26,0.17,0.13,0.05,0.25,0.15,0.1,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.52,--,3.21,3.37,3.28,2.84,2.8,2.72,2.78,2.72,2.62,2.56,2.59,2.53,2.29,2.24,2.88,2.81,2.72,2.83,2.81,2.7,2.61,2.91,2.84,2.81,2.76,2.71,3.34,3.29,3.23,3.17,3.21,3.17,6.2,6.04,6.14,6.06,5.95,5.85,5.77,5.7,5.75,5.66,5.59,5.54,5.47,5.38,1.97,1.79,1.61,1.9,1.69,2.08,1.6,1.69,1.62,1.68,2.05,2.45,2.37,2.26,1,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.09,--,0.18,0.15,0.1,0.45,0.19,0.26,0.09,0.52,0.41,0.35,0.14,0.55,0.35,0.27,0.18,0.51,0.17,0.12,0.07,0.48,0.32,0.09,0.01,0.2,0,--,0,0.42,0,0,0,0.5,0,0,0,0.78,0,0,0,0.87,--,0.31,--,0.61,0.18,0.22,0.08,0.12,--,0.62,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),613442,432014,202850,893549,683239,449014,230379,838128,639084,423200,202905,785917,586068,378936,184662,654727,493395,328197,165213,547831,393845,251287,138645,358572,264086,169296,71739,309165,227759,156733,79710,266853,197150,63780,30167,105693,87836,55162,23298,89342,66653,40410,18436,88922,69965,48548,18132,75345,52523,31863,12982,44771,31106,18465,8254,34886,15260,26174,10438,21361,10622,21738,13361,10815,2838,7053,3507,10279,4822,11001,6275,4840,11368,10282,9841,
主营业务利润(万元),73353,50893,25006,99312,76509,52990,26691,96006,72097,50139,22961,85521,63586,42628,21057,75588,56491,38733,19602,77234,57542,42502,21409,65146,46717,29465,13996,49085,38074,25705,12558,38660,30341,11016,--,22707,17109,11490,5112,22848,15961,9844,4368,25816,21090,14026,5218,21225,14066,8932,3883,15422,10766,6259,2653,12459,5328,9787,4372,9818,4935,10464,5701,181,-766,-1343,-716,-1645,-234,435,287,547,0,0,0,
营业利润(万元),32260,21638,10739,33806,28723,21139,10046,33085,28715,19675,8799,29478,23802,15411,8216,28209,22245,15641,7810,28398,23571,16164,7132,19274,14241,8982,4224,14475,11042,8155,2487,15099,9919,4438,1904,7637,6111,4006,1635,10825,6343,3730,1501,11024,9801,6356,1933,7274,4960,2948,1487,5829,3684,2151,--,3902,1241,4748,2658,5006,2352,5655,3400,311,0,-605,0,-1481,0,0,386,555,0,0,0,
投资收益(万元),3100,1733,621,3897,2879,2120,558,3674,3550,1899,558,3235,3353,2199,692,2764,2912,1988,889,3456,1004,824,1026,3257,2559,1157,485,8492,4264,4076,830,9442,2532,439,297,402,138,132,303,-2688,-340,-205,317,-526,-1716,-1681,38,427,202,146,81,626,549,545,296,2017,1163,1967,32,163,35,5,9,1261,64,55,49,153,146,115,13,4,0,0,0,
营业外收支净额(万元),4783,2686,613,12134,5273,1780,640,10090,5310,3647,1543,9885,6129,4626,1199,7009,3936,2380,380,4925,955,734,146,3847,1079,874,492,4637,--,1859,--,1353,--,--,--,-7,0,--,0,310,0,0,0,229,-41,0,0,12,0,57,0,0,299,-7,-0,57,0,16,0,-232,0,0,0,0,7,0,97,0,114,326,0,25,--,--,--,
利润总额(万元),37042,24323,11351,45940,33995,22918,10686,43175,34025,23322,10343,39363,29931,20037,9414,35218,26181,18022,8190,33323,24525,16898,7278,23121,15320,9856,4716,19113,13185,10014,3932,16453,10639,4666,1918,8367,6545,4435,1935,8897,6539,4088,1895,10856,8151,4708,2018,7872,5234,3182,1589,6857,4545,2704,1107,6018,2357,6811,2706,4937,2369,5660,3399,2658,-560,30,-346,-2311,31,1205,710,584,1474,1928,2075,
净利润(万元),25505,17022,8035,32071,23859,16006,7947,30038,22689,15613,7512,27637,21470,14661,7063,19081,15197,10137,4823,17333,13745,9412,4392,15354,9011,5423,2081,14730,9282,7232,2913,14001,9006,4063,1605,7313,5411,3611,1586,7560,5640,3338,1595,8111,5794,3056,1406,6300,4298,2673,1202,5537,3566,2042,806,5080,2038,5543,2143,4067,1787,4746,2799,2372,-560,20,-347,-2324,31,1034,600,584,1124,1278,1655,
净利润(扣除非经常性损益后)(万元),22483,15427,7671,23351,20180,15002,7510,--,18824,12793,--,21164,--,10816,--,15543,--,9018,--,15456,--,9049,--,12336,0,4765,0,6813,0,5713,0,5429,0,3869,--,6937,0,3315,0,6321,0,2167,0,6167,0,3028,0,6162,0,2598,0,4955,3061,1797,--,3582,1934,5479,2143,4067,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),43904,29163,12778,65387,33077,25907,7617,51582,19707,14522,7780,58172,15436,12703,8856,32581,14087,18829,6762,38203,29981,25764,10549,40321,25589,19863,10245,28839,9400,6583,3809,26708,18234,3602,508,7716,2046,1107,506,14250,9294,6549,2787,16905,13530,5482,2385,13115,5985,2170,624,14736,--,5176,--,10322,3125,3633,953,1399,--,5671,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),619,5015,8929,18100,21023,10760,-5981,-23526,-28045,-27411,-26775,39626,9372,-5494,24801,2968,-8227,-14357,-14582,7824,-5452,-1473,8485,9027,19562,31241,6770,14293,4151,16289,28993,12949,-476,1345,-8004,-1309,-602,-6364,-5842,-3862,611,-1952,-2893,8263,9725,5874,789,-134,1216,-3343,-1650,-3576,--,-5693,--,-14279,-19665,32400,4964,2882,--,322,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),720855,720388,727711,724690,708335,684360,675609,671929,681068,681116,662965,660282,620320,601806,611810,527588,514028,499892,498971,494966,488042,471369,467807,447169,443453,438575,399635,386806,372226,370062,389040,308930,325811,212156,197912,181486,180599,172736,175023,171086,168944,157956,156657,156587,160399,160444,152387,146272,148495,147534,143011,136501,139415,134617,130980,133115,135419,125186,45848,37301,31449,28866,28388,29628,14688,14762,14647,14994,18945,18231,18184,16813,11911,--,--,
