报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-0.07,-0.04,-0.06,0.03,-0.09,-0.07,-0.03,0.02,-0.07,-0.05,-0.03,0.02,-0.07,-0.06,-0.03,0.08,0.03,0.03,0.02,0.08,0.04,0.01,0,0.1,0.12,0.11,-0.01,0.17,0.05,0.04,0.02,0.12,0.1,0.06,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.29,3.3,3.33,3.36,3.31,3.33,3.32,3.3,3.26,3.24,3.23,3.23,3.25,3.24,3.11,3.12,3,2.99,4.37,3.76,3.67,3.64,3.64,3.61,3.59,3.56,3.55,3.53,3.42,3.39,3.42,3.41,3.4,3.37,3.4,3.39,3.36,3.24,3.15,3.08,3.13,3.06,3,2.98,2.98,2.85,1.76,1.6,1.47,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.16,-0.21,-0.05,-0.25,-0.27,-0.14,-0.35,0.06,0.33,0.07,0.06,0.03,0.01,-0.01,-0.04,0.11,0.11,0.18,0.03,0.53,0.27,0.22,0.06,0.37,0,--,0,0.21,0,0,0,0.13,0,0,0,0.1,0,0,0,0.23,0,0.15,--,0.09,0.2,0,0.29,0.08,--,--,
主营业务收入(万元),619843,456354,150467,656852,408619,221363,111925,585740,432948,306575,160633,502251,298112,201630,102950,470488,360652,222922,113889,370081,255577,157747,69480,309591,174510,102148,50097,300414,222111,132747,58574,292783,206495,122658,56959,264585,189480,125771,59908,232612,167734,107672,48264,230650,170844,109975,52158,206140,153470,97199,47176,189724,142877,93307,41257,172516,85698,183213,93682,164187,139780,160933,
主营业务利润(万元),26768,15133,2701,7230,4979,2746,1284,19754,13526,9092,5444,23840,17171,11056,4713,23940,20782,13999,9508,29651,18913,11056,4216,14378,10470,6991,3303,18382,17300,12766,5647,23020,19192,13050,5983,26593,19799,13391,5413,25741,18680,12292,5241,22577,16400,12379,4337,26365,19543,14282,6722,29537,21581,13334,4331,18851,10497,33390,19309,29151,15226,22602,
营业利润(万元),-7546,-3799,-5330,-32473,-20950,-15598,-5019,-24471,-19890,-18645,-7001,-12193,-5528,-4423,-2448,-2695,2043,1930,1651,6897,3258,1082,183,-2577,-1484,-1296,-974,173,4059,3338,1057,4798,4750,3312,1135,5108,4886,3345,999,4868,4486,2917,841,5969,5382,4871,774,8133,6774,5093,1680,13474,9642,5463,--,7956,4236,14098,8419,11011,2728,4882,
投资收益(万元),149,176,--,224,224,224,--,513,513,14,--,511,511,32,--,343,411,-0,-0,296,257,269,-15,55,87,78,35,985,719,58,5,140,80,61,0,-21,-0,-5,0,1,-6,-6,0,-153,-214,-142,-72,-235,-172,-117,-27,-235,-103,-13,22,-76,-137,-149,-133,-211,103,201,
营业外收支净额(万元),1602,1452,1333,34675,14953,10800,2978,26629,15419,15368,5214,13783,727,547,551,8895,307,171,10,892,166,125,22,10046,9893,9260,115,11692,--,--,--,--,--,--,-104,249,0,--,0,354,0,0,0,290,0,0,0,173,0,114,-17,218,49,45,3,-25,21,-586,0,0,--,--,
利润总额(万元),-5944,-2347,-3997,2202,-5997,-4799,-2041,2158,-4471,-3277,-1786,1591,-4802,-3876,-1897,6200,2350,2102,1661,7789,3424,1207,205,7469,8409,7964,-858,11865,4812,3697,1068,5545,5203,3593,1031,5331,4993,3451,1013,5229,4847,3020,822,6106,5324,4754,704,8071,6784,5090,1637,13457,9588,5495,1083,7855,4120,13362,8213,12903,3852,5472,
净利润(万元),-7213,-3352,-4067,2428,-6187,-4943,-2171,1757,-4742,-3460,-1789,1176,-4969,-3968,-1949,5728,1994,1833,1293,5461,2504,802,16,7502,8589,8191,-856,11849,3580,2747,785,5089,4094,2678,812,5154,4418,2910,748,3855,3196,2046,537,3836,3529,3164,435,7231,6640,5606,1995,8271,5885,3378,709,7921,4158,9361,4901,8229,2819,3603,
