报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2005-12-31,
基本每股收益(元),-0.18,-0.04,0.03,0.07,0.09,0.09,0.08,-0.44,-0.09,0.03,0.06,0.3,0.22,0.17,0.17,0.46,0.35,0.5,0.33,0.48,0.41,0.29,0.15,0.64,0.53,0.38,0.17,0.71,0.61,0.54,0.91,0.66,0.48,0.34,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,2.44,2.38,2.29,3.42,3.24,2.12,3.99,3.88,3.52,3.5,3.38,4.86,4.73,4.61,4.92,4.96,4.79,4.8,2.5,1.96,--,1.59,1.14,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.42,-0.16,0.2,1.36,1.45,0.98,1.51,1.86,2,0.55,1.71,2.05,1.35,0.19,0.29,1.47,1.2,0.34,0.93,-0.27,1.19,0.71,
主营业务收入(万元),492036,333482,183823,701848,534990,365432,202497,737972,554911,378948,208306,666246,494713,329065,179301,568651,421964,284883,158624,436419,315357,208667,112830,310924,225252,149621,82072,227932,168557,114286,164250,76216,106292,74768,
主营业务利润(万元),98733,67617,36689,143619,110739,74953,40945,139592,106217,71439,39169,130950,96845,63286,33816,112146,82625,54235,29181,85168,60999,39208,20102,56906,41279,26799,13608,42112,31083,21225,30209,13619,18497,12847,
营业利润(万元),-9236,-2734,1837,3995,6655,6527,5979,-13411,-4366,2697,4355,17161,14206,11368,7605,18062,13595,9425,5729,8093,7074,5085,2837,8045,6350,4640,2280,8030,6520,5490,9204,6364,4845,2825,
投资收益(万元),1950,1950,1950,424,180,--,--,100,--,--,--,--,--,--,--,--,--,--,--,99,--,--,0,0,--,--,--,-325,-325,0,3837,3837,82,--,
营业外收支净额(万元),-1517,-415,29,1814,599,234,219,-5606,-336,89,60,2937,642,475,441,1025,1197,1182,1158,154,155,104,39,142,505,484,17,241,--,--,57,17,51,16,
利润总额(万元),-10753,-3150,1866,5809,7254,6761,6199,-19017,-4701,2786,4415,20098,14848,11844,8046,19087,14792,10608,6887,8247,7229,5189,2876,8186,6855,5124,2296,8271,6747,5640,9261,6381,4897,2841,
净利润(万元),-9838,-2381,1705,3669,4773,4661,4386,-23628,-4939,1760,3107,15953,11713,9059,6084,14618,11330,8040,5257,7720,6585,4626,2475,6869,5625,4040,1800,6447,5282,4361,7302,5253,3843,2101,
净利润(扣除非经常性损益后)(万元),-12699,-5983,-1246,-1273,4266,4425,4194,-18187,-4688,1691,3065,13670,--,8669,--,13837,--,7151,--,7526,--,4549,0,6754,--,3670,0,6521,0,4238,4562,2715,2850,2010,
经营活动产生的现金流量净额(万元),-7334,-14274,301,-21583,-28006,-22144,-5606,17571,-1306,-18958,4979,46315,22481,-8590,7199,48456,46620,15756,24202,29886,32111,8842,18235,21862,14434,2083,3092,15678,12778,2738,7475,-2126,9541,5714,
现金及现金等价物净增加额(万元),-9448,-13356,-5175,-27307,-33517,-32465,-9863,-39741,-43103,-34946,-3403,14629,2000,-36623,-8012,57842,32810,5817,22045,-203,12276,-7909,9533,-9268,-7552,-12761,-3107,32446,36232,829,6747,-1239,1670,907,
总资产(万元),361200,350782,370989,368591,371066,361627,367756,379220,364331,336134,357632,339712,324073,284843,290468,281740,220618,186157,200279,179948,172841,144986,161262,139042,131241,114955,111012,106334,101796,56549,52440,--,43885,28686,
流动资产(万元),160603,154353,174139,172098,173709,167742,180710,193283,254912,226662,250307,234814,238620,202221,208753,199330,147278,113322,132960,113156,112612,85029,101203,81953,84817,69582,74508,76746,76980,33421,29601,--,25316,17727,
总负债(万元),268600,250284,266066,265039,266607,257023,262875,278667,239674,204687,221510,208555,195883,162523,168390,165926,152440,121688,137461,122794,115553,89337,107468,86395,80523,61451,58042,55164,49549,34981,35288,--,30231,19518,
流动负债(万元),268519,250196,265972,264938,266477,256863,262680,278355,239474,204487,221310,208355,195883,162523,168390,165926,152440,121688,137461,122794,115553,89337,107468,86395,80523,61451,58042,55164,49549,34981,35288,--,29403,18561,
股东权益不含少数股东权益(万元),97557,105013,109099,107394,108498,108386,108110,103725,124045,130618,135094,132007,128707,122642,122201,115806,67899,64004,62219,56353,56072,54114,51963,50556,49313,52537,52970,51169,51252,20041,15680,--,12759,9166,
净资产收益率加权(%),-9.6,-2.24,1.57,3.48,4.5,4.4,4.14,-20.09,-3.85,1.33,2.33,12.89,9.66,7.57,5.11,22.91,18.53,13.3,8.87,14.63,12.36,8.81,4.78,13.25,--,7.66,0,20.79,0,0,51.35,--,35.24,33.52,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
